stone_bom_variant,stone_type,stone_shape,stone_quality,stone_color,wt_range,indian_rate_carat,usa_rate_carat
DIARNDVVSEF0.057 TO 0.074,Diamond,Round,VVS,EF,0.057 TO 0.074,72000,108000
SINMIXAMIXMIX,Diamond,,,,,72000,108000
POLMIXAMIX - ABOVE 2,Diamond,,,, ABOVE 2,72000,108000
DIARNDVVSEF0.001 TO 0.056,Diamond,Round,VVS,EF,0.001 TO 0.056,72000,108000
DIAMAQVVSEF0.001 TO 0.056,Diamond,Marquise,VVS,EF,0.001 TO 0.056,72000,108000
DIARNDVVSEF0.18 TO 0.22,Diamond,Round,VVS,EF,0.18 TO 0.22,72000,108000
DIAMAQVVSEF0.000 TO 0.56(I),Diamond,Marquise,VVS,EF,0.000 TO 0.56(I),72000,108000
DIARNDVVSEF0.057 TO 0.074(I),Diamond,Round,VVS,EF,0.057 TO 0.074(I),72000,108000
DIAFANVVS - VSGHI0.180 TO 0.220 (V),Diamond,,VVS-VS,GHI,0.180 TO 0.220 (V),72000,108000
DIAFANVVS - VSGHI0.135 TO 0.175 (IV),Diamond,,VVS-VS,GHI,0.135 TO 0.175 (IV),72000,108000
DIAPEAVVSEF,Diamond,Pear,VVS,EF,0.135 TO 0.175,72000,108000
PEAPEAVS - SIIJMIX,Diamond,Pear,VS-SI,IJ,,72000,108000
DIAFANVS - SIIJ0.135 TO 0.175 (IV),Diamond,,VS-SI,IJ,0.135 TO 0.175 (IV),72000,108000
DIAMAQVS - SIIJMIX,Diamond,Marquise,VS-SI,IJ,,72000,108000
DIARNDVS - SIIJMIX,Diamond,Round,VS-SI,IJ,,72000,108000
POLMIXAMIX -0.34+0.32,Diamond,,,,0.02,72000,108000
DIARNDVVS2G  0.18 TO 0.22(V),Diamond,Round,VVS2,G,  0.18 TO 0.22(V),72000,108000
DIARNDVVS2G  0.135 TO 0.0175(IV),Diamond,Round,VVS2,G,  0.135 TO 0.0175(IV),72000,108000
DIAPEAVVS - VSGHIMIX,Diamond,Pear,VVS-VS,GHI,,72000,108000
SLTRNDVVS1EAbove 2 Cts,Solitaire_Diamond,Round,VVS1,E,Above 2 Cts,150000,225000
DIARNDVVSEF0.075 TO 0.084 (II),Diamond,Round,VVS,EF,0.075 TO 0.084 (II),72000,108000
DIAMAQVVS - VSGHI  0.075 TO 0.08 (II),Diamond,Marquise,VVS-VS,GHI,  0.075 TO 0.08 (II),72000,108000
DIAFANVVSGH0.000 TO 0.056 (I),Diamond,,VVS,GH,0.000 TO 0.056 (I),72000,108000
SLTFMRVS1F0.50 to 0.69 (IX),Solitaire_Diamond,,VS1,F,0.50 to 0.69 (IX),150000,225000
SLTRNDVVS2G  0.30 TO 0.39(VII),Solitaire_Diamond,Round,VVS2,G,  0.30 TO 0.39(VII),150000,225000
DIARNDVVS2G  0.230 TO 0.290(VI),Diamond,Round,VVS2,G,  0.230 TO 0.290(VI),72000,108000
DIAPEAVVS-VSGH0.075 TO 0.084 (II),Diamond,Pear,VVS-VS,GH,0.075 TO 0.084 (II),72000,108000
DIAPEAVVS-VSGH0.085 TO 0.134 (III),Diamond,Pear,VVS-VS,GH,0.085 TO 0.134 (III),72000,108000
DIAPEAVVS-VSGH0.000 TO 0.056 (I),Diamond,Pear,VVS-VS,GH,0.000 TO 0.056 (I),72000,108000
DIAPRIVVS-VSGH0.23 TO 0.29 (VI),Diamond,Princess,VVS-VS,GH,0.23 TO 0.29 (VI),72000,108000
DIAMAQVVS-VSGH0.085 TO 0.134 (III),Diamond,Marquise,VVS-VS,GH,0.085 TO 0.134 (III),72000,108000
DIAPRIVVS-VSGH0.000 TO 0.056 (I),Diamond,Princess,VVS-VS,GH,0.000 TO 0.056 (I),72000,108000
DIARNDVVSEF0.000 TO 0.056(I),Diamond,Round,VVS,EF,0.000 TO 0.056(I),72000,108000
DIAFANVVS - VSFG0.180 TO 0.220 (V),Diamond,,VVS-VS,FG,0.180 TO 0.220 (V),72000,108000
SLTRNDVVS2G0.50 TO 0.69(IX),Solitaire_Diamond,Round,VVS2,G,0.50 TO 0.69(IX),150000,225000
SLTRNDVVS2G  0.40 TO 0.49(VIII),Solitaire_Diamond,Round,VVS2,G,  0.40 TO 0.49(VIII),150000,225000
DIARNDVVS2G  0.085 TO 0.125(III),Diamond,Round,VVS2,G,  0.085 TO 0.125(III),72000,108000
DIARNDVVSEF0.000 TO 0.026(I),Diamond,Round,VVS,EF,0.000 TO 0.026(I),72000,108000
FMRRNDVVSEF0.18 TO 0.22(V),Forevermark,Round,VVS,EF,0.18 TO 0.22(V),90000,135000
SLTRNDVVS1F0.50 TO 0.69(IX),Solitaire_Diamond,Round,VVS1,F,0.50 TO 0.69(IX),150000,225000
FMRRNDVVSFGH0.18 TO 0.22(V),Forevermark,Round,VVS,FGH,0.18 TO 0.22(V),90000,135000
FMRRNDVVSIJ0.18 TO 0.22(V),Forevermark,Round,VVS,IJ,0.18 TO 0.22(V),90000,135000
DIAFANVSFGH0.000 TO 0.056(I),Diamond,,VS,FGH,0.000 TO 0.056(I),72000,108000
FMRRNDVVSEF0.075 TO 0.08(II),Forevermark,Round,VVS,EF,0.075 TO 0.08(II),90000,135000
DIAFANVS-SIIJ0.000 TO 0.056(I),Diamond,,VS-SI,IJ,0.000 TO 0.056(I),72000,108000
DIARCTMIXMIX0.000 TO 0.056,Diamond,,,,0.000 TO 0.056,72000,108000
DIAMRQVVSGH0.075 TO 0.08,Diamond,Marquise,VVS,GH,0.075 TO 0.08,72000,108000
DIARNDVSGH0.085 TO 0.125,Diamond,Round,VS,GH,0.085 TO 0.125,72000,108000
DIAMRQMIXEF  0.085 TO 0.125 (III),Diamond,Marquise,,EF,  0.085 TO 0.125 (III),72000,108000
DIAMRQVS  SIIJ0.085 TO 0.125 (III),Diamond,Marquise,VSSI,IJ,0.085 TO 0.125 (III),72000,108000
DIAPEAMIXFG  0.13 TO 0.175(IV),Diamond,Pear,,FG,  0.13 TO 0.175(IV),72000,108000
DIARNDVVS 1 H0.000 TO 0.056,Diamond,Round,VVS1,H,0.000 TO 0.056,72000,108000
DIAPEAVVSGHI0.000 TO 0.056 (I),Diamond,Pear,VVS,GHI,0.000 TO 0.056 (I),72000,108000
SLTHRTIFE0.50 TO 0.69 (IX),Solitaire_Diamond,HEART SHAPE,IF,E,0.50 TO 0.69 (IX),150000,225000
DIAMRQVVS - VSGH0.085 TO 0.125,Diamond,Marquise,VVS-VS,GH,0.085 TO 0.125,72000,108000
DIAMRQVVS - VSGH0.13 TO 0.175,Diamond,Marquise,VVS-VS,GH,0.13 TO 0.175,72000,108000
DIAMRQVVS - VSGH0.18 TO 0.22,Diamond,Marquise,VVS-VS,GH,0.18 TO 0.22,72000,108000
DIAMRQVVS - VSGH0.23 TO 0.29,Diamond,Marquise,VVS-VS,GH,0.23 TO 0.29,72000,108000
DIAPEAVVS - VSGH0.075 TO 0.08,Diamond,Pear,VVS-VS,GH,0.075 TO 0.08,72000,108000
DIAPEAVVS - VSGH0.085 TO 0.125,Diamond,Pear,VVS-VS,GH,0.085 TO 0.125,72000,108000
DIAPEAVVS - VSGH0.13 TO 0.175,Diamond,Pear,VVS-VS,GH,0.13 TO 0.175,72000,108000
DIAPEAVVS - VSGH 0.18 TO 0.22,Diamond,Pear,VVS-VS,GH, 0.18 TO 0.22,72000,108000
DIAPEAVVS - VSGH0.23 TO 0.29,Diamond,Pear,VVS-VS,GH,0.23 TO 0.29,72000,108000
DIARNDVVS - VSGH0.000 TO 0.056,Diamond,Round,VVS-VS,GH,0.000 TO 0.056,72000,108000
DIAMLEVVS - VSGH0.057 TO 0.074,Diamond,,VVS-VS,GH,0.057 TO 0.074,72000,108000
DIARNDVVS - VSGH0.075 TO 0.08,Diamond,Round,VVS-VS,GH,0.075 TO 0.08,72000,108000
DIARNDVVS - VSGH0.13 TO 0.175,Diamond,Round,VVS-VS,GH,0.13 TO 0.175,72000,108000
DIARNDVVS - VSGH0.18 TO 0.22,Diamond,Round,VVS-VS,GH,0.18 TO 0.22,72000,108000
SLTRNDVVS - VSGH0.50 TO 0.69,Solitaire_Diamond,Round,VVS-VS,GH,0.50 TO 0.69,150000,225000
SLTPEAVVS - VSGH01.01- 2 CT,Solitaire_Diamond,Pear,VVS-VS,GH,01.01- 2 CT,150000,225000
RSCUTMIXMIXMIXMIX,Diamond,,,,,72000,108000
DIARNDVSGHMIX,Diamond,Round,VS,GH,,72000,108000
DIAMRQVVSIJ0.000 TO 0.056,Diamond,Marquise,VVS,IJ,0.000 TO 0.056,72000,108000
DIAMRQVVSIJ0.085 TO 0.125,Diamond,Marquise,VVS,IJ,0.085 TO 0.125,72000,108000
SLTPEAVVS1EF0.30 TO 0.39,Solitaire_Diamond,Pear,VVS1,EF,0.30 TO 0.39,150000,225000
SLTMAQVSHI0.30 TO 0.39,Solitaire_Diamond,Marquise,VS,HI,0.30 TO 0.39,150000,225000
DIAMAQVVS-VSIJ0.075 TO 0.08,Diamond,Marquise,VVS-VS,IJ,0.075 TO 0.08,72000,108000
DIARNDVVS1EF0.18 TO 0.22,Diamond,Round,VVS1,EF,0.18 TO 0.22,72000,108000
DIAMAQVS-SIIJ0.085 TO 0.125,Diamond,Marquise,VS-SI,IJ,0.085 TO 0.125,72000,108000
DIAPRIVSIJ0.000 TO 0.056,Diamond,Princess,VS,IJ,0.000 TO 0.056,72000,108000
SLTPRIVS-SIIJ0.30 TO 0.39,Solitaire_Diamond,Princess,VS-SI,IJ,0.30 TO 0.39,150000,225000
SLTFANVS-SIIJ0.30 TO 0.39,Solitaire_Diamond,,VS-SI,IJ,0.30 TO 0.39,150000,225000
DIAMAQVSIJ0.000 TO 0.056,Diamond,Marquise,VS,IJ,0.000 TO 0.056,72000,108000
DIAMAQVSIJ0.085 TO 0.125,Diamond,Marquise,VS,IJ,0.085 TO 0.125,72000,108000
SLTMAQVVS1EF0.30 TO 0.39,Solitaire_Diamond,Marquise,VVS1,EF,0.30 TO 0.39,150000,225000
SLTFANVVS-VSGHI0.70 TO 0.99,Solitaire_Diamond,,VVS-VS,GHI,0.70 TO 0.99,150000,225000
SLTPEAVSHI0.30 TO 0.39,Solitaire_Diamond,Pear,VS,HI,0.30 TO 0.39,150000,225000
DIAFANVS1H0.000 TO 0.056,Diamond,,VS1,H,0.000 TO 0.056,72000,108000
DIAPEAVSHI0.23 TO 0.29,Diamond,Pear,VS,HI,0.23 TO 0.29,72000,108000
DIAMAQVVSFG0.000 TO 0.056,Diamond,Marquise,VVS,FG,0.000 TO 0.056,72000,108000
DIAPRIVSIJ0.23 TO 0.29,Diamond,Princess,VS,IJ,0.23 TO 0.29,72000,108000
DIAPEAVSIJ0.075 to 0.08,Diamond,Pear,VS,IJ,0.075 TO 0.08,72000,108000
DIAFANVSIJ0.000 TO 0.056,Diamond,,VS,IJ,0.000 TO 0.056,72000,108000
DIAMAQVSHI0.23 TO 0.29,Diamond,Marquise,VS,HI,0.23 TO 0.29,72000,108000
DIAFANVSIJ0.075 to 0.08,Diamond,,VS,IJ,0.075 TO 0.08,72000,108000
DIAPRIVSIJ0.18 TO 0.22,Diamond,Princess,VS,IJ,0.18 TO 0.22,72000,108000
DIAFANVSIJ0.13 TO 0.175,Diamond,,VS,IJ,0.13 TO 0.175,72000,108000
DIAPRIVSIJ0.13 TO 0.175,Diamond,Princess,VS,IJ,0.13 TO 0.175,72000,108000
DIAPEAVSIJ0.18 TO 0.22,Diamond,Pear,VS,IJ, 0.18 TO 0.22,72000,108000
SLTPEAVVS-VSHI0.30 TO 0.39,Solitaire_Diamond,Pear,VVS-VS,HI,0.30 TO 0.39,150000,225000
DIAPEAVSFGH0.13 TO 0.175,Diamond,Pear,VS,FGH,0.13 TO 0.175,72000,108000
DIAPEAVVS-VSGHI0.085 TO 0.125,Diamond,Pear,VVS-VS,GHI,0.085 TO 0.125,72000,108000
DIABAGVVS-VSGHI0.000 TO 0.056,Diamond,Baguette,VVS-VS,GHI,0.000 TO 0.056,72000,108000
DIARNDVVS-VSGH0.13 TO 0.175,Diamond,Round,VVS-VS,GH,0.13 TO 0.175,72000,108000
DIAPEAVVS1GH0.13 TO 0.175,Diamond,Pear,VVS1,GH,0.13 TO 0.175,72000,108000
SLTFANVVS-VSFG0.50 TO 0.69,Solitaire_Diamond,,VVS-VS,FG,0.50 to 0.69,150000,225000
DIAPEAVS-SIHI0.000 TO 0.056,Diamond,Pear,VS-SI,HI,0.000 TO 0.056,72000,108000
DIARNDVVSFGH0.085 TO 0.125,Diamond,Round,VVS,FGH,0.085 TO 0.125,72000,108000
DIAPEAVVS2-VSIJ0.085 TO 0.125,Diamond,Pear,VVS2-VS,IJ,0.085 TO 0.125,72000,108000
DIAFANVVS-VSGHI0.18 TO 0.22,Diamond,,VVS-VS,GHI,0.18 TO 0.22,72000,108000
DIAMAQVS-SIGH0.13 TO 0.175,Diamond,Marquise,VS-SI,GH,0.13 TO 0.175,72000,108000
DIAPEAVS-SIGH0.13 TO 0.175,Diamond,Pear,VS-SI,GH,0.13 TO 0.175,72000,108000
SLTPEAVVSEF0.50 TO 0.69,Solitaire_Diamond,Pear,VVS,EF,0.50 TO 0.69,150000,225000
DIARNDVVS-VSFGH0.13 TO 0.175,Diamond,Round,VVS-VS,FGH,0.13 TO 0.175,72000,108000
DIAPEAVSFG0.18 TO 0.22,Diamond,Pear,VS,FG, 0.18 TO 0.22,72000,108000
DIAMAQVS-SIFGH0.075 TO 0.08,Diamond,Marquise,VS-SI,FGH,0.075 TO 0.08,72000,108000
SLTFANVVSEF0.50 TO 0.69,Solitaire_Diamond,,VVS,EF,0.50 to 0.69,150000,225000
DIAPEAVS-SIGH0.18 TO 0.22,Diamond,Pear,VS-SI,GH, 0.18 TO 0.22,72000,108000
SLTFANVS-SIGH0.50 TO 0.69,Solitaire_Diamond,,VS-SI,GH,0.50 to 0.69,150000,225000
SLTPEAVS-SIGH0.40 TO 0.49,Solitaire_Diamond,Pear,VS-SI,GH,0.40 TO 0.49,150000,225000
DIAPEAVS-SIFG0.18 TO 0.22,Diamond,Pear,VS-SI,FG, 0.18 TO 0.22,72000,108000
DIAMAQVSHI0.085 TO 0.125,Diamond,Marquise,VS,HI,0.085 TO 0.125,72000,108000
SLTPEAVVS-VSGH0.50 TO 0.69,Solitaire_Diamond,Pear,VVS-VS,GH,0.50 TO 0.69,150000,225000
SLTFANVVS-VSGHI0.50 TO 0.69,Solitaire_Diamond,,VVS-VS,GHI,0.50 to 0.69,150000,225000
DIAPEAVSIJ0.000 TO 0.056,Diamond,Pear,VS,IJ,0.000 TO 0.056,72000,108000
SLTPEAVVS1E0.70 TO 0.99,Solitaire_Diamond,Pear,VVS1,E,0.70 TO 0.99,150000,225000
DIAMAQVS-SIIJ0.13 TO 0.175,Diamond,Marquise,VS-SI,IJ,0.13 TO 0.175,72000,108000
DIAFANVVS-VSGH0.23 TO 0.29,Diamond,,VVS-VS,GH,0.23 TO 0.29,72000,108000
DIAMAQVVSGHI0.13 TO 0.175,Diamond,Marquise,VVS,GHI,0.13 TO 0.175,72000,108000
DIAPEAVVS-VSFG0.18 TO 0.22,Diamond,Pear,VVS-VS,FG, 0.18 TO 0.22,72000,108000
DIAPEAVVSGHI0.18 TO 0.22,Diamond,Pear,VVS,GHI, 0.18 TO 0.22,72000,108000
DIAPEAVVSGHI0.000 TO 0.056,Diamond,Pear,VVS,GHI,0.000 TO 0.056,72000,108000
DIAMAQVSGH0.18 TO 0.22,Diamond,Marquise,VS,GH,0.18 TO 0.22,72000,108000
DIAPEAVVS1E0.18 TO 0.22,Diamond,Pear,VVS1,E, 0.18 TO 0.22,72000,108000
SLTFANVVSEF0.40 TO 0.49,Solitaire_Diamond,,VVS,EF,0.40 to 0.49,150000,225000
DIARNDVS-SIGH0.000 TO 0.056,Diamond,Round,VS-SI,GH,0.000 TO 0.056,72000,108000
DIARNDSIJ0.000 TO 0.056,Diamond,Round,SI,J,0.000 TO 0.056,72000,108000
DIAPEAVVS-VSGHI0.075 TO 0.08,Diamond,Pear,VVS-VS,GHI,0.075 TO 0.08,72000,108000
DIAPEAVVS1GH0.000 TO 0.056,Diamond,Pear,VVS1,GH,0.000 TO 0.056,72000,108000
SLTFANVS-SIHI0.50 TO 0.69,Solitaire_Diamond,,VS-SI,HI,0.50 to 0.69,150000,225000
DIAPEAVSFG0.000 TO 0.056,Diamond,Pear,VS,FG,0.000 TO 0.056,72000,108000
DIAPEAVVS-VSGH0.000 TO 0.056,Diamond,Pear,VVS-VS,GH,0.000 TO 0.056,72000,108000
DIAMAQVVS-VSFGH0.085 TO 0.125,Diamond,Marquise,VVS-VS,FGH,0.085 TO 0.125,72000,108000
DIAPEAVVS-VSFGH0.000 TO 0.056,Diamond,Pear,VVS-VS,FGH,0.000 TO 0.056,72000,108000
DIAPEAVVS-VSFGH0.085 TO 0.125,Diamond,Pear,VVS-VS,FGH,0.085 TO 0.125,72000,108000
DIAPEAVVS-VSHI0.23 TO 0.29,Diamond,Pear,VVS-VS,HI,0.23 TO 0.29,72000,108000
DIAPEAVVS2-VSIJ0.13 TO 0.175,Diamond,Pear,VVS2-VS,IJ,0.13 TO 0.175,72000,108000
DIARNDVVS2-VSIJ0.000 TO 0.056,Diamond,Round,VVS2-VS,IJ,0.000 TO 0.056,72000,108000
DIAFANVVS-VSGHI0.13 TO 0.175,Diamond,,VVS-VS,GHI,0.13 TO 0.175,72000,108000
DIABAGVVS-VSFG0.085 TO 0.125,Diamond,Baguette,VVS-VS,FG,0.085 TO 0.125,72000,108000
ROSMIXVS-SIGH0.000 TO 0.056,Diamond,,VS-SI,GH,0.000 TO 0.056,72000,108000
DIAMAQVSGHI0.085 TO 0.125,Diamond,Marquise,VS,GHI,0.085 TO 0.125,72000,108000
DIAFANVS-SIGH0.23 TO 0.29,Diamond,,VS-SI,GH,0.23 TO 0.29,72000,108000
DIAPRIVS-SIGH0.13 TO 0.175,Diamond,Princess,VS-SI,GH,0.13 TO 0.175,72000,108000
ROSMIXVS-SIFGH0.000 TO 0.056,Diamond,,VS-SI,FGH,0.000 TO 0.056,72000,108000
DIAFANVVS-VSHI/EF0.075 TO 0.08,Diamond,,VVS-VS,HI/EF,0.075 TO 0.08,72000,108000
DIAMAQVS-SIGH0.075 TO 0.08,Diamond,Marquise,VS-SI,GH,0.075 TO 0.08,72000,108000
SLTPRIVVSEF0.30 TO 0.39,Solitaire_Diamond,Princess,VVS,EF,0.30 TO 0.39,150000,225000
DIABAGVVSEF0.13 TO 0.175,Diamond,Baguette,VVS,EF,0.13 TO 0.175,72000,108000
SLTPEAVVS-VSHI0.70 TO 0.99,Solitaire_Diamond,Pear,VVS-VS,HI,0.70 TO 0.99,150000,225000
DIAFANVVS-VSFGH0.18 TO 0.22,Diamond,,VVS-VS,FGH,0.18 TO 0.22,72000,108000
DIAPRIVVSEF0.23 TO 0.29,Diamond,Princess,VVS,EF,0.23 TO 0.29,72000,108000
DIAMAQVVS-VSHI0.23 TO 0.29,Diamond,Marquise,VVS-VS,HI,0.23 TO 0.29,72000,108000
DIAMAQVS-SIFG0.000 TO 0.056,Diamond,Marquise,VS-SI,FG,0.000 TO 0.056,72000,108000
DIAMIXVVSEF0.000 TO 0.056,Diamond,,VVS,EF,0.000 TO 0.056,72000,108000
ROSMIXMIXMIX- 0.40+0.38,Diamond,,,,0.02,72000,108000
ROSMIXMIXMIXMIX,Diamond,,,,,72000,108000
ROSMIXVVSMIXMIX,Diamond,,VVS,,,72000,108000
DIAMAQVVS - VSFGH0.18 TO 0.22,Diamond,Marquise,VVS-VS,FGH,0.18 TO 0.22,72000,108000
DIAFNYVS-SIIJ   0.075 to 0.080 (ll),Diamond,,VS-SI,IJ,   0.075 to 0.080 (ll),72000,108000
SLTMAQVSEF0.40 TO 0.49,Solitaire_Diamond,Marquise,VS,EF,0.40 TO 0.49,150000,225000
DIAFANVSIJ0.085 TO 0.125,Diamond,,VS,IJ,0.085 TO 0.125,72000,108000
DIAMAQVSIJ0.13 TO 0.175,Diamond,Marquise,VS,IJ,0.13 TO 0.175,72000,108000
DIARNDVS1H0.000 TO 0.056,Diamond,Round,VS1,H,0.000 TO 0.056,72000,108000
DIAPRIVS-SIIJ0.23 TO 0.29,Diamond,Princess,VS-SI,IJ,0.23 TO 0.29,72000,108000
DIAFANVVS-VSGHI0.23 TO 0.29,Diamond,,VVS-VS,GHI,0.23 TO 0.29,72000,108000
DIARNDVVS1G0.13 TO 0.175,Diamond,Round,VVS1,G,0.13 TO 0.175,72000,108000
SLTMAQVVS1G0.50 TO 0.69,Solitaire_Diamond,Marquise,VVS1,G,0.50 TO 0.69,150000,225000
DIAFANVSFGH0.13 TO 0.175,Diamond,,VS,FGH,0.13 TO 0.175,72000,108000
SLTMAQVVS-VSGHI0.30 TO 0.39,Solitaire_Diamond,Marquise,VVS-VS,GHI,0.30 TO 0.39,150000,225000
DIAPEAVVS-VSIJ0.075 TO 0.08,Diamond,Pear,VVS-VS,IJ,0.075 TO 0.08,72000,108000
DIABAGVVSFG0.000 TO 0.056,Diamond,Baguette,VVS,FG,0.000 TO 0.056,72000,108000
DIAFANVVS1E0.23 TO 0.29,Diamond,,VVS1,E,0.23 TO 0.29,72000,108000
SLTRNDVVSGH0.000 TO 0.056,Solitaire_Diamond,Round,VVS,GH,0.000 TO 0.056,150000,225000
DIARNDVVS1E0.23 TO 0.29,Diamond,Round,VVS1,E,0.23 TO 0.29,72000,108000
SLTMAQVSHIJ0.30 TO 0.39,Solitaire_Diamond,Marquise,VS,HIJ,0.30 TO 0.39,150000,225000
DIAPEAVSHI0.075 TO 0.08,Diamond,Pear,VS,HI,0.075 TO 0.08,72000,108000
DIAPEAVSGH0.13 TO 0.175,Diamond,Pear,VS,GH,0.13 TO 0.175,72000,108000
DIAMAQVSGH0.085 TO 0.125,Diamond,Marquise,VS,GH,0.085 TO 0.125,72000,108000
DIARNDVSGH0.000 TO 0.056,Diamond,Round,VS,GH,0.000 TO 0.056,72000,108000
DIARNDVVSEF0.23 TO 0.29,Diamond,Round,VVS,EF,0.23 TO 0.29,72000,108000
DIAFANVVS-VSFG0.075 TO 0.08,Diamond,,VVS-VS,FG,0.075 TO 0.08,72000,108000
SLTPEAVVS-VSGH0.40 TO 0.49,Solitaire_Diamond,Pear,VVS-VS,GH,0.40 TO 0.49,150000,225000
DIABAGVVS-VSGH0.000 TO 0.056,Diamond,Baguette,VVS-VS,GH,0.000 TO 0.056,72000,108000
DIABAGVVS-VSGH0.13 TO 0.175,Diamond,Baguette,VVS-VS,GH,0.13 TO 0.175,72000,108000
DIAPEAVSHI0.000 TO 0.056,Diamond,Pear,VS,HI,0.000 TO 0.056,72000,108000
ROSMIXVSHI0.000 TO 0.056,Diamond,,VS,HI,0.000 TO 0.056,72000,108000
DIAMAQVVS-VSGHI0.085 TO 0.125,Diamond,Marquise,VVS-VS,GHI,0.085 TO 0.125,72000,108000
DIAPEAVSGH0.000 TO 0.056,Diamond,Pear,VS,GH,0.000 TO 0.056,72000,108000
DIAMAQSIJK0.000 TO 0.056,Diamond,Marquise,SI,JK,0.000 TO 0.056,72000,108000
DIAFANVVSEF0.23 TO 0.29,Diamond,,VVS,EF,0.23 TO 0.29,72000,108000
DIAFANVVS-VSGH0.13 TO 0.175,Diamond,,VVS-VS,GH,0.13 TO 0.175,72000,108000
SLTPEAVVS-VSGHI0.30 TO 0.39,Solitaire_Diamond,Pear,VVS-VS,GHI,0.30 TO 0.39,150000,225000
DIAMAQVVS-VSGHI0.075 TO 0.08,Diamond,Marquise,VVS-VS,GHI,0.075 TO 0.08,72000,108000
ROSMIXVVS-VSIJ0.000 TO 0.056,Diamond,,VVS-VS,IJ,0.000 TO 0.056,72000,108000
DIARNDVVS-VSFGH0.000 TO 0.056,Diamond,Round,VVS-VS,FGH,0.000 TO 0.056,72000,108000
DIAPEAVS-SIIJ0.23 TO 0.29,Diamond,Pear,VS-SI,IJ,0.23 TO 0.29,72000,108000
DIAMIXVVS-VSIJ0.000 TO 0.056,Diamond,,VVS-VS,IJ,0.000 TO 0.056,72000,108000
DIAPEAVVS1GH0.085 TO 0.125,Diamond,Pear,VVS1,GH,0.085 TO 0.125,72000,108000
DIAPEAVS-SIIJ0.075 TO 0.08,Diamond,Pear,VS-SI,IJ,0.075 TO 0.08,72000,108000
DIAFANVSFGH0.075 TO 0.08,Diamond,,VS,FGH,0.075 TO 0.08,72000,108000
DIAPEAVSFGH0.085 TO 0.125,Diamond,Pear,VS,FGH,0.085 TO 0.125,72000,108000
SLTRNDVVS1G0.50 TO 0.69,Solitaire_Diamond,Round,VVS1,G,0.50 TO 0.69,150000,225000
SLTFANVVS-VSFG0.70 TO 0.99,Solitaire_Diamond,,VVS-VS,FG,0.70 TO 0.99,150000,225000
DIARNDVVS-VSFG0.13 TO 0.175,Diamond,Round,VVS-VS,FG,0.13 TO 0.175,72000,108000
DIABAGVVSFGH0.000 TO 0.056,Diamond,Baguette,VVS,FGH,0.000 TO 0.056,72000,108000
DIAFANVS-SIIJ0.085 TO 0.125,Diamond,,VS-SI,IJ,0.085 to 0.125,72000,108000
DIAPRIVVSFGH0.13 TO 0.175,Diamond,Princess,VVS,FGH,0.13 TO 0.175,72000,108000
DIAMAQVVS-VSGH0.23 TO 0.29,Diamond,Marquise,VVS-VS,GH,0.23 TO 0.29,72000,108000
DIAMAQVVSEF0.23 TO 0.29,Diamond,Marquise,VVS,EF,0.23 TO 0.29,72000,108000
DIABAGVS-SIGH0.000 TO 0.056,Diamond,Baguette,VS-SI,GH,0.000 TO 0.056,72000,108000
SLTFANVVSEF0.70 TO 0.99,Solitaire_Diamond,,VVS,EF,0.70 TO 0.99,150000,225000
DIAMAQVS-SIHI0.000 TO 0.056,Diamond,Marquise,VS-SI,HI,0.000 TO 0.056,72000,108000
DIABAGVVSEF0.075 TO 0.08,Diamond,Baguette,VVS,EF,0.075 TO 0.08,72000,108000
DIAMAQVSGHI0.13 TO 0.175,Diamond,Marquise,VS,GHI,0.13 TO 0.175,72000,108000
DIAFANVVSIJ0.000 TO 0.056,Diamond,,VVS,IJ,0.000 TO 0.056,72000,108000
DIARNDVVS-VSFGH0.075 TO 0.08,Diamond,Round,VVS-VS,FGH,0.075 TO 0.08,72000,108000
DIAFANVVS-VSHI/EF0.13 TO 0.175,Diamond,,VVS-VS,HI/EF,0.13 TO 0.175,72000,108000
SLTPEAVS-SIFG0.30 TO 0.39,Solitaire_Diamond,Pear,VS-SI,FG,0.30 TO 0.39,150000,225000
DIARNDVS-SIFG0.000 TO 0.056,Diamond,Round,VS-SI,FG,0.000 TO 0.056,72000,108000
SLTFANVVS-VSGH0.50 TO 0.69,Solitaire_Diamond,,VVS-VS,GH,0.50 to 0.69,150000,225000
DIAMAQVVS-VSIJ0.23 TO 0.29,Diamond,Marquise,VVS-VS,IJ,0.23 TO 0.29,72000,108000
DIABAGVVS-VSGHI0.13 TO 0.175,Diamond,Baguette,VVS-VS,GHI,0.13 TO 0.175,72000,108000
DIAMAQVVS1G0.13 TO 0.175,Diamond,Marquise,VVS1,G,0.13 TO 0.175,72000,108000
DIARNDVVS1G0.085 TO 0.125,Diamond,Round,VVS1,G,0.085 TO 0.125,72000,108000
DIAPEAVVS-VSGHI0.23 TO 0.29,Diamond,Pear,VVS-VS,GHI,0.23 TO 0.29,72000,108000
DIAFANVSGH0.18 TO 0.22,Diamond,,VS,GH,0.18 TO 0.22,72000,108000
DIAFANVVSGH0.075 TO 0.08,Diamond,,VVS,GH,0.075 TO 0.08,72000,108000
ROSMIXVSIJ0.000 TO 0.056,Diamond,,VS,IJ,0.000 TO 0.056,72000,108000
DIAMAQVVS-VSHI0.13 TO 0.175,Diamond,Marquise,VVS-VS,HI,0.13 TO 0.175,72000,108000
