stone_bom_variant,stone_type,stone_shape,stone_quality,stone_color,wt_range,indian_rate_carat,usa_rate_carat
DIARNDVS-SIHI0.000 TO 0.056 (I),Diamond,Round,VS-SI,HI,0.000 TO 0.056 (I),72000,108000
DIAPEAVVS-VSGH0.135 to 0.175 (IV),Diamond,Pear,VVS-VS,GH,0.135 TO 0.175 (IV),72000,108000
ROSMIXVS-SIGH0.000 TO 0.056 (I),Diamond,,VS-SI,GH,0.000 TO 0.056 (I),72000,108000
DIARNDVS-SIGH0.000 TO 0.056 (I),Diamond,Round,VS-SI,GH,0.000 TO 0.056 (I),72000,108000
DIARNDVS-SIHI0.075 TO 0.080(II),Diamond,Round,VS-SI,HI,0.075 TO 0.080(II),72000,108000
ROSMIXVS-SIHI0.000 TO 0.056 (I),Diamond,,VS-SI,HI,0.000 TO 0.056 (I),72000,108000
DIAFANVS-SIHI0.000 TO 0.056 (I),Diamond,,VS-SI,HI,0.000 TO 0.056 (I),72000,108000
SLTPEAVSEF0.50 TO 0.69(IX),Solitaire_Diamond,Pear,VS,EF,0.50 TO 0.69(IX),150000,225000
SLTFANVSHI0.30 TO 0.39(VII),Solitaire_Diamond,,VS,HI,0.30 TO 0.39(VII),150000,225000
ROSMIXVVS-SIGH0.000 TO 0.056 (I),Diamond,,VVS-SI,GH,0.000 TO 0.056 (I),72000,108000
DIAFANVSHI0.085 to 0.125 (lll),Diamond,,VS,HI,0.085 TO 0.125 (LLL),72000,108000
SLTFANVVS1I1.00 ABOVE(XI),Solitaire_Diamond,,VVS1,I,1.00 ABOVE(XI),150000,225000
DIAFANVSHI0.230 to 0.290 (Vl),Diamond,,VS,HI,0.230 TO 0.290 (VL),72000,108000
DIAFANVSHI0.180 to 0.220 (V),Diamond,,VS,HI,0.180 TO 0.220 (V),72000,108000
SCTMIXAMIXMIX,Diamond,,,,,72000,108000
DIAMIXAMIX - 0.30+0.28,Diamond,,,,0.02,72000,108000
DIARNDVVSEF  0.135 TO 0.0175(IV),Diamond,Round,VVS,EF,  0.135 TO 0.0175(IV),72000,108000
DIAMAQVSFGH0.085 TO 0.125 (III),Diamond,Marquise,VS,FGH,0.085 TO 0.125 (III),72000,108000
DIAPRIVSFGH0.000 to 0.056 (I),Diamond,Princess,VS,FGH,0.000 TO 0.056 (I),72000,108000
DIAPEAVSFGH0.085 TO 0.125 (III),Diamond,Pear,VS,FGH,0.085 TO 0.125 (III),72000,108000
DIAPEAVSFGHMIX,Diamond,Pear,VS,FGH,,72000,108000
DIARNDVSFGH0.085 TO 0.125 (III),Diamond,Round,VS,FGH,0.085 TO 0.125 (III),72000,108000
DIARNDVSFGH0.000 to 0.056 (I),Diamond,Round,VS,FGH,0.000 TO 0.056 (I),72000,108000
DIAPEAVSFGH0.000 to 0.056 (I),Diamond,Pear,VS,FGH,0.000 TO 0.056 (I),72000,108000
DIAPEAVSFGH0.075 TO 0.086 (II),Diamond,Pear,VS,FGH,0.075 TO 0.086 (II),72000,108000
DIABAGvsFGHMIX,Diamond,Baguette,VS,FGH,,72000,108000
DIAMAQVSFGH0.000 to 0.056 (I),Diamond,Marquise,VS,FGH,0.000 TO 0.056 (I),72000,108000
DIARNDVVSEF0.075 TO 0.086 (II),Diamond,Round,VVS,EF,0.075 TO 0.086 (II),72000,108000
DIAPEAVSFGH0.135 TO 0.175 (IV),Diamond,Pear,VS,FGH,0.135 TO 0.175 (IV),72000,108000
DIAPEAVSFGH0.18 TO 0.22 (V),Diamond,Pear,VS,FGH,0.18 TO 0.22 (V),72000,108000
DIAMAQVVSEF0.075 TO 0.086 (II),Diamond,Marquise,VVS,EF,0.075 TO 0.086 (II),72000,108000
DIAMAQVSFGHMIX,Diamond,Marquise,VS,FGH,,72000,108000
DIARNDVSFGH0.18 TO 0.22 (V),Diamond,Round,VS,FGH,0.18 TO 0.22 (V),72000,108000
DIAMAQVSFGH0.135 TO 0.175 (IV),Diamond,Marquise,VS,FGH,0.135 TO 0.175 (IV),72000,108000
DIAMAQVSFGH0.075 TO 0.084 (II),Diamond,Marquise,VS,FGH,0.075 TO 0.084 (II),72000,108000
DIARNDVSFGH0.075 TO 0.084 (II),Diamond,Round,VS,FGH,0.075 TO 0.084 (II),72000,108000
DIAPRIVSFGH0.135 TO 0.175 (IV),Diamond,Princess,VS,FGH,0.135 TO 0.175 (IV),72000,108000
DIAPEAVSFGH0.085 TO 0.134 (III),Diamond,Pear,VS,FGH,0.085 TO 0.134 (III),72000,108000
DIARNDVSFGH0.085 TO 0.134 (III),Diamond,Round,VS,FGH,0.085 TO 0.134 (III),72000,108000
DIARNDVVS-VSFGH0.23 TO 0.29 (VI),Diamond,Round,VVS-VS,FGH,0.23 TO 0.29 (VI),72000,108000
DIAPRIVSFGH0.085 TO 0.134 (III),Diamond,Princess,VS,FGH,0.085 TO 0.134 (III),72000,108000
DIAPRIVSFGH0.075 TO 0.084 (II),Diamond,Princess,VS,FGH,0.075 TO 0.084 (II),72000,108000
DIAMAQVSFGH0.085 TO 0.134 (III),Diamond,Marquise,VS,FGH,0.085 TO 0.134 (III),72000,108000
DIAPEAVSFGH0.075 TO 0.084 (II),Diamond,Pear,VS,FGH,0.075 TO 0.084 (II),72000,108000
DIAPEAVVS-VSFGH0.135 TO 0.175 (IV),Diamond,Pear,VVS-VS,FGH,0.135 TO 0.175 (IV),72000,108000
DIARNDVSFGH0.135 TO 0.175 (IV),Diamond,Round,VS,FGH,0.135 TO 0.175 (IV),72000,108000
DIABAGVVS-VSGHI0.075 TO 0.08 (II),Diamond,Baguette,VVS-VS,GHI,0.075 TO 0.08 (II),72000,108000
SLTPRIVVS-VSGH0.30 TO 0.39 (VII),Solitaire_Diamond,Princess,VVS-VS,GH,0.30 TO 0.39 (VII),150000,225000
DIABAGVVS-VSGHI 0.18 TO 0.22 (V),Diamond,Baguette,VVS-VS,GHI,0.18 TO 0.22 (V),72000,108000
DIAPEAVVS-VSGH0.13 TO 0.175(IV),Diamond,Pear,VVS-VS,GH,0.13 TO 0.175(IV),72000,108000
DIAPEAVVS-VSGHI0.075 TO 0.08 (II),Diamond,Pear,VVS-VS,GHI,0.075 TO 0.08 (II),72000,108000
DIAPEAVVS-VSGH0.085 TO 0.125(III),Diamond,Pear,VVS-VS,GH,0.085 TO 0.125(III),72000,108000
DIARNDVVS-VSGHI 0.18 TO 0.22 (V),Diamond,Round,VVS-VS,GHI,0.18 TO 0.22 (V),72000,108000
SLTMAQVVS-VSGHI0.50 TO 0.69 (IX),Solitaire_Diamond,Marquise,VVS-VS,GHI,0.50 TO 0.69 (IX),150000,225000
DIABAGVVS-VSGH0.000 TO 0.056 (I),Diamond,Baguette,VVS-VS,GH,0.000 TO 0.056 (I),72000,108000
DIARNDVVS-VSGHI0.000 TO 0.056 (I),Diamond,Round,VVS-VS,GHI,0.000 TO 0.056 (I),72000,108000
DIAMAQVVS-VSGHI0.000 TO 0.056 (I),Diamond,Marquise,VVS-VS,GHI,0.000 TO 0.056 (I),72000,108000
DIAPEAVVS-VSGHI0.000 TO 0.056 (I),Diamond,Pear,VVS-VS,GHI,0.000 TO 0.056 (I),72000,108000
DIABAGVVS-VSGHI0.13 TO 0.175(IV),Diamond,Baguette,VVS-VS,GHI,0.13 TO 0.175(IV),72000,108000
DIABAGVVS-VSGHI0.000 TO 0.056 (I),Diamond,Baguette,VVS-VS,GHI,0.000 TO 0.056 (I),72000,108000
DIARNDVVS-VSGHI0.23 TO 0.29 (VI),Diamond,Round,VVS-VS,GHI,0.23 TO 0.29 (VI),72000,108000
DIAMAQVVS-VSGH0.085 TO 0.125(III),Diamond,Marquise,VVS-VS,GH,0.085 TO 0.125(III),72000,108000
DIAMAQVVS-VSGHI 0.18 TO 0.22 (V),Diamond,Marquise,VVS-VS,GHI,0.18 TO 0.22 (V),72000,108000
DIAMAQVVS-VSGH0.000 TO 0.056 (I),Diamond,Marquise,VVS-VS,GH,0.000 TO 0.056 (I),72000,108000
DIARNDVVS-VSGHI0.13 TO 0.175(IV),Diamond,Round,VVS-VS,GHI,0.13 TO 0.175(IV),72000,108000
DIAMAQVVS-VSGHI0.13 TO 0.175(IV),Diamond,Marquise,VVS-VS,GHI,0.13 TO 0.175(IV),72000,108000
DIAMAQVVS-VSGHI0.085 TO 0.125(III),Diamond,Marquise,VVS-VS,GHI,0.085 TO 0.125(III),72000,108000
SLTRNDVVS2G0.70 TO 0.99(X),Solitaire_Diamond,Round,VVS2,G,0.70 TO 0.99(X),150000,225000
DIAPEAVVS - VSFG0.23 TO 0.29(VI),Diamond,Pear,VVS-VS,FG,0.23 TO 0.29(VI),72000,108000
DIARNFVVSEF,Diamond,,,,,72000,108000
DIARNDVVSEF,Diamond,,,,,72000,108000
DIAPEAVVSEF0.075 to 0.084 (II),Diamond,Pear,VVS,EF,0.075 TO 0.084 (II),72000,108000
DIAPRIVVS - VSGH0.085 TO 0.125 (III),Diamond,Princess,VVS-VS,GH,0.085 TO 0.125 (III),72000,108000
CLRDIAVVSEFMIX,Diamond,,VVS,EF,,72000,108000
SLTRNDVVSEF0.30 TO 0.39(VII),Solitaire_Diamond,Round,VVS,EF,0.30 TO 0.39(VII),150000,225000
SLTRNDVVSEF1.00 TO 1.49 (XI),Solitaire_Diamond,Round,VVS,EF,1.00 TO 1.49 (XI),150000,225000
DIABAGVVSEF0.000 TO 0.056(I),Diamond,Baguette,VVS,EF,0.000 TO 0.056(I),72000,108000
FMRRNDVVSEF0.085 TO 0.0125(III),Forevermark,Round,VVS,EF,0.085 TO 0.0125(III),90000,135000
FMRRNDVVSFGH0.085 TO 0.0125(III),Forevermark,Round,VVS,FGH,0.085 TO 0.0125(III),90000,135000
DIARNDVVS1F0.000 TO 0.056(I),Diamond,Round,VVS1,F,0.000 TO 0.056(I),72000,108000
DIAFANVS-SIFGH0.000 TO 0.056(I),Diamond,,VS-SI,FGH,0.000 TO 0.056(I),72000,108000
FMRRNDVVSIJ0.085 TO 0.0125(III),Forevermark,Round,VVS,IJ,0.085 TO 0.0125(III),90000,135000
FMRRNDVVSFGH0.135 TO 0.0175(IV),Forevermark,Round,VVS,FGH,0.135 TO 0.0175(IV),90000,135000
FMRRNDVVSIJ0.135 TO 0.0175(IV),Forevermark,Round,VVS,IJ,0.135 TO 0.0175(IV),90000,135000
FMRRNDVVSFGH0.23 TO 0.29(VI),Forevermark,Round,VVS,FGH,0.23 TO 0.29(VI),90000,135000
FMRRNDVVSEF0.135 TO 0.0175(IV),Forevermark,Round,VVS,EF,0.135 TO 0.0175(IV),90000,135000
DIAPEAVVS - VSGHI0.075 TO 0.08 (II),Diamond,Pear,VVS-VS,GHI,0.075 TO 0.08 (II),72000,108000
POLMIXAMIX - 0.32+0.30,Diamond,,,,0.02,72000,108000
RSCUTMIXAMIXMIX,Diamond,,,,,72000,108000
DIAFMVVSEF0.50 TO 0.69,Diamond,,VVS,EF,0.50 TO 0.69,72000,108000
DIAPEAVVS - VSGHI0.085 TO 0.125 (III),Diamond,Pear,VVS-VS,GHI,0.085 TO 0.125 (III),72000,108000
DIARNDVVS - VSGHI0.001 TO 0.056 (I),Diamond,Round,VVS-VS,GHI,0.001 TO 0.056 (I),72000,108000
DIARNDVVS - VSGHI  0.135 TO 0.175(IV),Diamond,Round,VVS-VS,GHI,  0.135 TO 0.175(IV),72000,108000
SLTPEAVS - SIIJ0.30 TO 0.39 (VII),Solitaire_Diamond,Pear,VS-SI,IJ,0.30 TO 0.39 (VII),150000,225000
DIAPEAVS - SIIJ0.135 TO 0.175(IV),Diamond,Pear,VS-SI,IJ,0.135 TO 0.175(IV),72000,108000
SLTRNDVVSE0.30 TO 0.39(VII),Solitaire_Diamond,Round,VVS,E,0.30 TO 0.39(VII),150000,225000
DIAPRIVVSEF0.000 TO 0.056(I),Diamond,Princess,VVS,EF,0.000 TO 0.056(I),72000,108000
WPLMIXAMIXMIX,Diamond,,,,,72000,108000
DIAPEAVVS-VSGHI0.13 TO 0.175(IV),Diamond,Pear,VVS-VS,GHI,0.13 TO 0.175(IV),72000,108000
SLTPEAVVS-VSGHI0.70 TO 0.99(X),Solitaire_Diamond,Pear,VVS-VS,GHI,0.70 TO 0.99(X),150000,225000
DIAFANVVS-VSFG0.075 TO 0.08 (II),Diamond,,VVS-VS,FG,0.075 TO 0.08 (II),72000,108000
SLTPEAVVS-VSGHI0.40 TO 0.49(VIII),Solitaire_Diamond,Pear,VVS-VS,GHI,0.40 TO 0.49(VIII),150000,225000
DIAPEAVVS-VSGHI0.23 TO 0.29 (VI),Diamond,Pear,VVS-VS,GHI,0.23 TO 0.29 (VI),72000,108000
DIAMAQVVS-VSFG0.085 TO 0.125(III),Diamond,Marquise,VVS-VS,FG,0.085 TO 0.125(III),72000,108000
DIAPEAVVS-VSGHI0.085 TO 0.125(III),Diamond,Pear,VVS-VS,GHI,0.085 TO 0.125(III),72000,108000
DIAFANVVS-VSFG0.23 TO 0.29 (VI),Diamond,,VVS-VS,FG,0.23 TO 0.29 (VI),72000,108000
SLTPEAVVS-VSGHI0.30 TO 0.39(VII),Solitaire_Diamond,Pear,VVS-VS,GHI,0.30 TO 0.39(VII),150000,225000
DIAFANVVS-VSFG0.18 TO 0.22 (V),Diamond,,VVS-VS,FG,0.18 TO 0.22 (V),72000,108000
DIAMAQVVS-VSFGMIX,Diamond,Marquise,VVS-VS,FG,,72000,108000
DIAFANVVS-VSFGMIX,Diamond,,VVS-VS,FG,,72000,108000
DIAPEAVVS-VSGHI0.18 TO 0.22 (V),Diamond,Pear,VVS-VS,GHI,0.18 TO 0.22 (V),72000,108000
ROSMIXVVS-VSFGMIX,Diamond,,VVS-VS,FG,,72000,108000
DIAPRIVVS-VSFG0.13 TO 0.175(IV),Diamond,Princess,VVS-VS,FG,0.13 TO 0.175(IV),72000,108000
DIARNDVVS-VSGHIMIX,Diamond,Round,VVS-VS,GHI,,72000,108000
DIAFANVVS-VSFG0.085 TO 0.125(III),Diamond,,VVS-VS,FG,0.085 TO 0.125(III),72000,108000
DIARNDVVS-VSGHI0.085 TO 0.125(III),Diamond,Round,VVS-VS,GHI,0.085 TO 0.125(III),72000,108000
DIAPEAVVS-VSFG0.075 TO 0.08 (II),Diamond,Pear,VVS-VS,FG,0.075 TO 0.08 (II),72000,108000
DIAPEAVVS-VSFG0.13 TO 0.175(IV),Diamond,Pear,VVS-VS,FG,0.13 TO 0.175(IV),72000,108000
DIAPEAVVS-VSFG0.085 TO 0.125(III),Diamond,Pear,VVS-VS,FG,0.085 TO 0.125(III),72000,108000
SLTPEAVVS-VSGHI0.50 TO 0.69(IX),Solitaire_Diamond,Pear,VVS-VS,GHI,0.50 TO 0.69(IX),150000,225000
DIAFANVVS-VSFG0.135 to 0.175 (IV),Diamond,,VVS-VS,FG,0.135 TO 0.175 (IV),72000,108000
DIAPRIVVS-VSFG0.085 TO 0.125(III),Diamond,Princess,VVS-VS,FG,0.085 TO 0.125(III),72000,108000
DIAPRIVVS-VSFG0.075 TO 0.08 (II),Diamond,Princess,VVS-VS,FG,0.075 TO 0.08 (II),72000,108000
DIAMAQVVS - VSGHI0.085 TO 0.125(III),Diamond,Marquise,VVS-VS,GHI,0.085 TO 0.125(III),72000,108000
DIAPEAVS-SIHI0.000 TO 0.056 (I),Diamond,Pear,VS-SI,HI,0.000 TO 0.056 (I),72000,108000
ROSRNDVS-SIIJ  0.085 TO 0.0125(III),Diamond,Round,VS-SI,IJ,  0.085 TO 0.0125(III),72000,108000
SLTRNDIFF0.30 TO 0.39(VII),Solitaire_Diamond,Round,IF,F,0.30 TO 0.39(VII),150000,225000
FMRRNDVVSEF0.230 TO 0.290(VI),Forevermark,Round,VVS,EF,0.230 TO 0.290(VI),90000,135000
SLTRNDVVS1E0.40 TO 0.49(VIII),Solitaire_Diamond,Round,VVS1,E,0.40 TO 0.49(VIII),150000,225000
POLMIXAMIX - 0.36+0.34,Diamond,,,,0.02,72000,108000
SLTFMRVVSEF0.30 TO 0.39(VII),Forevermark_Solitaire,,VVS,EF,0.30 TO 0.39(VII),100000,150000
DIAFMRVVSEF0.085 TO 0.0125(III),Forevermark,,VVS,EF,0.085 TO 0.0125(III),90000,135000
DIAPEAVVSEF0.135 TO 0.175(IV),Diamond,Pear,VVS,EF,0.135 TO 0.175(IV),72000,108000
DIAPEAVVSFG0.000 TO 0.056 (I),Diamond,Pear,VVS,FG,0.000 TO 0.056 (I),72000,108000
DIAPRIVS-SIHI0.000 TO 0.056 (I),Diamond,Princess,VS-SI,HI,0.000 TO 0.056 (I),72000,108000
DIAMAQVVSFG0.000 TO 0.056 (I),Diamond,Marquise,VVS,FG,0.000 TO 0.056 (I),72000,108000
DIAMAQVS-SIHI0.000 TO 0.056 (I),Diamond,Marquise,VS-SI,HI,0.000 TO 0.056 (I),72000,108000
DIAPRIVVSFG0.000 TO 0.056 (I),Diamond,Princess,VVS,FG,0.000 TO 0.056 (I),72000,108000
DIARNDVVSFG0.000 TO 0.056 (I),Diamond,Round,VVS,FG,0.000 TO 0.056 (I),72000,108000
DIACUSTVVSEF  0.50 TO 0.69(IX),Diamond,,VVS,EF,  0.50 TO 0.69(IX),72000,108000
DIAPEAVSGH0.085 TO 0.125 (III),Diamond,Pear,VS,GH,0.085 TO 0.125 (III),72000,108000
DIABAGVVSEF0.23 TO 0.29 (VI),Diamond,Baguette,VVS,EF,0.23 TO 0.29 (VI),72000,108000
DIAPEAVVS-VSGH0.18 TO 0.22 (V),Diamond,Pear,VVS-VS,GH,0.18 TO 0.22 (V),72000,108000
DIAMUTVVSEF0.000 TO 0.056 (I),Diamond,,VVS,EF,0.000 TO 0.056 (I),72000,108000
DIARNDVVSEF0.057 TO 0.074 (I),Diamond,Round,VVS,EF,0.057 TO 0.074 (I),72000,108000
DIAMAQVVS-VSGH0.18 TO 0.22 (V),Diamond,Marquise,VVS-VS,GH,0.18 TO 0.22 (V),72000,108000
FMRPEAVSGH0.180 TO 0.220(V),Forevermark,Pear,VS,GH,0.180 TO 0.220(V),90000,135000
DIARNDVSGH0.000 TO 0.056 (I),Diamond,Round,VS,GH,0.000 TO 0.056 (I),72000,108000
DIABAGVVSEF0.18 TO 0.22 (V),Diamond,Baguette,VVS,EF,0.18 TO 0.22 (V),72000,108000
DIARNDVVS-VSGH0.085 TO 0.125 (III),Diamond,Round,VVS-VS,GH,0.085 TO 0.125 (III),72000,108000
DIAMAQVVS-VSGH0.13 TO 0.175 (IV),Diamond,Marquise,VVS-VS,GH,0.13 TO 0.175 (IV),72000,108000
DIARNDVSGH0.057 TO 0.074 (I),Diamond,Round,VS,GH,0.057 TO 0.074 (I),72000,108000
DIAPEAVSGH0.230 TO 0.290(VI),Diamond,Pear,VS,GH,0.230 TO 0.290(VI),72000,108000
DIAMAQVVS-VSGH0.085 TO 0.125 (III),Diamond,Marquise,VVS-VS,GH,0.085 TO 0.125 (III),72000,108000
DIARNDVSGH0.085 TO 0.125 (III),Diamond,Round,VS,GH,0.085 TO 0.125 (III),72000,108000
FMRPEAVSGH0.085 TO 0.125 (III),Forevermark,Pear,VS,GH,0.085 TO 0.125 (III),90000,135000
DIARNDVVSEF0.13 TO 0.175 (IV),Diamond,Round,VVS,EF,0.13 TO 0.175 (IV),72000,108000
SLTBAGVVSEF0.30 TO 0.39 (VII),Solitaire_Diamond,Baguette,VVS,EF,0.30 TO 0.39 (VII),150000,225000
DIARNDVVS-VSGH0.075 TO 0.080(II),Diamond,Round,VVS-VS,GH,0.075 TO 0.080(II),72000,108000
DIARNDVSGH0.075 TO 0.080(II),Diamond,Round,VS,GH,0.075 TO 0.080(II),72000,108000
DIAPEAVSGH0.000 TO 0.056 (I),Diamond,Pear,VS,GH,0.000 TO 0.056 (I),72000,108000
SLTPEAVVSEF0.50 TO 0.69(IX),Solitaire_Diamond,Pear,VVS,EF,0.50 TO 0.69(IX),150000,225000
POLMIXAMIX- ABOVE 1,Diamond,,,, ABOVE 1,72000,108000
POLMIXAMIX- 0.26+0.24,Diamond,,,,0.02,72000,108000
POLMIXAMIX - 0.30+0.28,Diamond,,,,0.02,72000,108000
DIAFANVVS-VSHI0.000 TO 0.056,Diamond,,VVS-VS,HI,0.000 TO 0.056,72000,108000
DIARNDVVSEF0.135 TO 0.175,Diamond,Round,VVS,EF,0.135 TO 0.175,72000,108000
DIAFANVS-SIGH0.000 TO 0.056,Diamond,,VS-SI,GH,0.000 TO 0.056,72000,108000
DIAFANVS-SIGH0.180 to 0.220,Diamond,,VS-SI,GH,0.180 to 0.220,72000,108000
DIAFANSIGH0.000 TO 0.056,Diamond,,SI,GH,0.000 TO 0.056,72000,108000
DIAFANVVSEF0.000 TO 0.056,Diamond,,VVS,EF,0.000 TO 0.056,72000,108000
DIAFANVVS-VSJK0.000 TO 0.056,Diamond,,VVS-VS,JK,0.000 TO 0.056,72000,108000
DIARNDVVSEF0.000 TO 0.056,Diamond,Round,VVS,EF,0.000 TO 0.056,72000,108000
DIABAGVS-SIFGH0.085 TO 0.125 (III),Diamond,Baguette,VS-SI,FGH,0.085 TO 0.125 (III),72000,108000
DIAPEAVS-SIFGH0.075 to 0.08 (II),Diamond,Pear,VS-SI,FGH,0.075 TO 0.08 (II),72000,108000
DIAPRIVS-SIFGH0.085 TO 0.125 (III),Diamond,Princess,VS-SI,FGH,0.085 TO 0.125 (III),72000,108000
SLTFANVS-SIFGH0.30 TO 0.39(VII),Solitaire_Diamond,,VS-SI,FGH,0.30 TO 0.39(VII),150000,225000
DIABAGVS-SIFGH0.000 TO 0.056 (I),Diamond,Baguette,VS-SI,FGH,0.000 TO 0.056 (I),72000,108000
DIAFANVS-SIFGH0.085 TO 0.125 (III),Diamond,,VS-SI,FGH,0.085 TO 0.125 (III),72000,108000
DIAPEAVS-SIFGH0.085 TO 0.125 (III),Diamond,Pear,VS-SI,FGH,0.085 TO 0.125 (III),72000,108000
DIAPRIVS-SIFGH0.000 TO 0.056 (I),Diamond,Princess,VS-SI,FGH,0.000 TO 0.056 (I),72000,108000
DIAMAQVS-SIFGH0.085 TO 0.125 (III),Diamond,Marquise,VS-SI,FGH,0.085 TO 0.125 (III),72000,108000
DIARNDVS-SIFGH0.085 TO 0.125 (III),Diamond,Round,VS-SI,FGH,0.085 TO 0.125 (III),72000,108000
DIAPRIVS-SIFGH0.18 TO 0.22 (V),Diamond,Princess,VS-SI,FGH,0.18 TO 0.22 (V),72000,108000
SLTRNDVVS1D0.50 TO 0.69(IX),Solitaire_Diamond,Round,VVS1,D,0.50 TO 0.69(IX),150000,225000
BAGBAGVVSEF0.000 TO 0.056,Diamond,Baguette,VVS,EF,0.000 TO 0.056,72000,108000
SLTRNDVS1F1.49 TO 1.99,Solitaire_Diamond,Round,VS1,F,1.49 TO 1.99,150000,225000
FMRSLTVVSEF0.50 TO 0.69,Solitaire_Diamond,,VVS,EF,0.50 TO 0.69,150000,225000
FMRRNDVVSEF0.000 TO 0.056,Forevermark,Round,VVS,EF,0.000 TO 0.056,90000,135000
DIACUSTVVSEF0.085 TO 0.125 (III),Diamond,,VVS,EF,0.085 TO 0.125 (III),72000,108000
DIAMAQVS-SIIJ0.000 TO 0.056 (I),Diamond,Marquise,VS-SI,IJ,0.000 TO 0.056 (I),72000,108000
DIAFANVS-SIIJ0.085 TO 0.125(III),Diamond,,VS-SI,IJ,0.085 TO 0.125(III),72000,108000
DIAPEAVS-SIIJ0.085 TO 0.125(III),Diamond,Pear,VS-SI,IJ,0.085 TO 0.125(III),72000,108000
DIAFANVS-SIIJ0.000 TO 0.056 (I),Diamond,,VS-SI,IJ,0.000 TO 0.056 (I),72000,108000
DIAPEAVS-SIIJ0.135 TO 0.175(IV),Diamond,Pear,VS-SI,IJ,0.135 TO 0.175(IV),72000,108000
DIAPRIVS-SIIJ0.085 TO 0.125(III),Diamond,Princess,VS-SI,IJ,0.085 TO 0.125(III),72000,108000
DIAMAQVS-SIIJ0.085 TO 0.125(III),Diamond,Marquise,VS-SI,IJ,0.085 TO 0.125(III),72000,108000
DIARNDVS-SIIJ0.000 TO 0.056 (I),Diamond,Round,VS-SI,IJ,0.000 TO 0.056 (I),72000,108000
DIAPRIVS-SIIJ0.135 TO 0.175(IV),Diamond,Princess,VS-SI,IJ,0.135 TO 0.175(IV),72000,108000
DIAPEAVS-SIIJ0.075 to 0.08 (II),Diamond,Pear,VS-SI,IJ,0.075 TO 0.08 (II),72000,108000
DIAFANVS-SIIJ0.135 TO 0.175(IV),Diamond,,VS-SI,IJ,0.135 TO 0.175(IV),72000,108000
DIAPRIVS-SIIJ0.000 TO 0.056 (I),Diamond,Princess,VS-SI,IJ,0.000 TO 0.056 (I),72000,108000
DIAPEAVS-SIIJ0.000 TO 0.056 (I),Diamond,Pear,VS-SI,IJ,0.000 TO 0.056 (I),72000,108000
DIAPEAVVSEF0.000 TO 0.056(I),Diamond,Pear,VVS,EF,0.000 TO 0.056(I),72000,108000
DIAPEAVVS-VSGH0.23 TO 0.29 (VI),Diamond,Pear,VVS-VS,GH,0.23 TO 0.29 (VI),72000,108000
DIAMAQVVSEF0.000 TO 0.056(I),Diamond,Marquise,VVS,EF,0.000 TO 0.056(I),72000,108000
DIAFANVVSEF0.000 TO 0.056 (I),Diamond,,VVS,EF,0.000 TO 0.056 (I),72000,108000
DIARNDIFF0.000 TO 0.056(I),Diamond,Round,IF,F,0.000 TO 0.056(I),72000,108000
DIAMUTVVSEF0.000 TO 0.056(I),Diamond,,VVS,EF,0.000 TO 0.056(I),72000,108000
DIAMIXVVS-VSFG0.000 TO 0.056(I),Diamond,,VVS-VS,FG,0.000 TO 0.056(I),72000,108000
ROSMIXVVSEF0.000 TO 0.056(I),Diamond,,VVS,EF,0.000 TO 0.056(I),72000,108000
DIABAGVVS-VSFG0.000 TO 0.056(I),Diamond,Baguette,VVS-VS,FG,0.000 TO 0.056(I),72000,108000
DIABAGVVS-VSGH0.000 TO 0.056(I),Diamond,Baguette,VVS-VS,GH,0.000 TO 0.056(I),72000,108000
DIAMAQVVS-VSFG0.18 TO 0.22 (V),Diamond,Marquise,VVS-VS,FG,0.18 TO 0.22 (V),72000,108000
DIARNDVVSEF0.18 to 0.22 (V),Diamond,Round,VVS,EF,0.18 TO 0.22 (V),72000,108000
DIARNDVVSEF0.001 to 0.056 (I),Diamond,Round,VVS,EF,0.001 TO 0.056 (I),72000,108000
DIARNFVVSEF0.23 to 0.29 (VI),Diamond,,VVS,EF,0.23 TO 0.29 (VI),72000,108000
SLTRNDVVS1D  1.00 TO 1.49 (XI),Solitaire_Diamond,Round,VVS1,D,  1.00 TO 1.49 (XI),150000,225000
SLTRNDVVSEF0.30 TO 0.39 (VII),Solitaire_Diamond,Round,VVS,EF,0.30 TO 0.39 (VII),150000,225000
DIAMAQVVS-VSGH0.000 TO 0.056(I),Diamond,Marquise,VVS-VS,GH,0.000 TO 0.056(I),72000,108000
DIAPEAVVS-VSGH0.000 TO 0.056(I),Diamond,Pear,VVS-VS,GH,0.000 TO 0.056(I),72000,108000
SLTPEAVVSEF  0.40 TO 0.49(VIII),Solitaire_Diamond,Pear,VVS,EF,  0.40 TO 0.49(VIII),150000,225000
DIAPEAVS - SIIJ0.18 TO 0.22 (V),Diamond,Pear,VS-SI,IJ,0.18 TO 0.22 (V),72000,108000
SLTRNDVVS1E0.30 TO 0.39(VII),Solitaire_Diamond,Round,VVS1,E,0.30 TO 0.39(VII),150000,225000
DIAMAQVVS - VSGH0.001 TO 0.056 (I),Diamond,Marquise,VVS-VS,GH,0.001 TO 0.056 (I),72000,108000
FMRRNDVVSEF0.085 TO 0.0125,Forevermark,Round,VVS,EF,0.085 TO 0.0125,90000,135000
FMRRNDVVSEF0.135 TO 0.0175,Forevermark,Round,VVS,EF,0.135 TO 0.0175,90000,135000
