stone_bom_variant,stone_type,stone_shape,stone_quality,stone_color,wt_range,indian_rate_carat,usa_rate_carat,
30041,DIAFANVSSIFGH0.075 TO 0.08,Diamond,Fancy,VS,GH,0.075 TO 0.08,59500,65450
30042,DIAFANVSSIFGH0.075 to 0.084,Diamond,Fancy,VS,GH,0.075 TO 0.084,59500,65450
30043,DIAFANVSSIFGH0.0750.084(II),Diamond,Fancy,VS,GH,0.0750.084(II),59500,65450
30044,DIAFANVSSIFGH0.085 TO 0.0134 (III),Diamond,Fancy,VS,GH,0.085 TO 0.0134 (III),59500,65450
30045,DIAFANVSSIFGH0.085 TO 0.125,Diamond,Fancy,VS,GH,0.085 TO 0.125,59500,65450
30046,DIAFANVSSIFGH0.085 TO 0.125 (III),Diamond,Fancy,VS,GH,0.085 TO 0.125 (III),59500,65450
30047,DIAFANVSSIFGH0.085 TO 0.129,Diamond,Fancy,VS,GH,0.085 TO 0.129,59500,65450
30048,DIAFANVSSIFGH0.085 to 0.13,Diamond,Fancy,VS,GH,0.085 to 0.13,59500,65450
30049,DIAFANVSSIFGH0.085 TO 0.134 (III),Diamond,Fancy,VS,GH,0.085 to 0.13,59500,65450
30050,DIAFANVSSIFGH0.13 to 0.175,Diamond,Fancy,VS,GH,0.13 TO 0.175,59500,65450
30051,DIAFANVSSIFGH0.13 TO 0.179,Diamond,Fancy,VS,GH,0.13 TO 0.179,59500,65450
30052,DIAFANVSSIFGH0.135 TO 0.175 (IV),Diamond,Fancy,VS,GH,0.135 TO 0.175 (IV),59500,65450
30053,DIAFANVSSIFGH0.18 to 0.22,Diamond,Fancy,VS,GH,0.18 TO 0.22,59500,65450
30054,DIAFANVSSIFGH0.18 TO 0.22 (V),Diamond,Fancy,VS,GH,0.18 TO 0.22 (V),59500,65450
30055,DIAFANVSSIFGH0.23 TO 0.29,Diamond,Fancy,VS,GH,0.23 TO 0.29,59500,65450
30056,DIAFANVSSIG0.000 to 0.056 (I),Diamond,Fancy,VS,IG,0.000 TO 0.056 (I),59500,65450
30057,DIAFANVSSIGH0.000 TO 0.056,Diamond,Fancy,VS,GH,0.000 TO 0.056,59500,65450
30058,DIAFANVSSIGH0.0750.084(II),Diamond,Fancy,VS,GH,0.0750.084(II),59500,65450
30059,DIAFANVSSIGH0.085 TO 0.125,Diamond,Fancy,VS,GH,0.085 TO 0.125,59500,65450
30060,DIAFANVSSIGH0.13 TO 0.175,Diamond,Fancy,VS,GH,0.13 TO 0.175,59500,65450
30061,DIAFANVSSIGH0.180 to 0.220,Diamond,Fancy,VS,GH,0.180 to 0.220,59500,65450
30062,DIAFANVSSIGH0.23 TO 0.29,Diamond,Fancy,VS,GH,0.23 TO 0.29,59500,65450
30063,DIAFANVSSIGHI0.000 to 0.056 (I),Diamond,Fancy,VS,GH,0.000 TO 0.056 (I),59500,65450
30064,DIAFANVSSIGHI0.085 TO 0.125(III),Diamond,Fancy,VS,GH,0.085 TO 0.125,59500,65450
30065,DIAFANVSSIHI0.000 TO 0.056 (I),Diamond,Fancy,VS,HI,0.000 TO 0.056 (I),59500,65450
30066,DIAFANVSSIHI0.085 TO 0.125 (III),Diamond,Fancy,VS,HI,0.085 TO 0.125 (III),59500,65450
30067,DIAFANVSSIIJ0.000 TO 0.056,Diamond,Fancy,VS,IJ,0.000 TO 0.056,59500,65450
30068,DIAFANVSSIIJ0.000 TO 0.056 (I),Diamond,Fancy,VS,IJ,0.000 TO 0.056 (I),59500,65450
30069,DIAFANVSSIIJ0.000 TO 0.056(I),Diamond,Fancy,VS,IJ,0.000 TO 0.056,59500,65450
30070,DIAFANVSSIIJ0.075 TO 0.08,Diamond,Fancy,VS,IJ,0.075 TO 0.08,59500,65450
30071,DIAFANVSSIIJ0.075 TO 0.084 (II),Diamond,Fancy,VS,IJ,0.075 TO 0.084 (II),59500,65450
30072,DIAFANVSSIIJ0.085 TO 0.0134 (III),Diamond,Fancy,VS,IJ,0.085 TO 0.0134 (III),59500,65450
30073,DIAFANVSSIIJ0.085 TO 0.125,Diamond,Fancy,VS,IJ,0.085 TO 0.125,59500,65450
30074,DIAFANVSSIIJ0.085 TO 0.125(III),Diamond,Fancy,VS,IJ,0.085 TO 0.125,59500,65450
30075,DIAFANVSSIIJ0.085 to 0.13,Diamond,Fancy,VS,IJ,0.085 to 0.13,59500,65450
30076,DIAFANVSSIIJ0.085 TO 0.134 (III),Diamond,Fancy,VS,IJ,0.085 to 0.13,59500,65450
30077,DIAFANVSSIIJ0.13 to 0.175,Diamond,Fancy,VS,IJ,0.13 TO 0.175,59500,65450
30078,DIAFANVSSIIJ0.13 TO 0.179,Diamond,Fancy,VS,IJ,0.13 TO 0.179,59500,65450
30079,DIAFANVSSIIJ0.135 TO 0.175 (IV),Diamond,Fancy,VS,IJ,0.135 TO 0.175 (IV),59500,65450
30080,DIAFANVSSIIJ0.135 TO 0.175(IV),Diamond,Fancy,VS,IJ,0.135 TO 0.175(IV),59500,65450
30081,DIAFANVSSIIJ0.18 to 0.22,Diamond,Fancy,VS,IJ,0.18 TO 0.22,59500,65450
30082,DIAFANVSSIIJ0.18 TO 0.22 (V),Diamond,Fancy,VS,IJ,0.18 TO 0.22 (V),59500,65450
30083,DIAFANVSSIIJ0.18 TO 0.229,Diamond,Fancy,VS,IJ,0.18 TO 0.22,59500,65450
30084,DIAFANVSSIIJ0.23 TO 0.29,Diamond,Fancy,VS,IJ,0.23 TO 0.29,59500,65450
30085,DIAFANVSSIIJ0.23 TO 0.29 (VI),Diamond,Fancy,VS,IJ,0.23 TO 0.29,59500,65450
30086,DIAFANVSSIIJ0.30 TO 0.39 (VII),Diamond,Fancy,VS,IJ,0.30 TO 0.39 (VII),59500,65450
30087,DIAFANVSSIIJ1.00 ABOVE (XI),Diamond,Fancy,VS,IJ,1.00 ABOVE (XI),59500,65450
30088,DIAFANVVS  VSEF0.075 TO 0.080 (LL),Diamond,Fancy,VVS,EF,0.075 TO 0.08,59500,65450
30089,DIAFANVVS  VSEF0.085 TO 0.125 (LLL),Diamond,Fancy,VVS,EF,0.085 TO 0.125 (LLL),59500,65450
30090,DIAFANVVS  VSEF0.135 TO 0.175 (IV),Diamond,Fancy,VVS,EF,0.135 TO 0.175 (IV),59500,65450
30091,DIAFANVVS  VSEF0.180 TO 0.220 (V),Diamond,Fancy,VVS,EF,0.180 TO 0.220 (V),59500,65450
30092,DIAFANVVS  VSEF0.230 TO 0.290 (VL),Diamond,Fancy,VVS,EF,0.230 TO 0.290 (VL),59500,65450
30093,DIAFANVVS  VSEF0.30 TO 0.39(VII),Diamond,Fancy,VVS,EF,0.30 TO 0.39(VII),59500,65450
30094,DIAFANVVS  VSEF0.40 TO 0.49(VIII),Diamond,Fancy,VVS,EF,0.40 TO 0.49(VIII),59500,65450
30095,DIAFANVVS  VSEF01.012CT,Diamond,Fancy,VVS,EF,01.012CT,59500,65450
30096,DIAFANVVS  VSEF06.017CT,Diamond,Fancy,VVS,EF,06.017CT,59500,65450
30097,DIAFANVVS  VSFG0.180 TO 0.220 (V),Diamond,Fancy,VVS,FG,0.180 TO 0.220 (V),59500,65450
30098,DIAFANVVS  VSFG0.230 TO 0.290 (VL),Diamond,Fancy,VVS,FG,0.230 TO 0.290 (VL),59500,65450
30099,DIAFANVVS  VSFGH0.000 TO 0.056,Diamond,Fancy,VVS,GH,0.000 TO 0.056,59500,65450
30100,DIAFANVVS  VSFGH0.0750.084(II),Diamond,Fancy,VVS,GH,0.0750.084(II),59500,65450
30101,DIAFANVVS  VSFGHMIX,Diamond,Fancy,VVS,GH,Mix,59500,65450
30102,DIAFANVVS  VSFGMIX,Diamond,Fancy,VVS,FG,Mix,59500,65450
30103,DIAFANVVS  VSGHI0.135 TO 0.175 (IV),Diamond,Fancy,VVS,GH,0.135 TO 0.175 (IV),59500,65450
30104,DIAFANVVS  VSGHI0.180 TO 0.220 (V),Diamond,Fancy,VVS,GH,0.180 TO 0.220 (V),59500,65450
30105,DIAFANVVS  VSGHMIX,Diamond,Fancy,VVS,GH,Mix,59500,65450
30106,DIAFANVVS _ VSEF0.40 TO 0.49(VIII),Diamond,Fancy,VVS _ VS,EF,0.40 TO 0.49(VIII),59500,65450
30107,DIAFANVVS _ VSFG0.230 TO 0.290 (VL),Diamond,Fancy,VVS _ VS,FG,0.230 TO 0.290 (VL),59500,65450
30108,DIAFANVVS _ VSFGH0.000 TO 0.056,Diamond,Fancy,VVS _ VS,FGH,0.000 TO 0.056,59500,65450
30109,DIAFANVVS _ VSFGH0.075_0.084(II),Diamond,Fancy,VVS _ VS,FGH,0.075_0.084(II),59500,65450
30110,DIAFANVVS _ VSFGHMIX,Diamond,Fancy,VVS _ VS,FGH,Mix,59500,65450
30111,DIAFANVVS _ VSGHI0.135 TO 0.175 (IV),Diamond,Fancy,VVS _ VS,GHI,0.135 TO 0.175 (IV),59500,65450
30112,DIAFANVVS _ VSGHI0.180 TO 0.220 (V),Diamond,Fancy,VVS _ VS,GHI,0.180 TO 0.220 (V),59500,65450
30113,DIAFANVVS_VSFG0.075 TO 0.08,Diamond,Fancy,VVS_VS,FG,0.075 TO 0.08,59500,65450
30114,DIAFANVVS_VSFG0.075 TO 0.08 (II),Diamond,Fancy,VVS_VS,FG,0.075 TO 0.08 (II),59500,65450
30115,DIAFANVVS_VSFG0.075 TO 0.080 (LL),Diamond,Fancy,VVS_VS,FG,0.075 TO 0.080 (LL),59500,65450
30116,DIAFANVVS_VSFG0.085 TO 0.125,Diamond,Fancy,VVS_VS,FG,0.085 to 0.125,59500,65450
30117,DIAFANVVS_VSFG0.085 TO 0.125(III),Diamond,Fancy,VVS_VS,FG,0.085 TO 0.125(III),59500,65450
30118,DIAFANVVS_VSFG0.23 TO 0.29 (VI),Diamond,Fancy,VVS_VS,FG,0.23 TO 0.29 (VI),59500,65450
30119,DIAFANVVS_VSFGH0.075 TO 0.08,Diamond,Fancy,VVS_VS,FGH,0.075 TO 0.08,59500,65450
30120,DIAFANVVS_VSFGH0.075 TO 0.084,Diamond,Fancy,VVS_VS,FGH,0.075 TO 0.084,59500,65450
30121,DIAFANVVS_VSFGH0.085 to 0.13,Diamond,Fancy,VVS_VS,FGH,0.085 TO 0.13,59500,65450
30122,DIAFANVVS_VSFGH0.18 TO 0.22 (V),Diamond,Fancy,VVS_VS,FGH,0.18 TO 0.22 (V),59500,65450
30123,DIAFANVVS_VSFGH0.23 TO 0.29,Diamond,Fancy,VVS_VS,FGH,0.23 TO 0.29,59500,65450
30124,DIAFANVVS_VSFGH0.30 TO 0.39 (VII),Diamond,Fancy,VVS_VS,FGH,0.30 TO 0.39 (VII),59500,65450
30125,DIAFANVVS_VSFGH0.40 TO 0.49 (VIII),Diamond,Fancy,VVS_VS,FGH,0.40 TO 0.49 (VIII),59500,65450
30126,DIAFANVVS_VSFGMIX,Diamond,Fancy,VVS_VS,FG,Mix,59500,65450
30127,DIAFANVVS_VSGH0.000 TO 0.056,Diamond,Fancy,VVS_VS,GH,0.000 TO 0.056,59500,65450
30128,DIAFANVVS_VSGH0.075_0.084(II),Diamond,Fancy,VVS_VS,GH,0.075_0.084(II),59500,65450
30129,DIAFANVVS_VSGHI 0.085 TO 0.125 (III),Diamond,Fancy,VVS_VS,GHI,0.085 TO 0.125 (III),59500,65450
30130,DIAFANVVS_VSGHI0.000 TO 0.056 (I),Diamond,Fancy,VVS_VS,GHI,0.000 TO 0.056 (I),59500,65450
30131,DIAFANVVS_VSGHI0.13 TO 0.175,Diamond,Fancy,VVS_VS,GHI,0.13 TO 0.175,59500,65450
30132,DIAFANVVS_VSGHI0.13 TO 0.175 (IV),Diamond,Fancy,VVS_VS,GHI,0.13 TO 0.175 (IV),59500,65450
30133,DIAFANVVS_VSGHI0.18 TO 0.22,Diamond,Fancy,VVS_VS,GHI,0.18 TO 0.22,59500,65450
30134,DIAFANVVS_VSGHI0.18 TO 0.22 (V),Diamond,Fancy,VVS_VS,GHI,0.18 TO 0.22 (V),59500,65450
30135,DIAFANVVS_VSGHI0.23 TO 0.29,Diamond,Fancy,VVS_VS,GHI,0.23 TO 0.29,59500,65450
30136,DIAFANVVS_VSH0.000 TO 0.056,Diamond,Fancy,VVS_VS,H,0.000 TO 0.056,59500,65450
30137,DIAFANVVS_VSHI/EF0.000 TO 0.056,Diamond,Fancy,VVS_VS,HI_EF,0.000 TO 0.056,59500,65450
30138,DIAFANVVS_VSHI/EF0.075 TO 0.08,Diamond,Fancy,VVS_VS,HI_EF,0.075 TO 0.08,59500,65450
30139,DIAFANVVS_VSHI/EF0.085 TO 0.125,Diamond,Fancy,VVS_VS,HI_EF,0.085 to 0.125,59500,65450
30140,DIAFANVVS_VSHI/EF0.13 TO 0.175,Diamond,Fancy,VVS_VS,HI_EF,0.13 TO 0.175,59500,65450
30141,DIAFANVVS_VSHI0.000 TO 0.056,Diamond,Fancy,VVS_VS,HI,0.000 TO 0.056,59500,65450
30142,DIAFANVVS_VSHI0.23 TO 0.29,Diamond,Fancy,VVS_VS,HI,0.23 TO 0.29,59500,65450
30143,DIAFANVVS_VSHIJ0.23 TO 0.29,Diamond,Fancy,VVS_VS,HIJ,0.23 TO 0.29,59500,65450
30144,DIAFANVVS_VSIJ0.085 TO 0.125,Diamond,Fancy,VVS_VS,IJ,0.085 to 0.125,59500,65450
30145,DIAFANVVS_VSIJ0.085 TO 0.129,Diamond,Fancy,VVS_VS,IJ,0.085 TO 0.129,59500,65450
30146,DIAFANVVS_VSJK0.000 TO 0.056,Diamond,Fancy,VVS_VS,JK,0.000 TO 0.056,59500,65450
30147,DIAFANVVS1E0.13 TO 0.175,Diamond,Fancy,VVS1,E,0.13 TO 0.175,59500,65450
30148,DIAFANVVS1E0.18 TO 0.22,Diamond,Fancy,VVS1,E,0.18 TO 0.22,59500,65450
30149,DIAFANVVS1E0.23 TO 0.29,Diamond,Fancy,VVS1,E,0.23 TO 0.29,59500,65450
30150,DIAFANVVS1EFBELOW 01 CT,Diamond,Fancy,VVS1,EF,BELOW 01 CT,59500,65450
30151,DIAFANVVSEF0.000 TO 0.056,Diamond,Fancy,VVS,EF,0.000 TO 0.056,59500,65450
30152,DIAFANVVSEF0.075 to 0.08,Diamond,Fancy,VVS,EF,0.075 TO 0.08,59500,65450
30153,DIAFANVVSEF0.13 TO 0.175,Diamond,Fancy,VVS,EF,0.13 TO 0.175,59500,65450
30154,DIAFANVVSEF0.135 to 0.175,Diamond,Fancy,VVS,EF,0.135 to 0.175,59500,65450
30155,DIAFANVVSEF0.18 TO 0.22,Diamond,Fancy,VVS,EF,0.18 TO 0.22,105000,115500
30156,DIAFANVVSEF0.18 TO 0.22(V),Diamond,Fancy,VVS,EF,0.18 TO 0.22(V),59500,65450
30157,DIAFANVVSEF0.180 to 0.220,Diamond,Fancy,VVS,EF,0.180 TO 0.220,59500,65450
30158,DIAFANVVSEF0.23 TO 0.29,Diamond,Fancy,VVS,EF,0.23 TO 0.29,59500,65450
30159,DIAFANVVSEF0.230 to 0.29,Diamond,Fancy,VVS,EF,0.230 TO 0.29,59500,65450
30160,DIAFANVVSEF0.230 to 0.290,Diamond,Fancy,VVS,EF,0.230 to 0.290,59500,65450
30161,DIAFANVVSEF01.01_2CT,Diamond,Fancy,VVS,EF,01.01_2CT,59500,65450
30162,DIAFANVVSEF01.012CT,Diamond,Fancy,VVS,EF,01.012CT,59500,65450
30163,DIAFANVVSEF02.01_3CT,Diamond,Fancy,VVS,EF,02.01_3CT,59500,65450
30164,DIAFANVVSEF02.013CT,Diamond,Fancy,VVS,EF,02.013CT,59500,65450
30165,DIAFANVVSGH0.000 TO 0.056,Diamond,Fancy,VVS,GH,0.000 TO 0.056,59500,65450
30166,DIAFANVVSGH0.000 TO 0.056 (I),Diamond,Fancy,VVS,GH,0.000 TO 0.056 (I),59500,65450
30167,DIAFANVVSGH0.075 TO 0.08,Diamond,Fancy,VVS,GH,0.075 TO 0.08,59500,65450
30168,DIAFANVVSIJ0.075 TO 0.08,Diamond,Fancy,VVS,IJ,0.075 TO 0.08,59500,65450
30169,DIAFANVVSIJ0.18 TO 0.22,Diamond,Fancy,VVS,IJ,0.18 TO 0.22,59500,65450
30170,DIAFANVVSVS/VVSEF0.135 TO 0.175 (IV),Diamond,Fancy,VVS,EF,0.135 TO 0.175 (IV),59500,65450
30171,DIAFANVVSVSFG0.000 TO 0.056,Diamond,Fancy,VVS,FG,0.000 TO 0.056,59500,65450
30172,DIAFANVVSVSFG0.000 TO 0.056 (I),Diamond,Fancy,VVS,FG,0.000 TO 0.056 (I),59500,65450
30173,DIAFANVVSVSFG0.075 TO 0.08,Diamond,Fancy,VVS,FG,0.075 TO 0.08,59500,65450
30174,DIAFANVVSVSFG0.075 TO 0.08 (II),Diamond,Fancy,VVS,FG,0.075 TO 0.08 (II),59500,65450
30175,DIAFANVVSVSFG0.075 TO 0.080 (LL),Diamond,Fancy,VVS,FG,0.075 TO 0.08,59500,65450
30176,DIAFANVVSVSFG0.085 TO 0.125,Diamond,Fancy,VVS,FG,0.085 TO 0.125,59500,65450
30177,DIAFANVVSVSFG0.085 TO 0.125 (III),Diamond,Fancy,VVS,FG,0.085 TO 0.125 (III),59500,65450
30178,DIAFANVVSVSFG0.085 TO 0.125(III),Diamond,Fancy,VVS,FG,0.085 TO 0.125,59500,65450
30179,DIAFANVVSVSFG0.13 TO 0.175 (IV),Diamond,Fancy,VVS,FG,0.13 TO 0.175,59500,65450
30180,DIAFANVVSVSFG0.135 to 0.175 (IV),Diamond,Fancy,VVS,FG,0.135 TO 0.175 (IV),59500,65450
30181,DIAFANVVSVSFG0.18 TO 0.22,Diamond,Fancy,VVS,FG,0.18 TO 0.22,59500,65450
30182,DIAFANVVSVSFG0.18 TO 0.22 (V),Diamond,Fancy,VVS,FG,0.18 TO 0.22 (V),59500,65450
30183,DIAFANVVSVSFG0.23 TO 0.29 (VI),Diamond,Fancy,VVS,FG,0.23 TO 0.29,59500,65450
30184,DIAFANVVSVSFGH0.000 TO 0.056,Diamond,Fancy,VVS,GH,0.000 TO 0.056,59500,65450
30185,DIAFANVVSVSFGH0.000 TO 0.056 (I),Diamond,Fancy,VVS,GH,0.000 TO 0.056 (I),59500,65450
30186,DIAFANVVSVSFGH0.075 TO 0.08,Diamond,Fancy,VVS,GH,0.075 TO 0.08,59500,65450
30187,DIAFANVVSVSFGH0.075 TO 0.08 (II),Diamond,Fancy,VVS,GH,0.075 TO 0.08 (II),59500,65450
30188,DIAFANVVSVSFGH0.075 TO 0.084,Diamond,Fancy,VVS,GH,0.075 TO 0.084,59500,65450
30189,DIAFANVVSVSFGH0.0750.084(II),Diamond,Fancy,VVS,GH,0.0750.084(II),59500,65450
30190,DIAFANVVSVSFGH0.085 TO 0.125,Diamond,Fancy,VVS,GH,0.085 TO 0.125,59500,65450
30191,DIAFANVVSVSFGH0.085 TO 0.125 (III),Diamond,Fancy,VVS,GH,0.085 TO 0.125 (III),59500,65450
30192,DIAFANVVSVSFGH0.085 TO 0.129,Diamond,Fancy,VVS,GH,0.085 TO 0.129,59500,65450
30193,DIAFANVVSVSFGH0.085 to 0.13,Diamond,Fancy,VVS,GH,0.085 to 0.13,59500,65450
30194,DIAFANVVSVSFGH0.13 TO 0.175,Diamond,Fancy,VVS,GH,0.13 TO 0.175,59500,65450
30195,DIAFANVVSVSFGH0.13 TO 0.179,Diamond,Fancy,VVS,GH,0.13 TO 0.179,59500,65450
30196,DIAFANVVSVSFGH0.18 TO 0.22,Diamond,Fancy,VVS,GH,0.18 TO 0.22,59500,65450
30197,DIAFANVVSVSFGH0.18 TO 0.22 (V),Diamond,Fancy,VVS,GH,0.18 TO 0.22 (V),59500,65450
30198,DIAFANVVSVSFGH0.18 TO 0.229,Diamond,Fancy,VVS,GH,0.18 TO 0.22,59500,65450
30199,DIAFANVVSVSFGH0.23 TO 0.29,Diamond,Fancy,VVS,GH,0.23 TO 0.29,59500,65450
30200,DIAFANVVSVSFGH0.23 TO 0.29 (VI),Diamond,Fancy,VVS,GH,0.23 TO 0.29,59500,65450
30201,DIAFANVVSVSFGH0.30 TO 0.39 (VII),Diamond,Fancy,VVS,GH,0.30 TO 0.39 (VII),59500,65450
30202,DIAFANVVSVSFGH0.40 TO 0.49 (VIII),Diamond,Fancy,VVS,GH,0.40 TO 0.49 (VIII),59500,65450
30203,DIAFANVVSVSFGMIX,Diamond,Fancy,VVS,FG,Mix,59500,65450
30204,DIAFANVVSVSGH0.000 TO 0.056,Diamond,Fancy,VVS,GH,0.000 TO 0.056,59500,65450
30205,DIAFANVVSVSGH0.0750.084(II),Diamond,Fancy,VVS,GH,0.0750.084(II),59500,65450
30206,DIAFANVVSVSGH0.085 TO 0.125,Diamond,Fancy,VVS,GH,0.085 TO 0.125,59500,65450
30207,DIAFANVVSVSGH0.13 TO 0.175,Diamond,Fancy,VVS,GH,0.13 TO 0.175,59500,65450
30208,DIAFANVVSVSGH0.18 TO 0.22,Diamond,Fancy,VVS,GH,0.18 TO 0.22,59500,65450
30209,DIAFANVVSVSGH0.23 TO 0.29,Diamond,Fancy,VVS,GH,0.23 TO 0.29,59500,65450
30210,DIAFANVVSVSGHI 0.085 TO 0.125 (III),Diamond,Fancy,VVS,GH,0.085 TO 0.125 (III),59500,65450
30211,DIAFANVVSVSGHI0.000 TO 0.056 (I),Diamond,Fancy,VVS,GH,0.000 TO 0.056 (I),59500,65450
30212,DIAFANVVSVSGHI0.13 TO 0.175,Diamond,Fancy,VVS,GH,0.13 TO 0.175,59500,65450
30213,DIAFANVVSVSGHI0.13 TO 0.175 (IV),Diamond,Fancy,VVS,GH,0.13 TO 0.175,59500,65450
30214,DIAFANVVSVSGHI0.18 TO 0.22,Diamond,Fancy,VVS,GH,0.18 TO 0.22,59500,65450
30215,DIAFANVVSVSGHI0.18 TO 0.22 (V),Diamond,Fancy,VVS,GH,0.18 TO 0.22 (V),59500,65450
30216,DIAFANVVSVSGHI0.23 TO 0.29,Diamond,Fancy,VVS,GH,0.23 TO 0.29,59500,65450
30217,DIAFANVVSVSGHI0.23 TO 0.29 (VI),Diamond,Fancy,VVS,GH,0.23 TO 0.29,59500,65450
30218,DIAFANVVSVSH0.000 TO 0.056,Diamond,Fancy,VVS_VS,H,0.000 TO 0.056,59500,65450
30219,DIAFANVVSVSHI/EF0.000 TO 0.056,Diamond,Fancy,VVS,EF,0.000 TO 0.056,59500,65450
30220,DIAFANVVSVSHI/EF0.075 TO 0.08,Diamond,Fancy,VVS,EF,0.075 TO 0.08,59500,65450
30221,DIAFANVVSVSHI/EF0.085 TO 0.125,Diamond,Fancy,VVS,EF,0.085 TO 0.125,59500,65450
30222,DIAFANVVSVSHI/EF0.13 TO 0.175,Diamond,Fancy,VVS,EF,0.13 TO 0.175,59500,65450
30223,DIAFANVVSVSHI0.000 TO 0.056,Diamond,Fancy,VVS,HI,0.000 TO 0.056,59500,65450
30224,DIAFANVVSVSHI0.23 TO 0.29,Diamond,Fancy,VVS,HI,0.23 TO 0.29,59500,65450
30225,DIAFANVVSVSHIJ0.23 TO 0.29,Diamond,Fancy,VVS,HI,0.23 TO 0.29,59500,65450
30226,DIAFANVVSVSIJ0.000 TO 0.056,Diamond,Fancy,VVS,IJ,0.000 TO 0.056,59500,65450
30227,DIAFANVVSVSIJ0.000 to 0.056 (I),Diamond,Fancy,VVS,IJ,0.000 TO 0.056 (I),59500,65450
30228,DIAFANVVSVSIJ0.085 TO 0.125,Diamond,Fancy,VVS,IJ,0.085 TO 0.125,59500,65450
30229,DIAFANVVSVSIJ0.085 TO 0.129,Diamond,Fancy,VVS,IJ,0.085 TO 0.129,59500,65450
30230,DIAFANVVSVSIJ0.13 TO 0.175,Diamond,Fancy,VVS,IJ,0.13 TO 0.175,59500,65450
30231,DIAFANVVSVSIJ0.23 TO 0.29,Diamond,Fancy,VVS,IJ,0.23 TO 0.29,59500,65450
30232,DIAFANVVSVSJK0.000 TO 0.056,Diamond,Fancy,VVS_VS,JK,0.000 TO 0.056,59500,65450
30233,DIAFMRVVSEFDIAFMRVVS0.23 TO 0.29(VI)EF,Forevermark Diamond,Mix,VVS,EF,0.23 TO 0.29(VI)EF,59500,65450
30234,DIAFMVVSMIX0.085 TO 0.125,Forevermark Diamond,Mix,VVS,Mix,0.085 TO 0.125,59500,65450
30235,DIAFNYMIXFGH0.085 TO 0.125 (LLL),Diamond,Fancy,Mix,FGH,0.085 TO 0.125 (LLL),59500,65450
30236,DIAFNYMIXFGH0.135 TO 0.175 (IV),Diamond,Fancy,Mix,FGH,0.135 TO 0.175 (IV),59500,65450
30237,DIAFNYMIXGH0.085 TO 0.125 (LLL),Diamond,Fancy,Mix,GH,0.085 TO 0.125 (LLL),59500,65450
30238,DIAFNYMIXIJ0.13 TO 0.175,Diamond,Fancy,Mix,IJ,0.13 TO 0.175,59500,65450
30239,DIAFNYMIXIJ0.180 TO 0.220 (V),Diamond,Fancy,Mix,IJ,0.180 TO 0.220 (V),59500,65450
30240,DIAFNYMIXMIX  0.50 TO 0.69(IX),Diamond,Fancy,Mix,Mix,  0.50 TO 0.69(IX),59500,65450
30241,DIAFNYSIIJ0.000 TO 0.056,Diamond,Fancy,SI,IJ,0.000 TO 0.056,59500,65450
30242,DIAFNYVS  SIFG0.085 TO 0.125 (LLL),Diamond,Fancy,VS,FG,0.085 TO 0.125 (LLL),59500,65450
30243,DIAFNYVS  SIGH0.085 TO 0.125 (LLL),Diamond,Fancy,VS,GH,0.085 TO 0.125 (LLL),59500,65450
30244,DIAFNYVS  SIIJ0.000 TO 0.056,Diamond,Fancy,VS  SI,IJ,0.000 TO 0.056,59500,65450
30245,DIAFNYVS  SIIJ0.13 TO 0.175,Diamond,Fancy,VS  SI,IJ,0.13 TO 0.175,59500,65450
30246,DIAFNYVS  SIIJ0.180 to 0.220,Diamond,Fancy,VS,IJ,0.180 to 0.220,59500,65450
30247,DIAFNYVS  SIIJMIX,Diamond,Fancy,VS,IJ,Mix,59500,65450
30248,DIAFNYVS _ SIGH0.085 TO 0.125 (LLL),Diamond,Fancy,VS _ SI,GH,0.085 TO 0.125 (LLL),59500,65450
30249,DIAFNYVS _ SIIJ0.000 TO 0.056,Diamond,Fancy,VS _ SI,IJ,0.000 TO 0.056,59500,65450
30250,DIAFNYVS _ SIIJ0.075 TO 0.080 (LL),Diamond,Fancy,VS _ SI,IJ,0.075 TO 0.080 (LL),59500,65450
30251,DIAFNYVS _ SIIJ0.085 TO 0.125 (LLL),Diamond,Fancy,VS _ SI,IJ,0.085 TO 0.125 (LLL),59500,65450
30252,DIAFNYVS _ SIIJ0.13 TO 0.175,Diamond,Fancy,VS _ SI,IJ,0.13 TO 0.175,59500,65450
30253,DIAFNYVS _ SIIJ0.180 to 0.220,Diamond,Fancy,VS _ SI,IJ,0.180 to 0.220,59500,65450
30254,DIAFNYVS _ SIIJ0.180 TO 0.220 (V),Diamond,Fancy,VS _ SI,IJ,0.180 TO 0.220 (V),59500,65450
30255,DIAFNYVS _ SIIJMIX,Diamond,Fancy,VS _ SI,IJ,Mix,59500,65450
30256,DIAFNYVS_SIFG0.075 TO 0.08,Diamond,Fancy,VS_SI,FG,0.075 TO 0.08,59500,65450
30257,DIAFNYVS_SIFGHMIX,Diamond,Fancy,VS_SI,FGH,Mix,59500,65450
30258,DIAFNYVS_SIGH0.000 TO 0.056 (I),Diamond,Fancy,VS_SI,GH,0.000 TO 0.056 (I),59500,65450
30259,DIAFNYVS_SIGH0.085 TO 0.0134 (III),Diamond,Fancy,VS_SI,GH,0.085 TO 0.0134 (III),59500,65450
30260,DIAFNYVS_SIGMIX,Diamond,Fancy,VS_SI,G,Mix,59500,65450
