stone_bom_variant,stone_type,stone_shape,stone_quality,stone_color,wt_range,indian_rate_carat,usa_rate_carat,
30261,DIAFNYVS_SIIJ0.085 TO 0.125 (LLL),Diamond,Fancy,VS_SI,IJ,0.085 TO 0.125 (LLL),59500,65450
30262,DIAFNYVS_SIIJ0.180 TO 0.220 (V),Diamond,Fancy,VS_SI,IJ,0.180 TO 0.220 (V),59500,65450
30263,DIAFNYVSSIFG0.075 TO 0.08,Diamond,Fancy,VS,FG,0.075 TO 0.08,59500,65450
30264,DIAFNYVSSIFGH0.135 TO 0.175(IV),Diamond,Fancy,VS,GH,0.135 TO 0.175(IV),59500,65450
30265,DIAFNYVSSIFGHMIX,Diamond,Fancy,VS,GH,Mix,59500,65450
30266,DIAFNYVSSIGH0.000 TO 0.056 (I),Diamond,Fancy,VS,GH,0.000 TO 0.056 (I),59500,65450
30267,DIAFNYVSSIGH0.085 TO 0.0134 (III),Diamond,Fancy,VS,GH,0.085 TO 0.0134 (III),59500,65450
30268,DIAFNYVSSIGMIX,Diamond,Fancy,VS,IG,Mix,59500,65450
30269,DIAFNYVSSIHI   0.085 to 0.125 (lll),Diamond,Fancy,VS,HI,0.085 TO 0.125 (LLL),59500,65450
30270,DIAFNYVSSIIJ   0.075 to 0.080 (ll),Diamond,Fancy,VS,IJ,0.075 TO 0.08,59500,65450
30271,DIAFNYVSSIIJ   0.085 to 0.125 (lll),Diamond,Fancy,VS,IJ,0.085 TO 0.125 (LLL),59500,65450
30272,DIAFNYVSSIIJ0.085 TO 0.125 (LLL),Diamond,Fancy,VS,IJ,0.085 TO 0.125 (LLL),59500,65450
30273,DIAFNYVSSIIJ0.180 TO 0.220 (V),Diamond,Fancy,VS,IJ,0.180 TO 0.220 (V),59500,65450
30274,DIAFNYVVS  VSFGH0.000 TO 0.056 (I),Diamond,Fancy,VVS,GH,0.000 TO 0.056 (I),59500,65450
30275,DIAFNYVVS  VSFGH0.135 TO 0.175 (IV),Diamond,Fancy,VVS,GH,0.135 TO 0.175 (IV),59500,65450
30276,DIAFNYVVS  VSGH   0.135 to 0.175 (IV),Diamond,Fancy,VVS,GH,0.135 TO 0.175 (IV),59500,65450
30277,DIAFNYVVS  VSGH   0.180 to 0.220 (V),Diamond,Fancy,VVS,GH,0.180 TO 0.220 (V),59500,65450
30278,DIAFNYVVS  VSGH0.085 to 0.125,Diamond,Fancy,VVS,GH,0.085 TO 0.125,59500,65450
30279,DIAFNYVVS  VSGH0.135 TO 0.175 (IV),Diamond,Fancy,VVS,GH,0.135 TO 0.175 (IV),59500,65450
30280,DIAFNYVVS  VSGH0.180 TO 0.220 (V),Diamond,Fancy,VVS,GH,0.180 TO 0.220 (V),59500,65450
30281,DIAFNYVVS  VSIJ0.085 TO 0.125 (LLL),Diamond,Fancy,VVS,IJ,0.085 TO 0.125 (LLL),59500,65450
30282,DIAFNYVVS  VSIJ0.135 TO 0.175 (IV),Diamond,Fancy,VVS,IJ,0.135 TO 0.175 (IV),59500,65450
30283,DIAFNYVVS  VSIJ0.180 TO 0.220 (V),Diamond,Fancy,VVS,IJ,0.180 TO 0.220 (V),59500,65450
30284,DIAFNYVVS _ VSFGH0.000 TO 0.056 (I),Diamond,Fancy,VVS _ VS,FGH,0.000 TO 0.056 (I),59500,65450
30285,DIAFNYVVS _ VSFGH0.135 TO 0.175 (IV),Diamond,Fancy,VVS _ VS,FGH,0.135 TO 0.175 (IV),59500,65450
30286,DIAFNYVVS _ VSGH  0.50 TO 0.69(IX),Diamond,Fancy,VVS _ VS,GH,  0.50 TO 0.69(IX),59500,65450
30287,DIAFNYVVS _ VSGH0.085 to 0.125,Diamond,Fancy,VVS _ VS,GH,0.085 to 0.125,59500,65450
30288,DIAFNYVVS _ VSIJ0.085 TO 0.125 (LLL),Diamond,Fancy,VVS _ VS,IJ,0.085 TO 0.125 (LLL),59500,65450
30289,DIAFNYVVS _ VSIJ0.135 TO 0.175 (IV),Diamond,Fancy,VVS _ VS,IJ,0.135 TO 0.175 (IV),59500,65450
30290,DIAFNYVVS _ VSIJ0.180 TO 0.220 (V),Diamond,Fancy,VVS _ VS,IJ,0.180 TO 0.220 (V),59500,65450
30291,DIAFNYVVS_VSGH0.000 TO 0.056 (I),Diamond,Fancy,VVS_VS,GH,0.000 TO 0.056 (I),59500,65450
30292,DIAFNYVVS_VSGH0.085 TO 0.0134 (III),Diamond,Fancy,VVS_VS,GH,0.085 TO 0.0134 (III),59500,65450
30293,DIAFNYVVS_VSGH0.135 TO 0.175 (IV),Diamond,Fancy,VVS_VS,GH,0.135 TO 0.175 (IV),59500,65450
30294,DIAFNYVVS_VSHI0.40 TO 0.49 (VIII),Diamond,Fancy,VVS_VS,HI,0.40 TO 0.49 (VIII),59500,65450
30295,DIAFNYVVSFG0.000 TO 0.056,Diamond,Fancy,VVS,FG,0.000 TO 0.056,59500,65450
30296,DIAFNYVVSGH02.01_3CT,Diamond,Fancy,VVS,GH,02.01_3CT,59500,65450
30297,DIAFNYVVSGH02.013CT,Diamond,Fancy,VVS,GH,02.013CT,59500,65450
30298,DIAFNYVVSVSFG0.000 TO 0.056 (I),Diamond,Fancy,VVS,FG,0.000 TO 0.056 (I),59500,65450
30299,DIAFNYVVSVSFG0.085 TO 0.0134 (III),Diamond,Fancy,VVS,FG,0.085 TO 0.0134 (III),59500,65450
30300,DIAFNYVVSVSFGH0.000 TO 0.056 (I),Diamond,Fancy,VVS,GH,0.000 TO 0.056 (I),59500,65450
30301,DIAFNYVVSVSFGH0.075 TO 0.08,Diamond,Fancy,VVS,GH,0.075 TO 0.08,59500,65450
30302,DIAFNYVVSVSFGH0.085 TO 0.0134 (III),Diamond,Fancy,VVS,GH,0.085 TO 0.0134 (III),59500,65450
30303,DIAFNYVVSVSFGH0.085 to 0.125,Diamond,Fancy,VVS,GH,0.085 TO 0.125,59500,65450
30304,DIAFNYVVSVSFGH0.135 TO 0.175 (IV),Diamond,Fancy,VVS,GH,0.135 TO 0.175 (IV),59500,65450
30305,DIAFNYVVSVSGH0.000 TO 0.056 (I),Diamond,Fancy,VVS,GH,0.000 TO 0.056 (I),59500,65450
30306,DIAFNYVVSVSGH0.085 TO 0.0134 (III),Diamond,Fancy,VVS,GH,0.085 TO 0.0134 (III),59500,65450
30307,DIAFNYVVSVSGH0.135 TO 0.175 (IV),Diamond,Fancy,VVS,GH,0.135 TO 0.175 (IV),59500,65450
30308,DIAFNYVVSVSHI0.40 TO 0.49 (VIII),Diamond,Fancy,VVS,HI,0.40 TO 0.49 (VIII),59500,65450
30309,DIALQDVVSEFMIX,Diamond,Mix,VVS,EF,Mix,59500,65450
30310,DIALQPVVSEFMIX,Diamond,Mix,VVS,EF,Mix,59500,65450
30311,DIAMAQIFVVSVSEFBELOW01CT,Diamond,Marquise,VVS,EF,BELOW01CT,59500,65450
30312,DIAMAQSI3EF0.000 TO 0.056,Diamond,Marquise,SI3,EF,0.000 TO 0.056,59500,65450
30313,DIAMAQSI3FGH0.075 to 0.084,Diamond,Marquise,SI3,FGH,0.075 TO 0.084,59500,65450
30314,DIAMAQSI3FGH0.085 to 0.13,Diamond,Marquise,SI3,FGH,0.085 TO 0.13,59500,65450
30315,DIAMAQSI3GH0.075 TO 0.084,Diamond,Marquise,SI3,GH,0.075 TO 0.084,59500,65450
30316,DIAMAQSIJK0.000 TO 0.056,Diamond,Marquise,SI,JK,0.000 TO 0.056,59500,65450
30317,DIAMAQSIJK0.085 TO 0.125,Diamond,Marquise,SI,JK,0.085 TO 0.125,59500,65450
30318,DIAMAQVS  SIEF0.075 TO 0.08 (II),Diamond,Marquise,VS,EF,0.075 TO 0.08 (II),59500,65450
30319,DIAMAQVS  SIEF0.085 TO 0.125 (III),Diamond,Marquise,VS,EF,0.085 TO 0.125 (III),59500,65450
30320,DIAMAQVS  SIEF0.13 TO 0.175 (IV),Diamond,Marquise,VS,EF,0.13 TO 0.175,59500,65450
30321,DIAMAQVS  SIEF0.18 TO 0.22 (V),Diamond,Marquise,VS,EF,0.18 TO 0.22 (V),59500,65450
30322,DIAMAQVS  SIEF0.40 TO 0.49 (VIII),Diamond,Marquise,VS,EF,0.40 TO 0.49 (VIII),59500,65450
30323,DIAMAQVS  SIEF04.01  5 CT,Diamond,Marquise,VS,EF,04.01  5 CT,59500,65450
30324,DIAMAQVS  SIEF04.01 _ 5 CT,Diamond,Marquise,VS  SI,EF,04.01 _ 5 CT,59500,65450
30325,DIAMAQVS  SIFG0.075 TO 0.08 (II),Diamond,Marquise,VS,FG,0.075 TO 0.08 (II),59500,65450
30326,DIAMAQVS  SIIJ0.085 TO 0.13,Diamond,Marquise,VS,IJ,0.085 to 0.13,59500,65450
30327,DIAMAQVS  SIIJMIX,Diamond,Marquise,VS,IJ,Mix,59500,65450
30328,DIAMAQVS _ SIEF0.40 TO 0.49 (VIII),Diamond,Marquise,VS _ SI,EF,0.40 TO 0.49 (VIII),59500,65450
30329,DIAMAQVS _ SIIJ0.085 TO 0.13,Diamond,Marquise,VS _ SI,IJ,0.085 TO 0.13,59500,65450
30330,DIAMAQVS_SIFG0.085 TO 0.125,Diamond,Marquise,VS_SI,FG,0.085 TO 0.125,59500,65450
30331,DIAMAQVS_SIFG0.13 TO 0.175,Diamond,Marquise,VS_SI,FG,0.13 TO 0.175,59500,65450
30332,DIAMAQVS_SIFGH 0.18 TO 0.22,Diamond,Marquise,VS_SI,FGH,0.18 TO 0.22,59500,65450
30333,DIAMAQVS_SIFGH0.000 to 0.056,Diamond,Marquise,VS_SI,FGH,0.000 TO 0.056,59500,65450
30334,DIAMAQVS_SIFGH0.075 TO 0.08,Diamond,Marquise,VS_SI,FGH,0.075 TO 0.08,59500,65450
30335,DIAMAQVS_SIFGH0.075 TO 0.08 (II),Diamond,Marquise,VS_SI,FGH,0.075 TO 0.08 (II),59500,65450
30336,DIAMAQVS_SIFGH0.075 to 0.084,Diamond,Marquise,VS_SI,FGH,0.075 TO 0.084,59500,65450
30337,DIAMAQVS_SIFGH0.085 to 0.13,Diamond,Marquise,VS_SI,FGH,0.085 TO 0.13,59500,65450
30338,DIAMAQVS_SIFGH0.13 TO 0.175(IV),Diamond,Marquise,VS_SI,FGH,0.13 TO 0.175(IV),59500,65450
30339,DIAMAQVS_SIFGH0.135 TO 0.175 (IV),Diamond,Marquise,VS_SI,FGH,0.135 TO 0.175 (IV),59500,65450
30340,DIAMAQVS_SIFGH0.18 TO 0.22,Diamond,Marquise,VS_SI,FGH,0.18 TO 0.22,59500,65450
30341,DIAMAQVS_SIGH0.000 TO 0.056,Diamond,Marquise,VS_SI,GH,0.000 TO 0.056,59500,65450
30342,DIAMAQVS_SIGH0.075 TO 0.08,Diamond,Marquise,VS_SI,GH,0.075 TO 0.08,59500,65450
30343,DIAMAQVS_SIGH0.085 TO 0.125,Diamond,Marquise,VS_SI,GH,0.085 TO 0.125,59500,65450
30344,DIAMAQVS_SIGH0.13 TO 0.175,Diamond,Marquise,VS_SI,GH,0.13 TO 0.175,59500,65450
30345,DIAMAQVS_SIGH0.18 TO 0.22,Diamond,Marquise,VS_SI,GH,0.18 TO 0.22,59500,65450
30346,DIAMAQVS_SIHI0.000 TO 0.056,Diamond,Marquise,VS_SI,HI,0.000 TO 0.056,59500,65450
30347,DIAMAQVS_SIHI0.085 TO 0.125,Diamond,Marquise,VS_SI,HI,0.085 TO 0.125,59500,65450
30348,DIAMAQVS_SIHIMIX,Diamond,Marquise,VS_SI,HI,Mix,59500,65450
30349,DIAMAQVS_SIIJ0.000 to 0.056,Diamond,Marquise,VS_SI,IJ,0.000 TO 0.056,59500,65450
30350,DIAMAQVS_SIIJ0.075 TO 0.08 (II),Diamond,Marquise,VS_SI,IJ,0.075 TO 0.08 (II),59500,65450
30351,DIAMAQVS_SIIJ0.075 TO 0.084,Diamond,Marquise,VS_SI,IJ,0.075 TO 0.084,59500,65450
30352,DIAMAQVS_SIIJ0.085 TO 0.129,Diamond,Marquise,VS_SI,IJ,0.085 TO 0.129,59500,65450
30353,DIAMAQVS_SIIJ0.085 TO 0.134 (III),Diamond,Marquise,VS_SI,IJ,0.085 TO 0.134 (III),59500,65450
30354,DIAMAQVS_SIIJ0.18 TO 0.22 (V),Diamond,Marquise,VS_SI,IJ,0.18 TO 0.22 (V),59500,65450
30355,DIAMAQVS_SIIJ0.23 TO 0.29,Diamond,Marquise,VS_SI,IJ,0.23 TO 0.29,59500,65450
30356,DIAMAQVSEF0.23 TO 0.29 (VI),Diamond,Marquise,VS,EF,0.23 TO 0.29 (VI),59500,65450
30357,DIAMAQVSEF03.01  4 CT,Diamond,Marquise,VS,EF,03.01  4 CT,59500,65450
30358,DIAMAQVSEFBELOW01CT,Diamond,Marquise,VS,EF,BELOW01CT,59500,65450
30359,DIAMAQVSFGH0.057 TO 0.074,Diamond,Marquise,VS,FGH,0.057 TO 0.074,59500,65450
30360,DIAMAQVSFGH0.075 TO 0.084,Diamond,Marquise,VS,FGH,0.075 TO 0.084,74000,81400
30361,DIAMAQVSFGH0.085 TO 0.134 (III),Diamond,Marquise,VS,FGH,0.085 TO 0.134 (III),59500,65450
30362,DIAMAQVSGH0.000 TO 0.056 (I),Diamond,Marquise,VS,GH,0.000 TO 0.056 (I),59500,65450
30363,DIAMAQVSGH0.23 TO 0.29,Diamond,Marquise,VS,GH,0.23 TO 0.29,59500,65450
30364,DIAMAQVSGHI0.085 TO 0.125,Diamond,Marquise,VS,GHI,0.085 TO 0.125,59500,65450
30365,DIAMAQVSGHI0.13 TO 0.175,Diamond,Marquise,VS,GHI,0.13 TO 0.175,59500,65450
30366,DIAMAQVSHI0.23 TO 0.29,Diamond,Marquise,VS,HI,0.23 TO 0.29,59500,65450
30367,DIAMAQVSHIJ0.085 TO 0.125,Diamond,Marquise,VS,HIJ,0.085 TO 0.125,59500,65450
30368,DIAMAQVSHIJ0.18 TO 0.22,Diamond,Marquise,VS,HIJ,0.18 TO 0.22,59500,65450
30369,DIAMAQVSIIJ0.000 TO 0.056,Diamond,Marquise,VS_SI,IJ,0.000 TO 0.056,59500,65450
30370,DIAMAQVSIIJ0.075 TO 0.084,Diamond,Marquise,VS_SI,IJ,0.075 TO 0.084,59500,65450
30371,DIAMAQVSIJ0.085 TO 0.125,Diamond,Marquise,VS,IJ,0.085 TO 0.125,59500,65450
30372,DIAMAQVSIJ0.13 TO 0.175,Diamond,Marquise,VS,IJ,0.13 TO 0.175,59500,65450
30373,DIAMAQVSSIFG0.000 TO 0.056,Diamond,Marquise,VS,FG,0.000 TO 0.056,59500,65450
30374,DIAMAQVSSIFG0.085 TO 0.125,Diamond,Marquise,VS,FG,0.085 TO 0.125,59500,65450
30375,DIAMAQVSSIFG0.13 TO 0.175,Diamond,Marquise,VS,FG,0.13 TO 0.175,59500,65450
30376,DIAMAQVSSIFGH 0.18 TO 0.22,Diamond,Marquise,VS,GH,0.18 TO 0.22,59500,65450
30377,DIAMAQVSSIFGH0.000 to 0.056,Diamond,Marquise,VS,GH,0.000 TO 0.056,59500,65450
30378,DIAMAQVSSIFGH0.000 TO 0.056 (I),Diamond,Marquise,VS,GH,0.000 TO 0.056 (I),59500,65450
30379,DIAMAQVSSIFGH0.075 TO 0.08,Diamond,Marquise,VS,GH,0.075 TO 0.08,59500,65450
30380,DIAMAQVSSIFGH0.075 TO 0.08 (II),Diamond,Marquise,VS,GH,0.075 TO 0.08 (II),59500,65450
30381,DIAMAQVSSIFGH0.075 to 0.084,Diamond,Marquise,VS,GH,0.075 TO 0.084,59500,65450
30382,DIAMAQVSSIFGH0.085 TO 0.125,Diamond,Marquise,VS,GH,0.085 TO 0.125,59500,65450
30383,DIAMAQVSSIFGH0.085 TO 0.125 (III),Diamond,Marquise,VS,GH,0.085 TO 0.125 (III),59500,65450
30384,DIAMAQVSSIFGH0.085 TO 0.129,Diamond,Marquise,VS,GH,0.085 TO 0.129,59500,65450
30385,DIAMAQVSSIFGH0.085 to 0.13,Diamond,Marquise,VS,GH,0.085 to 0.13,59500,65450
30386,DIAMAQVSSIFGH0.085 TO 0.134 (III),Diamond,Marquise,VS,GH,0.085 to 0.13,59500,65450
30387,DIAMAQVSSIFGH0.13 to 0.175,Diamond,Marquise,VS,GH,0.13 TO 0.175,59500,65450
30388,DIAMAQVSSIFGH0.13 TO 0.175(IV),Diamond,Marquise,VS,GH,0.13 TO 0.175(IV),59500,65450
30389,DIAMAQVSSIFGH0.13 TO 0.179,Diamond,Marquise,VS,GH,0.13 TO 0.179,59500,65450
30390,DIAMAQVSSIFGH0.135 TO 0.175 (IV),Diamond,Marquise,VS,GH,0.135 TO 0.175 (IV),59500,65450
30391,DIAMAQVSSIFGH0.18 TO 0.22,Diamond,Marquise,VS,GH,0.18 TO 0.22,59500,65450
30392,DIAMAQVSSIG0.000 to 0.056 (I),Diamond,Marquise,VS,IG,0.000 TO 0.056 (I),59500,65450
30393,DIAMAQVSSIGH0.000 TO 0.056,Diamond,Marquise,VS,GH,0.000 TO 0.056,59500,65450
30394,DIAMAQVSSIGH0.075 TO 0.08,Diamond,Marquise,VS,GH,0.075 TO 0.08,59500,65450
30395,DIAMAQVSSIGH0.085 TO 0.125,Diamond,Marquise,VS,GH,0.085 TO 0.125,59500,65450
30396,DIAMAQVSSIGH0.13 TO 0.175,Diamond,Marquise,VS,GH,0.13 TO 0.175,59500,65450
30397,DIAMAQVSSIGH0.18 TO 0.22,Diamond,Marquise,VS,GH,0.18 TO 0.22,59500,65450
30398,DIAMAQVSSIHI0.000 TO 0.056,Diamond,Marquise,VS,HI,0.000 TO 0.056,59500,65450
30399,DIAMAQVSSIHI0.000 TO 0.056 (I),Diamond,Marquise,VS,HI,0.000 TO 0.056 (I),59500,65450
30400,DIAMAQVSSIHI0.085 TO 0.125,Diamond,Marquise,VS,HI,0.085 TO 0.125,59500,65450
30401,DIAMAQVSSIHIMIX,Diamond,Marquise,VS,HI,Mix,59500,65450
30402,DIAMAQVSSIIJ0.000 to 0.056,Diamond,Marquise,VS,IJ,0.000 TO 0.056,59500,65450
30403,DIAMAQVSSIIJ0.000 TO 0.056 (I),Diamond,Marquise,VS,IJ,0.000 TO 0.056 (I),59500,65450
30404,DIAMAQVSSIIJ0.075 TO 0.08,Diamond,Marquise,VS,IJ,0.075 TO 0.08,59500,65450
30405,DIAMAQVSSIIJ0.075 TO 0.08 (II),Diamond,Marquise,VS,IJ,0.075 TO 0.08 (II),59500,65450
30406,DIAMAQVSSIIJ0.085 TO 0.0134 (III),Diamond,Marquise,VS,IJ,0.085 TO 0.0134 (III),59500,65450
30407,DIAMAQVSSIIJ0.085 TO 0.125,Diamond,Marquise,VS,IJ,0.085 TO 0.125,59500,65450
30408,DIAMAQVSSIIJ0.085 TO 0.125 (III),Diamond,Marquise,VS,IJ,0.085 TO 0.125 (III),59500,65450
30409,DIAMAQVSSIIJ0.085 TO 0.125(III),Diamond,Marquise,VS,IJ,0.085 TO 0.125,59500,65450
30410,DIAMAQVSSIIJ0.085 TO 0.129,Diamond,Marquise,VS,IJ,0.085 TO 0.129,59500,65450
30411,DIAMAQVSSIIJ0.085 TO 0.134 (III),Diamond,Marquise,VS,IJ,0.085 to 0.13,59500,65450
30412,DIAMAQVSSIIJ0.13 TO 0.175,Diamond,Marquise,VS,IJ,0.13 TO 0.175,59500,65450
30413,DIAMAQVSSIIJ0.135 TO 0.175 (IV),Diamond,Marquise,VS,IJ,0.135 TO 0.175 (IV),59500,65450
30414,DIAMAQVSSIIJ0.18 TO 0.22,Diamond,Marquise,VS,IJ,0.18 TO 0.22,59500,65450
30415,DIAMAQVSSIIJ0.18 TO 0.22 (V),Diamond,Marquise,VS,IJ,0.18 TO 0.22 (V),59500,65450
30416,DIAMAQVSSIIJ0.23 TO 0.29,Diamond,Marquise,VS,IJ,0.23 TO 0.29,59500,65450
30417,DIAMAQVVS  VSEF0.000 TO 0.056 (I),Diamond,Marquise,VVS,EF,0.000 TO 0.056 (I),59500,65450
30418,DIAMAQVVS  VSEF0.075 TO 0.08 (II),Diamond,Marquise,VVS,EF,0.075 TO 0.08 (II),59500,65450
30419,DIAMAQVVS  VSEF0.085 TO 0.125 (III),Diamond,Marquise,VVS,EF,0.085 TO 0.125 (III),59500,65450
30420,DIAMAQVVS  VSEF0.13 TO 0.175 (IV),Diamond,Marquise,VVS,EF,0.13 TO 0.175,59500,65450
30421,DIAMAQVVS  VSEF0.18 TO 0.22 (V),Diamond,Marquise,VVS,EF,0.18 TO 0.22 (V),59500,65450
30422,DIAMAQVVS  VSEF0.23 TO 0.29 (VI),Diamond,Marquise,VVS,EF,0.23 TO 0.29,59500,65450
30423,DIAMAQVVS  VSEF0.30 TO 0.39 (VII),Diamond,Marquise,VVS,EF,0.30 TO 0.39 (VII),59500,65450
30424,DIAMAQVVS  VSEF0.40 TO 0.49 (VIII),Diamond,Marquise,VVS,EF,0.40 TO 0.49 (VIII),59500,65450
30425,DIAMAQVVS  VSEF01.012CT,Diamond,Marquise,VVS,EF,01.012CT,59500,65450
30426,DIAMAQVVS  VSEF02.01  3 CT,Diamond,Marquise,VVS,EF,02.01  3 CT,59500,65450
30427,DIAMAQVVS  VSEF02.013CT,Diamond,Marquise,VVS,EF,02.013CT,59500,65450
30428,DIAMAQVVS  VSEF03.014CT,Diamond,Marquise,VVS,EF,03.014CT,59500,65450
30429,DIAMAQVVS  VSEF04.015CT,Diamond,Marquise,VVS,EF,04.015CT,59500,65450
30430,DIAMAQVVS  VSEF05.016CT,Diamond,Marquise,VVS,EF,05.016CT,59500,65450
30431,DIAMAQVVS  VSEF1.00 ABOVE (XI),Diamond,Marquise,VVS,EF,1.00 ABOVE (XI),59500,65450
30432,DIAMAQVVS  VSEFBELOW 01 CT,Diamond,Marquise,VVS  VS,EF,BELOW 01 CT,59500,65450
30433,DIAMAQVVS  VSEFBELOW01CT,Diamond,Marquise,VVS,EF,BELOW01CT,59500,65450
30434,DIAMAQVVS  VSFG0.085 TO 0.125 (III),Diamond,Marquise,VVS,FG,0.085 TO 0.125 (III),59500,65450
30435,DIAMAQVVS  VSFGH0.000 TO 0.056,Diamond,Marquise,VVS,GH,0.000 TO 0.056,59500,65450
30436,DIAMAQVVS  VSFGH0.18 TO 0.22,Diamond,Marquise,VVS,GH,0.18 TO 0.22,59500,65450
30437,DIAMAQVVS  VSFGMIX,Diamond,Marquise,VVS,FG,Mix,59500,65450
30438,DIAMAQVVS  VSGH0.000 TO 0.056,Diamond,Marquise,VVS,GH,0.000 TO 0.056,59500,65450
30439,DIAMAQVVS  VSGH0.001 TO 0.056 (I),Diamond,Marquise,VVS,GH,0.001 TO 0.056 (I),59500,65450
30440,DIAMAQVVS  VSGHI  0.075 TO 0.08 (II),Diamond,Marquise,VVS,GH,0.075 TO 0.08 (II),59500,65450
30441,DIAMAQVVS  VSGHI0.001 TO 0.056 (I),Diamond,Marquise,VVS,GH,0.001 TO 0.056 (I),59500,65450
30442,DIAMAQVVS  VSGHI0.085 TO 0.125(III),Diamond,Marquise,VVS,GH,0.085 TO 0.125,59500,65450
30443,DIAMAQVVS  VSHI0.000 TO 0.056 (I),Diamond,Marquise,VVS,HI,0.000 TO 0.056 (I),59500,65450
30444,DIAMAQVVS _ VSEF0.000 TO 0.056 (I),Diamond,Marquise,VVS _ VS,EF,0.000 TO 0.056 (I),59500,65450
30445,DIAMAQVVS _ VSEF0.30 TO 0.39 (VII),Diamond,Marquise,VVS _ VS,EF,0.30 TO 0.39 (VII),59500,65450
30446,DIAMAQVVS _ VSEF01.01_2CT,Diamond,Marquise,VVS _ VS,EF,01.01_2CT,59500,65450
30447,DIAMAQVVS _ VSEF02.01 _ 3 CT,Diamond,Marquise,VVS _ VS,EF,02.01 _ 3 CT,59500,65450
30448,DIAMAQVVS _ VSEF03.01_4CT,Diamond,Marquise,VVS _ VS,EF,03.01_4CT,59500,65450
30449,DIAMAQVVS _ VSEF04.01_5CT,Diamond,Marquise,VVS _ VS,EF,04.01_5CT,59500,65450
30450,DIAMAQVVS _ VSEF05.01_6CT,Diamond,Marquise,VVS _ VS,EF,05.01_6CT,59500,65450
30451,DIAMAQVVS _ VSFGH0.000 TO 0.056,Diamond,Marquise,VVS _ VS,FGH,0.000 TO 0.056,59500,65450
30452,DIAMAQVVS _ VSFGH0.18 TO 0.22,Diamond,Marquise,VVS _ VS,FGH,0.18 TO 0.22,59500,65450
30453,DIAMAQVVS _ VSGH0.001 TO 0.056 (I),Diamond,Marquise,VVS _ VS,GH,0.001 TO 0.056 (I),59500,65450
30454,DIAMAQVVS _ VSGHI  0.075 TO 0.08 (II),Diamond,Marquise,VVS _ VS,GHI,  0.075 TO 0.08 (II),59500,65450
30455,DIAMAQVVS _ VSGHI0.001 TO 0.056 (I),Diamond,Marquise,VVS _ VS,GHI,0.001 TO 0.056 (I),59500,65450
30456,DIAMAQVVS _ VSGHI0.085 TO 0.125(III),Diamond,Marquise,VVS _ VS,GHI,0.085 TO 0.125(III),59500,65450
30457,DIAMAQVVS_VSFG0.075 TO 0.08,Diamond,Marquise,VVS_VS,FG,0.075 TO 0.08,59500,65450
30458,DIAMAQVVS_VSFG0.085 TO 0.125,Diamond,Marquise,VVS_VS,FG,0.085 TO 0.125,59500,65450
30459,DIAMAQVVS_VSFGH0.075 to 0.084,Diamond,Marquise,VVS_VS,FGH,0.075 TO 0.084,59500,65450
30460,DIAMAQVVS_VSFGH0.085 TO 0.125 (III),Diamond,Marquise,VVS_VS,FGH,0.085 TO 0.125 (III),59500,65450
30461,DIAMAQVVS_VSGH0.18 TO 0.22 (V),Diamond,Marquise,VVS_VS,GH,0.18 TO 0.22 (V),59500,65450
30462,DIAMAQVVS_VSGHI 0.085 TO 0.125 (III),Diamond,Marquise,VVS_VS,GHI,0.085 TO 0.125 (III),59500,65450
30463,DIAMAQVVS_VSGHI 0.18 TO 0.22 (V),Diamond,Marquise,VVS_VS,GHI,0.18 TO 0.22 (V),59500,65450
30464,DIAMAQVVS_VSGHI0.000 TO 0.056,Diamond,Marquise,VVS_VS,GHI,0.000 TO 0.056,59500,65450
30465,DIAMAQVVS_VSGHI0.000 TO 0.056 (I),Diamond,Marquise,VVS_VS,GHI,0.000 TO 0.056 (I),59500,65450
30466,DIAMAQVVS_VSGHI0.075 TO 0.08,Diamond,Marquise,VVS_VS,GHI,0.075 TO 0.08,59500,65450
30467,DIAMAQVVS_VSGHI0.075 TO 0.08 (II),Diamond,Marquise,VVS_VS,GHI,0.075 TO 0.08 (II),59500,65450
30468,DIAMAQVVS_VSGHI0.085 TO 0.125,Diamond,Marquise,VVS_VS,GHI,0.085 TO 0.125,59500,65450
30469,DIAMAQVVS_VSGHI0.085 TO 0.125(III),Diamond,Marquise,VVS_VS,GHI,0.085 TO 0.125(III),59500,65450
30470,DIAMAQVVS_VSGHI0.13 TO 0.175,Diamond,Marquise,VVS_VS,GHI,0.13 TO 0.175,59500,65450
30471,DIAMAQVVS_VSGHI0.13 TO 0.175(IV),Diamond,Marquise,VVS_VS,GHI,0.13 TO 0.175(IV),59500,65450
30472,DIAMAQVVS_VSGHI0.18 TO 0.22,Diamond,Marquise,VVS_VS,GHI,0.18 TO 0.22,59500,65450
30473,DIAMAQVVS_VSGHI0.23 TO 0.29,Diamond,Marquise,VVS_VS,GHI,0.23 TO 0.29,59500,65450
30474,DIAMAQVVS_VSGHI0.23 TO 0.29 (VI),Diamond,Marquise,VVS_VS,GHI,0.23 TO 0.29 (VI),59500,65450
30475,DIAMAQVVS_VSHI0.13 TO 0.175,Diamond,Marquise,VVS_VS,HI,0.13 TO 0.175,59500,65450
30476,DIAMAQVVS_VSHI0.18 TO 0.22,Diamond,Marquise,VVS_VS,HI,0.18 TO 0.22,59500,65450
