variant_name,product_type,category,sub_category,sub_sub_category,gold_diamond_uncut,display_in_ui
LFSHNGJMKFDI,Hanging,Earrings,Laxuri Special Product,Full Diamond,Diamond,Yes
LBDHNGJMKCDI,Hanging,Earrings,LB Diamond,Colour Diamond,Diamond,Yes
LPHHNGJMKCDI,Hanging,Earrings,Colour Diamond,Colour Diamond,Diamond,Yes
LRGHNGJMKCDI,Hanging,Earrings,Large,Colour Diamond,Diamond,Yes
ANCERNHNGREG,Hangings,Earrings,Antique,Regular,Gold,Yes
BLKERNHNGREG,Hangings,Earrings,Black,Regular,Gold,Yes
CDIERNCHNGCHNG,Hangings,Earrings,Colour Diamond,Regular,Diamond,Yes
CDIERNHNGREG,Hangings,Earrings,Colour Diamond,Regular,Diamond,Yes
CPIERNHNGREG,Hangings,Earrings,Chakri Polki,Regular,Un-Cut,Yes
GTPERNHNGREG,Hangings,Earrings,Gutta Pusulu,Regular,Gold,Yes
ITLERNHNGREG,Hangings,Earrings,Itealian,Regular,Gold,Yes
KUNERNHNGREG,Hangings,Earrings,Kundan,Regular,Un-Cut,Yes
LCSHNGREGCDI,Hangings,Earrings,Luxury Special Product,Colour Diamond,Diamond,Yes
LFSHNGFANFDI,Hangings,Earrings,Luxury Special Product,Full Diamond,Diamond,Yes
LPHHNGFANCDI,Hangings,Earrings,Luxury Special Product,Colour Diamond,Diamond,Yes
LPHHNGREGCDI,Hangings,Earrings,Luxury Special Product,Colour Diamond,Diamond,Yes
LRGHNGFANCDI,Hangings,Earrings,Large,Colour Diamond,Diamond,Yes
LRGHNGFANFDI,Hangings,Earrings,Large,Full Diamond,Diamond,Yes
RESERNHNGMAL,Hangings,Earrings,Ruby Emerald,Mala,Gold,Yes
RESERNHNGREG,Hangings,Earrings,Ruby Emerald,Regular,Gold,Yes
TMCERNHNGREG,Hangings,Earrings,Temple,Regular,Gold,Yes
UPCERNHNGREG,Hangings,Earrings,Uncut Polki,Regular,Un-Cut,Yes
VCLERNHNGREG,Hangings,Earrings,Victorian Collection,Regular,Un-Cut,Yes
VCLMATCKTREG,Hangings,Earrings,Victorian Collection,Regular,Un-Cut,Yes
CSTERNHNGREG,Hangings,Earrings,Regular,Regular,Gold,Yes
LSPHATREGCDI,Haram Tops,Earrings,Lexury Special Product,Colour Diamond,Diamond,Yes
ITLCHNREG1RE,Italian,Earrings,Regular,Regular,Gold,Yes
ITLCHNREG2RE,Italian,Earrings,Regular,Regular,Gold,Yes
ITLCHNREGBBY,Italian,Earrings,Baby,Regular,Gold,Yes
ITLCHNREGREG,Italian,Earrings,Regular,Regular,Gold,Yes
ITLCHNREGROD,Italian,Earrings,Rhodium,Regular,Gold,Yes
OPNMATJBLPNT,J Bali,Earrings,Open Setting,Pendant Tops,Diamond,Yes
CDIERNJHURJU,Jhumki,Earrings,Jhumki,Colour Diamond,Diamond,Yes
CDIJMKJHURJU,Jhumki,Earrings,Jhumki,Colour Diamond,Diamond,Yes
RESERNJHUREG,Jhumki,Earrings,Ruby Emerald Collection,Regular,Gold,Yes
TMCJMKREGRGR,Jhumki,Earrings,Temple Collection,Regular,Gold,Yes
OPNJMKCJMREG,Jhumkis,Earrings,Jhumki,Chandbali Jhumka,Diamond,Yes
OPNJMKREGCON,Jhumki,Earrings,Jhumki,Regular,Diamond,Yes
ANCJMKREGREG,Jhumkis,Earrings,Antique,Regular,Gold,Yes
ANCMATJHUMNG,Jhumkis,Earrings,Antique,Mango,Gold,Yes
ANCMATJHUREG,Jhumkis,Earrings,Antique,Regular,Gold,Yes
CDIERNJHUCJUCB,Jhumkis,Earrings,Jhumki,Chandbali Jhumka,Diamond,Yes
CDIERNJHURJUCN,Jhumkis,Earrings,Colour Diamond,Regular,Diamond,Yes
CDIERNJHURJUTR,Jhumkis,Earrings,Colour Diamond,Regular,Diamond,Yes
CLSJMKREGCDI,Jhumkis,Earrings,Close Setting,Colour Diamond,Diamond,Yes
CLSJMKREGTRD,Jhumkis,Earrings,Close Setting,Traditional,Diamond,Yes
CPIJMKREGREG,Jhumkis,Earrings,Chakri Polki,Regular,Un-Cut,Yes
CPIMATJHUREG,Jhumkis,Earrings,Chakri Polki,Regular,Un-Cut,Yes
CZAJMKREGREG,Jhumkis,Earrings,Cubic Zirconia,Regular,Gold,Yes
FDIERNJHURJUCN,Jhumkis,Earrings,Full Diamond,Regular,Diamond,Yes
GTPMATJHUREG,Jhumkis,Earrings,Gutta Pusulu,Regular,Gold,Yes
KUNJMKREGREG,Jhumkis,Earrings,Kundan,Regular,Un-Cut,Yes
KUNMATJHUREG,Jhumkis,Earrings,Kundan,Regular,Un-Cut,Yes
LCSHNGCJMCDI,Jhumkis,Earrings,Luxury Special Product,Colour Diamond,Diamond,Yes
OPNJMKCJMCJM,Jhumkis,Earrings,Open Setting,Regular,Diamond,Yes
OPNJMKCJMREG,Jhumkis,Earrings,Open Setting,Regular,Diamond,Yes
OPNJMKREGCON,Jhumkis,Earrings,Open Setting,Coin,Diamond,Yes
OPNJMKREGFAN,Jhumkis,Earrings,Open Setting,Fancy,Diamond,Yes
OPNJMKREGTRD,Jhumkis,Earrings,Open Setting,Traditional,Diamond,Yes
OPNJMKRGRCON,Jhumkis,Earrings,Open Setting,Coin,Diamond,Yes
OPNMATJHUCKT,Jhumkis,Earrings,Open Setting,Choker Tops,Diamond,Yes
OPNMATJHUHAT,Jhumkis,Earrings,Open Setting,Haram Tops,Diamond,Yes
OPNMATJHUNET,Jhumkis,Earrings,Open Setting,Necklace Tops,Diamond,Yes
OPNMATJHUPNT,Jhumkis,Earrings,Open Setting,Pendant Tops,Diamond,Yes
RESJMKREGREG,Jhumkis,Earrings,Ruby Emerald,Regular,Gold,Yes
TMCJMKREGREG,Jhumkis,Earrings,Temple,Regular,Gold,Yes
TMCJMKREGRRE,Jhumkis,Earrings,Temple,Regular,Gold,Yes
TMCMATJHUREG,Jhumkis,Earrings,Temple,Regular,Gold,Yes
UPCJMKREGREG,Jhumkis,Earrings,Uncut Polki,Regular,Un-Cut,Yes
UPCMATJHUREG,Jhumkis,Earrings,Uncut Polki,Regular,Un-Cut,Yes
VCLJMKREGREG,Jhumkis,Earrings,Victorian Collection,Regular,Un-Cut,Yes
VCLMATJHUREG,Jhumkis,Earrings,Victorian Collection,Regular,Un-Cut,Yes
GTPJMKREGREG,Jhumkis,Earrings,Gutta Pusulu,Regular,Gold,Yes
CSTJMKREGREG,Jhumkis,Earrings,Regular,Regular,Gold,Yes
CDIERNJJHUCJUCB,Jhumkis,Earrings,Chandbali Cum Jhumki,Regular,Diamond,Yes
MCNCHNBCNREG,Machine,Earrings,Regular,Regular,Gold,Yes
MCNCHNREGREG,Machine,Earrings,Regular,Regular,Gold,Yes
CDIERNFANCFANC,Matching Tops,Earrings,Colour Diamond,Fancy,Diamond,Yes
CDIERNOPENOPCR,Matching Tops,Earrings,Colour Diamond,Open Setting,Diamond,Yes
CDIERNOPENOPCT,Matching Tops,Earrings,Colour Diamond,Open Setting,Diamond,Yes
CDIERNSETTNECT,Matching Tops,Earrings,Colour Diamond,Necklace Tops,Diamond,Yes
FDIERNFANCFANC,Matching Tops,Earrings,Full Diamond,Fancy,Diamond,Yes
FDIERNOPENOPCT,Matching Tops,Earrings,Full Diamond,Open Setting,Diamond,Yes
FDIERNOPENOPFD,Matching Tops,Earrings,Full Diamond,Open Setting,Diamond,Yes
FDIERNOPENOPNT,Matching Tops,Earrings,Full Diamond,Regular,Diamond,Yes
FDIERNOPENOPSL,Matching Tops,Earrings,Full Diamond,Regular,Diamond,Yes
FDIERNSETTNECT,Matching Tops,Earrings,Full Diamond,Necklace Tops,Diamond,Yes
FDIERNSETTPNDT,Matching Tops,Earrings,Full Diamond,Pendant Tops,Diamond,Yes
LBDCKTREGCDI,Matching Tops,Earrings,Colour Diamond,Regular,Un-Cut,Yes
LBDHATREGCDI,Matching Tops,Earrings,Colour Diamond,Regular,Un-Cut,Yes
LBDNETREGCDI,Matching Tops,Earrings,Colour Diamond,Regular,Un-Cut,Yes
LCSHATREGCDI,Matching Tops,Earrings,Colour Diamond,Regular,Diamond,Yes
LFSNETFANCDI,Matching Tops,Earrings,Colour Diamond,Regular,Diamond,Yes
LFSNETFANFDI,Matching Tops,Earrings,Full Diamond,Regular,Diamond,Yes
LPHCKTFANCDI,Matching Tops,Earrings,Colour Diamond,Regular,Diamond,Yes
LPHHATFANCDI,Matching Tops,Earrings,Colour Diamond,Regular,Diamond,Yes
LPHNETCDIF,Matching Tops,Earrings,Colour Diamond,Regular,Diamond,Yes
LPHNETCDIG,Matching Tops,Earrings,Colour Diamond,Regular,Diamond,Yes
LPHNETCNDCDI,Matching Tops,Earrings,Colour Diamond,Regular,Diamond,Yes
LPHNETFANCDI,Matching Tops,Earrings,Colour Diamond,Regular,Diamond,Yes
LPHPNTFANCDI,Matching Tops,Earrings,Colour Diamond,Regular,Diamond,Yes
LRGCKTFANCDI,Matching Tops,Earrings,Colour Diamond,Regular,Diamond,Yes
LRGCKTFANFDI,Matching Tops,Earrings,Full Diamond,Regular,Diamond,Yes
LRGCKTFDIM,Matching Tops,Earrings,Full Diamond,Regular,Diamond,Yes
LRGHATCDIG,Matching Tops,Earrings,Colour Diamond,Regular,Diamond,Yes
LRGHATFANCDI,Matching Tops,Earrings,Colour Diamond,Regular,Diamond,Yes
LRGNCTFANFDI,Matching Tops,Earrings,Full Diamond,Regular,Diamond,Yes
LRGNETCDIF,Matching Tops,Earrings,Colour Diamond,Regular,Diamond,Yes
LRGNETCNDCDI,Matching Tops,Earrings,Colour Diamond,Regular,Diamond,Yes
LRGNETFANCDI,Matching Tops,Earrings,Colour Diamond,Regular,Diamond,Yes
LRGNETFANFDI,Matching Tops,Earrings,Full Diamond,Regular,Diamond,Yes
LRGNETREGCDI,Matching Tops,Earrings,Colour Diamond,Regular,Diamond,Yes
LRGPNTFANFDI,Matching Tops,Earrings,Full Diamond,Regular,Diamond,Yes
LSPCKTCDIG,Matching Tops,Earrings,Colour Diamond,Regular,Diamond,Yes
LSPCKTSPLCDI,Matching Tops,Earrings,Colour Diamond,Regular,Diamond,Yes
LSPNETFANCDI,Matching Tops,Earrings,Colour Diamond,Regular,Diamond,Yes
LSPNETSPLCDI,Matching Tops,Earrings,Colour Diamond,Regular,Diamond,Yes
OPNERNFANFDI,Matching Tops,Earrings,Full Diamond,Regular,Diamond,Yes
OPNERNREGCDI,Matching Tops,Earrings,Colour Diamond,Regular,Diamond,Yes
OPNERNREGCKT,Matching Tops,Earrings,Open Setting,Choker Tops,Diamond,Yes
OPNERNREGFDI,Matching Tops,Earrings,Full Diamond,Regular,Diamond,Yes
OPNERNRGRCDI,Matching Tops,Earrings,Colour Diamond,Regular,Diamond,Yes
OPNERNRGRFDI,Matching Tops,Earrings,Full Diamond,Regular,Diamond,Yes
OPNMATBLIPNT,Matching Tops,Earrings,Open Setting,Pendant Tops,Diamond,Yes
OPNMATCNDCKT,Matching Tops,Earrings,Open Setting,Choker Tops,Diamond,Yes
OPNMATCNDHAT,Matching Tops,Earrings,Open Setting,Haram Tops,Diamond,Yes
OPNMATCNDNCT,Matching Tops,Earrings,Open Setting,Necklace Tops,Diamond,Yes
OPNMATCNDNET,Matching Tops,Earrings,Open Setting,Necklace Tops,Diamond,Yes
OPNMATCNDPNT,Matching Tops,Earrings,Open Setting,Pendant Tops,Diamond,Yes
OPNMATFANNET,Matching Tops,Earrings,Open Setting,Necklace Tops,Diamond,Yes
OPNMATFANPNT,Matching Tops,Earrings,Open Setting,Pendant Tops,Diamond,Yes
OPNMATFANREG,Matching Tops,Earrings,Open Setting,Regular,Diamond,Yes
OPNMATREGCKT,Matching Tops,Earrings,Open Setting,Choker Tops,Diamond,Yes
OPNMATREGHAT,Matching Tops,Earrings,Open Setting,Haram Tops,Diamond,Yes
OPNMATREGNET,Matching Tops,Earrings,Open Setting,Necklace Tops,Diamond,Yes
OPNMATREGPNT,Matching Tops,Earrings,Open Setting,Pendant Tops,Diamond,Yes
OPNMATSTNPNT,Matching Tops,Earrings,Open Setting,Pendant Tops,Diamond,Yes
RESMATNETREG,Matching Tops,Earrings,Ruby Emerald,Regular,Gold,Yes
LSPSTNCDIG,Matching Tops,Earrings,Colour Diamond,Luxury Special Product,Diamond,Yes
RJTERNHNGREG,Matching Tops,Earrings,Regular,Regular,Gold,Yes
CDIERNSETTNE,Matching Tops,Earrings,Colour Diamond,Matching Tops,Diamond,Yes
CDIERNSETTCK,Matching Tops,Earrings,Colour Diamond,Matching Tops,Diamond,Yes
CDIERNSETTPN,Matching Tops,Earrings,Colour Diamond,Pendant Tops,Diamond,Yes
LBDMATSTNCDI,Matching Tops,Earrings,LB Diamond,Colour Diamond,Diamond,Yes
OPNMATCHBPNT,Matching Tops,Earrings,Open setting,Pendant tops,Diamond,Yes
OPNMATFANCKT,Matching Tops,Earrings,Open setting,Choker Tops,Diamond,Yes
OPNMATFANHAT,Matching Tops,Earrings,Open setting,Haram Tops,Diamond,Yes
OPNMATKNTNET,Matching Tops,Earrings,Open setting,Necklace Tops,Diamond,Yes
OPNMATCHBHAT,Matching Tops,Earrings,Chandbali,Haram Tops,Diamond,Yes
OPNMATSETNET,Matching Tops,Earrings,Open setting,Necklace Tops,Diamond,Yes
OPNMATSETPNT,Matching Tops,Earrings,Open setting,Pendant tops,Diamond,Yes
OPNMATSTNNET,Matching Tops,Earrings,Open setting,Necklace Tops,Diamond,Yes
RJTMATHNGREG,Matching Tops,Earrings,Rajkot,Regular,Gold,Yes
SLVMATSTNNET,Matching Tops,Earrings,Silver,Necklace Tops,Gold,Yes
KUNMATSTDREG,Matching Tops,Earrings,Kundan,Regular,Gold,Yes
OPNMATHNGNET,Matching Tops,Earrings,Hanging,Necklace Tops,Diamond,Yes
CLSERNMTLCHM,Matil,Earrings,Close Setting,Champaswralu,Diamond,Yes
OPNERNMTLCHM,Matil,Earrings,Open Setting,Champaswralu,Diamond,Yes
OPNERNMTLREG,Matil,Earrings,Open Setting,Regular,Diamond,Yes
CLSERNMTLREG,Matil,Earrings,Close Setting,Regular,Diamond,Yes
MESCHNREGREG,Mesh Chain,Earrings,Regular,Regular,Gold,Yes
OLDERNREGREG,Misc,Earrings,Old,Regular,Diamond,NO
LSPSTNMUTCDI,Mutal Cut,Earrings,Lexury Special Product,Colour Diamond,Diamond,Yes
LSPHNGSPLMUT,Mutual Cut,Earrings,Luxury Special Product,Regular,Diamond,Yes
OPNERNREGNAV,Navaratan,Earrings,Open Setting,Regular,Diamond,Yes
LBDNETFANFDI,Necklace Tops,Earrings,LB Diamond,Full Diamond,Diamond,Yes
LSPNETMUTCDI,Necklace Tops,Earrings,Lexury Special Product,Colour Diamond,Diamond,Yes
OPNERNBALJBL,Open setting,Earrings,Bali,J Bali,Diamond,Yes
OPNERNFANREG,Open setting,Earrings,Fancy,Regular,Diamond,Yes
OPNERNREGCDI,Open setting,Earrings,Regular,Colour Diamond,Diamond,Yes
OPNERNREGFDI,Open setting,Earrings,Regular,Full Diamond,Diamond,Yes
OPNERNCNDREG,Open Setting,Earrings,Regular,Regular,Diamond,Yes
OPNERNFANREG,Open Setting,Earrings,Regular,Regular,Diamond,Yes
OPNERNPTRREG,Open Setting,Earrings,Regular,Regular,Diamond,Yes
CLSERNPARREG,Parijatam,Earrings,Close Setting,Regular,Diamond,Yes
FDIERNCLSEPA,Parijatam,Earrings,Full Diamond,Regular,Diamond,Yes
LRGPNTFANCDI,Pendant tops,Earrings,Large,Colour Diamond,Diamond,Yes
PLTCHNREGREG,Platinum,Earrings,Regular,Regular,Gold,Yes
PLTERNREGREG,Platinum,Earrings,Platinum,Regular,Gold,Yes
CLSERNPTRREG,Pointer,Earrings,Close Setting,Regular,Diamond,Yes
CBTCHNREGREG,Regualr,Earrings,Regular,Regular,Gold,Yes
NWBCHNREGREG,Regualr,Earrings,Regular,Regular,Gold,Yes
RJTCHNREGREG,Regualr,Earrings,Regular,Regular,Gold,Yes
PLGCHNREGREG,Regualr,Earrings,Regular,Regular,Gold,Yes
INTCHNREGREG,Regualr,Earrings,Regular,Regular,Gold,Yes
RJTCHNREGROD,Regualr,Earrings,Rhodium,Regular,Gold,Yes
MCNCHNREGBOX,Regular,Earrings,Regular,Regular,Gold,Yes
LBDERNREGCDI,Regular,Earrings,LB Diamond,Colour Diamond,Diamond,Yes
SLNERNREGCDI,Regular,Earrings,Misc,Colour Diamond,Diamond,Yes
SLNERNREGFDI,Regular,Earrings,Misc,Full Diamond,Diamond,Yes
SOLERNREGFDI,Regular,Earrings,Solitaire,Full Diamond,Diamond,Yes
LRGHNGREGFDI,Regular,Earrings,Large,Full Diamond,Diamond,Yes
LSPSTNREGCDI,Regular,Earrings,Lexury Special Product,Colour Diamond,Diamond,Yes
CUSERNREGREG,Regular,Earrings,Customer,Regular,Gold,Yes
HYDERNREGREG,Regular,Earrings,Hyderabad,Regular,Gold,Yes
SMPERNREGREG,Regular,Earrings,Sample,Regular,Gold,Yes
PLTERNREGFDI,Regular,Earrings,Platinum,Full Diamond,Gold,Yes
OPNERNSTNCKT,Set,Earrings,Open setting,Choker Tops,Diamond,Yes
SLVCKTREGREG,Silver,Earrings,Regular,Regular,Gold,NO
SLVERNREGREG,Silver,Earrings,Regular,Regular,Gold,NO
SLVNETREGREG,Silver,Earrings,Regular,Regular,Gold,NO
CLSERNREGSLT,Solitaire,Earrings,Close Setting,Regular,Diamond,Yes
CLSERNSLTREG,Solitaire,Earrings,Close Setting,Regular,Diamond,Yes
OPNERNREGSLT,Solitaire,Earrings,Open Setting,Regular,Diamond,Yes
OPNERNSLTREG,Solitaire,Earrings,Open Setting,Regular,Diamond,Yes
KUNERNSTDREG,Stud,Earrings,Kundan,Regular,Gold,Yes
ANCERNSTDREG,Studs,Earrings,Antique,Regular,Gold,Yes
ANCMATSTDREG,Studs,Earrings,Antique,Regular,Gold,Yes
ANCMATSTDVRM,Studs,Earrings,Antique,Varahalu mala,Gold,Yes
CLSERNCNGREG,Studs,Earrings,Close Setting,Regular,Diamond,Yes
CPIMATSTDREG,Studs,Earrings,Chakri Polki,Regular,Un-Cut,Yes
CZAERNSTDREG,Studs,Earrings,Cubic Zirconia,Regular,Gold,Yes
GTPERNSTDREG,Studs,Earrings,Gutta Pusulu,Regular,Gold,Yes
KSUERNSTDREG,Studs,Earrings,Kasu,Regular,Gold,Yes
OPNERNCNGREG,Studs,Earrings,Open Setting,Regular,Diamond,Yes
OPNERNSTDFDI,Studs,Earrings,Open Setting,Full Diamond,Diamond,Yes
OPNMATSTDNET,Studs,Earrings,Open Setting,Necklace Tops,Diamond,Yes
OPNMATSTDPNT,Studs,Earrings,Open Setting,Pendant Tops,Diamond,Yes
PLGERNSTDREG,Studs,Earrings,Plain Gold,Regular,Gold,Yes
RESERNREGMAL,Studs,Earrings,Ruby Emerald,Mala,Gold,Yes
RESERNSTDREG,Studs,Earrings,Ruby Emerald,Regular,Gold,Yes
TMCERNSTDREG,Studs,Earrings,Temple,Regular,Gold,Yes
TMCMATSTDREG,Studs,Earrings,Temple,Regular,Gold,Yes
UPCERNREGREG,Studs,Earrings,Uncut Polki,Regular,Un-Cut,Yes
UPCERNSTDREG,Studs,Earrings,Uncut Polki,Regular,Un-Cut,Yes
UPCMATSTDREG,Studs,Earrings,Uncut Polki,Regular,Un-Cut,Yes
VCLERNSTDREG,Studs,Earrings,Victorian Collection,Regular,Un-Cut,Yes
VCLMATSTDREG,Studs,Earrings,Victorian Collection,Regular,Un-Cut,Yes
CSTERNSTDREG,Studs,Earrings,Regular,Regular,Gold,Yes
TALCHNREGREG,Tali,Earrings,Regular,Regular,Gold,Yes
TALCHNREGRRE,Tali,Earrings,Regular,Regular,Gold,Yes
UPCMATHNGNET,Uncut Polki,Earrings,Matching Tops,Regular,Un-Cut,Yes
VCLMATNETREG,Victorian Collection,Earrings,Matching Tops,Regular,Un-Cut,Yes
VCLMATHNGNET,Victorian Collection,Earrings,Matching Tops,Regular,Un-Cut,Yes
VCLMATHATREG,Victorian Collection,Earrings,Matching Tops,Regular,Un-Cut,Yes
FNIFNIREGRRE,Regular,Fancy,Fancy,Regular,Diamond,No
OLDGOLD18K,Old,Gold,Old,,Gold,No
OLDGOLD22K,Old,Gold,Old,,Gold,No
OLDGOLDREGRE,Regular,Gold,Old,Regular,Gold,Yes
ANCHARREGMNG,Antique,Harams,Mango,Mango,Gold,Yes
ANCHARREGREG,Antique,Harams,Regular,Regular,Gold,Yes
ANCHARREGVRM,Antique,Harams,Varahalu mala,Varahalu mala,Gold,Yes
CPIHARREGREG,Chakri Polki,Harams,Chakri Polki,Regular,Un-Cut,Yes
CLSHARREGKAS,Close Setting,Harams,Kasu,Kasu,Diamond,Yes
CLSHARREGTRD,Close Setting,Harams,Traditional,Traditional,Diamond,Yes
LBDHARCDIM,Colour Diamond,Harams,LB Diamond,,Diamond,Yes
CDIHARBIGHCO,Colour Diamond,Harams,Regular,Regular,Diamond,Yes
CDIHARBIGHCONT,Colour Diamond,Harams,Contemporary,Regular,Diamond,Yes
CDIHARFAVTFVKV,Colour Diamond,Harams,Kapat V,Regular,Diamond,Yes
CDIHARSP2LS2LN,Colour Diamond,Harams,Special 2 Line,Regular,Diamond,Yes
CDIHARSP3LS3LN,Colour Diamond,Harams,Special 3 Line,Regular,Diamond,Yes
LBDHARREGCDI,Colour Diamond,Harams,LB Diamond,Regular,Un-Cut,Yes
LCSHARREGCDI,Colour Diamond,Harams,Luxury Special Product,Regular,Diamond,Yes
LPHHARFANCDI,Colour Diamond,Harams,Luxury Special Product,Regular,Diamond,Yes
LRGHARFANCDI,Colour Diamond,Harams,Large,Regular,Diamond,Yes
LSPHARSPLCDI,Colour Diamond,Harams,Luxury Special Product,Regular,Diamond,Yes
OPNHARFAVFKV,Colour Diamond,Harams,Kapat V,Open Setting,Diamond,Yes
OPNHARREGSP1,Colour Diamond,Harams,Open Setting,Special 1 Line,Diamond,Yes
OPNHARREGSP2,Colour Diamond,Harams,Open Setting,Special 2 Line,Diamond,Yes
OPNHARREGSP3,Colour Diamond,Harams,Open Setting,Special 3 Line,Diamond,Yes
OPNHARREGSP4,Colour Diamond,Harams,Open Setting,Special 4 Line,Diamond,Yes
OPNHARREGTRD,Colour Diamond,Harams,Open Setting,Traditional,Diamond,Yes
CZAHARREGREG,Cubic Zirconia,Harams,Regular,Regular,Gold,Yes
CDIHARFANCFA,Fancy,Harams,Colour Diamond,Fancy,Diamond,Yes
LRGHARFANCDI,Fancy,Harams,Fancy,Colour Diamond,Diamond,Yes
LFSHARFANFDI,Full Diamond,Harams,Luxury Special Product,Regular,Diamond,Yes
GTPHARREGREG,Gutta Pusulu,Harams,Regular,Regular,Gold,Yes
OPNHARREGBLT,Haram cum Belt,Harams,Open Setting,Regular,Diamond,Yes
LBDHARKASFDI,Kasu,Harams,LB Diamond,Full Diamond,Diamond,Yes
KSUHARREGREG,Kasu,Harams,Regular,Regular,Gold,Yes
OPNHARREGCON,Kasu,Harams,Open Setting,Regular,Diamond,Yes
OPNHARRGRCON,Kasu,Harams,Open Setting,Regular,Diamond,Yes
KUNHARREGMNG,Kundan,Harams,Mango,Regular,Un-Cut,Yes
KUNHARREGREG,Kundan,Harams,Regular,Regular,Un-Cut,Yes
LRGHARCDIM,Large,Harams,Regular,Regular,Diamond,Yes
LBDHARREGCON,Regular,Harams,LB Diamond,Contemporay,Diamond,Yes
OPNHARRGRSP3,Regular,Harams,Open setting,3 Line,Diamond,Yes
OPNHARREGSP5,Regular,Harams,Open setting,5 Line,Diamond,Yes
LSPHARREGCDI,Regular,Harams,Lexury Special Product,Colour Diamond,Diamond,Yes
OPNHARREGLR5,Regular,Harams,Open setting,5 Line,Diamond,Yes
OPNHARREGSP6,Regular,Harams,Open setting,6 Line,Diamond,Yes
OPNHARREGSP7,Regular,Harams,Open setting,7 Line,Diamond,Yes
NEWHARREGREG,Regular,Harams,New,Regular,Gold,Yes
RESHARREGMNG,Regular,Harams,Ruby Emerald Collection,Mango,Gold,Yes
RESHARREGREG,Ruby Emerald,Harams,Regular,Regular,Gold,Yes
RESHARREGVRM,Ruby Emerald,Harams,Regular,Varahalu mala,Gold,Yes
RESHARREGREG,Ruby Emerald Collection,Harams,Regular,Regular,Gold,Yes
SLVHARSPLCDI,Special,Harams,Silver,Colour Diamond,Gold,No
TMCHARREGKUN,Temple,Harams,Kundan,Regular,Gold,Yes
TMCHARREGLAX,Temple,Harams,Temple,Regular,Gold,Yes
TMCHARREGMNG,Temple,Harams,Mango,Mango,Gold,Yes
TMCHARREGREG,Temple,Harams,Regular,Regular,Gold,Yes
TMCHARREGRRE,Temple,Harams,Regular,Regular,Gold,Yes
TMCHARREGVRM,Temple,Harams,Varahalu mala,Regular,Gold,Yes
UPCHARREGVRM,Uncut Polki,Harams,Uncut Polki,Varahalu Mala,Gold,Yes
UPCHARREGMNG,Uncut Polki,Harams,Mango,Regular,Un-Cut,Yes
UPCHARREGREG,Uncut Polki,Harams,Regular,Regular,Un-Cut,Yes
UPCHARREGVRM,Uncut Polki,Harams,Varahalu mala,Regular,Un-Cut,Yes
VCLHARREGKUN,Victorian Collection,Harams,Kundan,Regular,Un-Cut,Yes
VCLHARREGMNG,Victorian Collection,Harams,Mango,Regular,Un-Cut,Yes
VCLHARREGREG,Victorian Collection,Harams,Regular,Regular,Un-Cut,Yes
CUSIMTREGREG,Regular,Iteam,Customer,Regular,Gold,No
ANCJDAREGREG,Antique,Jada,Antique,Regular,Gold,Yes
CDIJDABILLBI,Billa,Jada,Colour Diamond,Regular,Diamond,Yes
OPNJDABILREG,Billa,Jada,Open setting,Regular,Diamond,Yes
CDIJDAFJDAFJ,Full Jada,Jada,Colour Diamond,Regular,Diamond,Yes
OPNJDAREGREG,Open Setting,Jada,Regular,Regular,Diamond,Yes
OPNJDAREGBIL,Regular,Jada,Open setting,Billa,Diamond,Yes
RESJDAREGREG,Regular,Jada,Ruby Emerald Collection,Regular,Gold,Yes
TMCJDAREGREG,Temple,Jada,Regular,Regular,Gold,Yes
UPCJDAREGREG,Uncut Polki,Jada,Regular,Regular,Un-Cut,Yes
VCLJDAREGREG,Victorian Collection,Jada,Regular,Regular,Un-Cut,Yes
PLGKLPREGREG,Plain Gold,Kalipoth,Regular,Regular,Gold,Yes
PLNMSRREG1LN,Plain Gold,Kalipoth,Plain Gold,1 Line,Gold,Yes
CUSKLPREGREG,Regular,Kalipoth,Customer,Regular,Gold,No
OLDKLPREGREG,Regular,Kalipoth,Old,Regular,Gold,Yes
MALERNHNGREG,Earring,Mala,Regular,Regular,Gold,Yes
REGMALREGREG,Mala,Mala,Regular,Regular,Gold,Yes
MALCHNREGREG,Regular,Mala,Regular,Regular,Gold,Yes
REGMALREGREG,Regular,Mala,Regular,Regular,Gold,Yes
RESMALREGREG,Regular,Mala,Ruby Emerald,Regular,Gold,Yes
SMPMALAREGRE,Regular,Mala,Green,Regular,Gold,NO
CUSMALAREGRE,Regular,Mala,Customer,Regular,Gold,Yes
OLDMALAREGRE,Regular,Mala,Old,Regular,Gold,No
CPIACSMTLREG,Chakri Polki,Matil,Regular,Regular,Un-Cut,Yes
FDIMTLCHAMCH,Champaswralu,Matil,Full Diamond,Regular,Diamond,Yes
FDIMTLREGRRE,Full Diamond,Matil,Regular,Regular,Diamond,Yes
LBDMTLFANFDI,Matil,Matil,LB Diamond,Full Diamond,Diamond,Yes
PLGACSMTLREG,Plain Gold,Matil,Regular,Regular,Gold,Yes
CSTACSMTLREG,Regualr,Matil,Regular,Regular,Gold,Yes
RESACSMTLREG,Ruby Emerald,Matil,Regular,Regular,Gold,Yes
UPCACSMTLREG,Uncut Polki,Matil,Regular,Regular,Un-Cut,Yes
VCLACSMTLREG,Victorian Collection,Matil,Regular,Regular,Un-Cut,Yes
