stone_bom_variant,stone_type,stone_shape,stone_quality,stone_color,wt_range,indian_rate_carat,usa_rate_carat
DIAMAQVVSVSGH0.085 TO 0.125,Diamond,Marquise,VVS,GH,0.085 TO 0.125,59500,65450
DIAMAQVVSVSGH0.085 TO 0.125 (III),Diamond,Marquise,VVS,GH,0.085 TO 0.125 (III),59500,65450
DIAMAQVVSVSGH0.085 TO 0.125(III),Diamond,Marquise,VVS,GH,0.085 TO 0.125,59500,65450
DIAMAQVVSVSGH0.085 TO 0.134 (III),Diamond,Marquise,VVS,GH,0.085 to 0.13,59500,65450
DIAMAQVVSVSGH0.13 TO 0.175,Diamond,Marquise,VVS,GH,0.13 TO 0.175,59500,65450
DIAMAQVVSVSGH0.13 TO 0.175 (IV),Diamond,Marquise,VVS,GH,0.13 TO 0.175,59500,65450
DIAMAQVVSVSGH0.135 TO 0.175,Diamond,Marquise,VVS,GH,0.135 TO 0.175,59500,65450
DIAMAQVVSVSGH0.18 TO 0.22,Diamond,Marquise,VVS,GH,0.18 TO 0.22,59500,65450
DIAMAQVVSVSGH0.18 TO 0.22 (V),Diamond,Marquise,VVS,GH,0.18 TO 0.22 (V),59500,65450
DIAMAQVVSVSGH0.23 TO 0.29,Diamond,Marquise,VVS,GH,0.23 TO 0.29,59500,65450
DIAMAQVVSVSGHI 0.085 TO 0.125 (III),Diamond,Marquise,VVS,GH,0.085 TO 0.125 (III),59500,65450
DIAMAQVVSVSGHI 0.18 TO 0.22 (V),Diamond,Marquise,VVS,GH,0.18 TO 0.22 (V),59500,65450
DIAMAQVVSVSGHI0.000 TO 0.056,Diamond,Marquise,VVS,GH,0.000 TO 0.056,59500,65450
DIAMAQVVSVSGHI0.000 TO 0.056 (I),Diamond,Marquise,VVS,GH,0.000 TO 0.056 (I),59500,65450
DIAMAQVVSVSGHI0.075 TO 0.08,Diamond,Marquise,VVS,GH,0.075 TO 0.08,59500,65450
DIAMAQVVSVSGHI0.075 TO 0.08 (II),Diamond,Marquise,VVS,GH,0.075 TO 0.08 (II),59500,65450
DIAMAQVVSVSGHI0.085 TO 0.125,Diamond,Marquise,VVS,GH,0.085 TO 0.125,59500,65450
DIAMAQVVSVSGHI0.085 TO 0.125(III),Diamond,Marquise,VVS,GH,0.085 TO 0.125,59500,65450
DIAMAQVVSVSGHI0.13 TO 0.175,Diamond,Marquise,VVS,GH,0.13 TO 0.175,59500,65450
DIAMAQVVSVSGHI0.13 TO 0.175 (IV),Diamond,Marquise,VVS,GH,0.13 TO 0.175,59500,65450
DIAMAQVVSVSGHI0.13 TO 0.175(IV),Diamond,Marquise,VVS,GH,0.13 TO 0.175(IV),59500,65450
DIAMAQVVSVSGHI0.18 TO 0.22,Diamond,Marquise,VVS,GH,0.18 TO 0.22,59500,65450
DIAMAQVVSVSGHI0.23 TO 0.29,Diamond,Marquise,VVS,GH,0.23 TO 0.29,59500,65450
DIAMAQVVSVSGHI0.23 TO 0.29 (VI),Diamond,Marquise,VVS,GH,0.23 TO 0.29,59500,65450
DIAMAQVVSVSHI0.000 TO 0.056,Diamond,Marquise,VVS,HI,0.000 TO 0.056,59500,65450
DIAMAQVVSVSHI0.075 TO 0.08,Diamond,Marquise,VVS,HI,0.075 TO 0.08,59500,65450
DIAMAQVVSVSHI0.085 TO 0.125,Diamond,Marquise,VVS,HI,0.085 TO 0.125,59500,65450
DIAMAQVVSVSHI0.13 TO 0.17,Diamond,Marquise,VVS,HI,0.13 TO 0.17,59500,65450
DIAMAQVVSVSHI0.13 TO 0.175,Diamond,Marquise,VVS,HI,0.13 TO 0.175,59500,65450
DIAMAQVVSVSHI0.18 TO 0.22,Diamond,Marquise,VVS,HI,0.18 TO 0.22,59500,65450
DIAMAQVVSVSHI0.23 TO 0.29,Diamond,Marquise,VVS,HI,0.23 TO 0.29,59500,65450
DIAMAQVVSVSIJ0.000 TO 0.056,Diamond,Marquise,VVS,IJ,0.000 TO 0.056,59500,65450
DIAMAQVVSVSIJ0.000 TO 0.056 (I),Diamond,Marquise,VVS,IJ,0.000 TO 0.056 (I),59500,65450
DIAMAQVVSVSIJ0.075 TO 0.08,Diamond,Marquise,VVS,IJ,0.075 TO 0.08,59500,65450
DIAMAQVVSVSIJ0.075 TO 0.084,Diamond,Marquise,VVS,IJ,0.075 TO 0.084,59500,65450
DIAMAQVVSVSIJ0.085 TO 0.125,Diamond,Marquise,VVS,IJ,0.085 TO 0.125,59500,65450
DIAMAQVVSVSIJ0.085 TO 0.129,Diamond,Marquise,VVS,IJ,0.085 TO 0.129,59500,65450
DIAMAQVVSVSIJ0.13 TO 0.175,Diamond,Marquise,VVS,IJ,0.13 TO 0.175,59500,65450
DIAMAQVVSVSIJ0.13 TO 0.179,Diamond,Marquise,VVS,IJ,0.13 TO 0.179,59500,65450
DIAMAQVVSVSIJ0.18 TO 0.22,Diamond,Marquise,VVS,IJ,0.18 TO 0.22,59500,65450
DIAMAQVVSVSIJ0.23 TO 0.29,Diamond,Marquise,VVS,IJ,0.23 TO 0.29,59500,65450
DIAMIXAMIX  0.30+0.28,Diamond,Mix,Mix,Mix,0.30+0.28,59500,65450
DIAMIXAMIX  ABOVE 2,Diamond,Mix,Mix,Mix,ABOVE 2,59500,65450
DIAMIXAMIX _ 0.30+0.28,Diamond,Mix,Mix,Mix,0,59500,65450
DIAMIXAMIX _ ABOVE 2,Diamond,Mix,Mix,Mix, ABOVE 2,59500,65450
DIAMIXAMIXMIX,Diamond,Mix,Mix,Mix,Mix,59500,65450
DIAMIXVS  SIEF03.014CT,Diamond,Mix,VS,EF,03.014CT,59500,65450
DIAMIXVS _ SIEF03.01_4CT,Diamond,Mix,VS _ SI,EF,03.01_4CT,59500,65450
DIAMIXVS_SIIJ0.075 TO 0.08,Diamond,Mix,VS_SI,IJ,0.075 TO 0.08,59500,65450
DIAMIXVSEF01.01_2CT,Diamond,Mix,VS,EF,01.01_2CT,59500,65450
DIAMIXVSEF01.012CT,Diamond,Mix,VS,EF,01.012CT,59500,65450
DIAMIXVSFGH0.075 TO 0.08,Diamond,Mix,VS,FGH,0.075 TO 0.08,59500,65450
DIAMIXVSFGH0.13 TO 0.175,Diamond,Mix,VS,FGH,0.13 TO 0.175,59500,65450
DIAMIXVSSIIJ0.075 TO 0.08,Diamond,Mix,VS,IJ,0.075 TO 0.08,59500,65450
DIAMIXVSSIIJ0.13 TO 0.175,Diamond,Mix,VS,IJ,0.13 TO 0.175,59500,65450
DIAMIXVVS  VSEF01.012CT,Diamond,Mix,VVS,EF,01.012CT,59500,65450
DIAMIXVVS  VSEF02.013CT,Diamond,Mix,VVS,EF,02.013CT,59500,65450
DIAMIXVVS  VSEF03.014CT,Diamond,Mix,VVS,EF,03.014CT,59500,65450
DIAMIXVVS  VSEF04.015CT,Diamond,Mix,VVS,EF,04.015CT,59500,65450
DIAMIXVVS  VSEF05.016CT,Diamond,Mix,VVS,EF,05.016CT,59500,65450
DIAMIXVVS  VSEF06.017CT,Diamond,Mix,VVS,EF,06.017CT,59500,65450
DIAMIXVVS  VSEF07.018CT,Diamond,Mix,VVS,EF,07.018CT,59500,65450
DIAMIXVVS  VSEF08.019CT,Diamond,Mix,VVS,EF,08.019CT,59500,65450
DIAMIXVVS  VSEFBELOW01CT,Diamond,Mix,VVS,EF,BELOW01CT,59500,65450
DIAMIXVVS  VSEFMIX,Diamond,Mix,VVS,EF,Mix,59500,65450
DIAMIXVVS _ VSEF03.01_4CT,Diamond,Mix,VVS _ VS,EF,03.01_4CT,59500,65450
DIAMIXVVS _ VSEF06.01_7CT,Diamond,Mix,VVS _ VS,EF,06.01_7CT,59500,65450
DIAMIXVVS _ VSEF08.01_9CT,Diamond,Mix,VVS _ VS,EF,08.01_9CT,59500,65450
DIAMIXVVS _ VSEFMIX,Diamond,Mix,VVS _ VS,EF,Mix,59500,65450
DIAMIXVVS_VSFG0.000 TO 0.056(I),Diamond,Mix,VVS_VS,FG,0.000 TO 0.056(I),59500,65450
DIAMIXVVS_VSFGH0.075 TO 0.08,Diamond,Mix,VVS_VS,FGH,0.075 TO 0.08,59500,65450
DIAMIXVVS_VSFGH0.13 TO 0.175,Diamond,Mix,VVS_VS,FGH,0.13 TO 0.175,59500,65450
DIAMIXVVS_VSGH0.000 TO 0.056,Diamond,Mix,VVS_VS,GH,0.000 TO 0.056,59500,65450
DIAMIXVVS_VSIJ0.000 TO 0.056,Diamond,Mix,VVS_VS,IJ,0.000 TO 0.056,59500,65450
DIAMIXVVS1GH0.000 TO 0.056,Diamond,Mix,VVS1,GH,0.000 TO 0.056,59500,65450
DIAMIXVVSEF0.000 TO 0.056,Diamond,Mix,VVS,EF,0.000 TO 0.056,59500,65450
DIAMIXVVSEF01.01_2CT,Diamond,Mix,VVS,EF,01.01_2CT,59500,65450
DIAMIXVVSEF01.012CT,Diamond,Mix,VVS,EF,01.012CT,59500,65450
DIAMIXVVSEF02.01_3CT,Diamond,Mix,VVS,EF,02.01_3CT,59500,65450
DIAMIXVVSEF02.013CT,Diamond,Mix,VVS,EF,02.013CT,59500,65450
DIAMIXVVSEF03.01_4CT,Diamond,Mix,VVS,EF,03.01_4CT,59500,65450
DIAMIXVVSEF03.014CT,Diamond,Mix,VVS,EF,03.014CT,59500,65450
DIAMIXVVSEF04.01_5CT,Diamond,Mix,VVS,EF,04.01_5CT,59500,65450
DIAMIXVVSEF04.015CT,Diamond,Mix,VVS,EF,04.015CT,59500,65450
DIAMIXVVSEF06.01_7CT,Diamond,Mix,VVS,EF,06.01_7CT,59500,65450
DIAMIXVVSEF06.017CT,Diamond,Mix,VVS,EF,06.017CT,59500,65450
DIAMIXVVSEF07.01_8CT,Diamond,Mix,VVS,EF,07.01_8CT,59500,65450
DIAMIXVVSEF07.018CT,Diamond,Mix,VVS,EF,07.018CT,59500,65450
DIAMIXVVSEF10.01_12CT,Diamond,Mix,VVS,EF,10.01_12CT,59500,65450
DIAMIXVVSEF10.0112CT,Diamond,Mix,VVS,EF,10.0112CT,59500,65450
DIAMIXVVSEF12.0115CT,Diamond,Mix,VVS,EF,12.0115CT,59500,65450
DIAMIXVVSVSFG0.000 TO 0.056(I),Diamond,Mix,VVS,FG,0.000 TO 0.056,59500,65450
DIAMIXVVSVSFGH0.075 TO 0.08,Diamond,Mix,VVS,GH,0.075 TO 0.08,59500,65450
DIAMIXVVSVSFGH0.13 TO 0.175,Diamond,Mix,VVS,GH,0.13 TO 0.175,59500,65450
DIAMIXVVSVSGH0.000 TO 0.056,Diamond,Mix,VVS,GH,0.000 TO 0.056,59500,65450
DIAMIXVVSVSIJ0.000 TO 0.056,Diamond,Mix,VVS,IJ,0.000 TO 0.056,59500,65450
DIAMLEVVS  VSGH0.000 TO 0.056 (I),Diamond,Mix,VVS,GH,0.000 TO 0.056 (I),59500,65450
DIAMLEVVS  VSGH0.057 TO 0.074,Diamond,Mix,VVS,GH,0.057 TO 0.074,59500,65450
DIAMLEVVS - VSGH0.057 TO 0.074,Diamond,Round,VVS_VS,GH,0.057 TO 0.074,59500,65450
DIAMLEVVS  VSHI0.057 TO 0.074,Diamond,Mix,VVS,HI,0.057 TO 0.074,59500,65450
DIAMLEVVS _ VSGH0.000 TO 0.056 (I),Diamond,Mix,VVS _ VS,GH,0.000 TO 0.056 (I),59500,65450
DIAMLEVVS _ VSGH0.057 TO 0.074,Diamond,Mix,VVS _ VS,GH,0.057 TO 0.074,59500,65450
DIAMLEVVS_VSFGH0.057 to 0.074,Diamond,Mix,VVS_VS,FGH,0.057 TO 0.074,59500,65450
DIAMLEVVSVSFGH0.057 to 0.074,Diamond,Mix,VVS,GH,0.057 TO 0.074,59500,65450
DIAMRQMIXEF  0.075 TO 0.08 (II),Diamond,Marquise,Mix,EF,  0.075 TO 0.08 (II),59500,65450
DIAMRQMIXEF  0.085 TO 0.125 (III),Diamond,Marquise,Mix,EF,  0.085 TO 0.125 (III),59500,65450
DIAMRQMIXEF  0.18 TO 0.22 (V),Diamond,Marquise,Mix,EF,  0.18 TO 0.22 (V),59500,65450
DIAMRQMIXEF0.000 TO 0.056,Diamond,Marquise,Mix,EF,0.000 TO 0.056,59500,65450
DIAMRQVS  SIFG0.000 TO 0.056 (I),Diamond,Marquise,VS,FG,0.000 TO 0.056 (I),59500,65450
DIAMRQVS  SIFG0.075 TO 0.08,Diamond,Marquise,VS  SI,FG,0.075 TO 0.08,59500,65450
DIAMRQVS  SIHIJ0.085 TO 0.125 (III),Diamond,Marquise,VS,HI,0.085 TO 0.125 (III),59500,65450
DIAMRQVS  SIIJ0.075 TO 0.08 (II),Diamond,Marquise,VS,IJ,0.075 TO 0.08 (II),59500,65450
DIAMRQVS  SIIJ0.13 TO 0.175,Diamond,Marquise,VS  SI,IJ,0.13 TO 0.175,59500,65450
DIAMRQVS  SIIJ0.18 TO 0.22,Diamond,Marquise,VS  SI,IJ,0.18 TO 0.22,59500,65450
DIAMRQVS  SIIJ0.18 TO 0.22 (V),Diamond,Marquise,VS  SI,IJ,0.18 TO 0.22 (V),59500,65450
DIAMRQVS _ SIHIJ0.085 TO 0.125 (III),Diamond,Marquise,VS _ SI,HIJ,0.085 TO 0.125 (III),59500,65450
DIAMRQVS _ SIIJ0.075 TO 0.08 (II),Diamond,Marquise,VS _ SI,IJ,0.075 TO 0.08 (II),59500,65450
DIAMRQVS _ SIIJ0.13 TO 0.175,Diamond,Marquise,VS _ SI,IJ,0.13 TO 0.175,59500,65450
DIAMRQVS _ SIIJ0.18 TO 0.22,Diamond,Marquise,VS _ SI,IJ,0.18 TO 0.22,59500,65450
DIAMRQVS _ SIIJ0.18 TO 0.22 (V),Diamond,Marquise,VS _ SI,IJ,0.18 TO 0.22 (V),59500,65450
DIAMRQVS_SIHI0.001 TO 0.056,Diamond,Marquise,VS_SI,HI,0.001 TO 0.056,59500,65450
DIAMRQVS_SIHI0.085 TO 0.0134 (III),Diamond,Marquise,VS_SI,HI,0.085 TO 0.0134 (III),59500,65450
DIAMRQVS_SIIJ  0.075 TO 0.08 (II),Diamond,Marquise,VS_SI,IJ,  0.075 TO 0.08 (II),59500,65450
DIAMRQVS_SIIJ  0.085 TO 0.125 (III),Diamond,Marquise,VS_SI,IJ,  0.085 TO 0.125 (III),59500,65450
DIAMRQVS_SIIJ0.000 TO 0.056,Diamond,Marquise,VS_SI,IJ,0.000 TO 0.056,59500,65450
DIAMRQVS_SIIJ0.001 TO 0.056,Diamond,Marquise,VS_SI,IJ,0.001 TO 0.056,59500,65450
DIAMRQVS_SIIJ0.075 TO 0.08 (II),Diamond,Marquise,VS_SI,IJ,0.075 TO 0.08 (II),59500,65450
DIAMRQVS_SIIJ0.085 TO 0.125 (III),Diamond,Marquise,VS_SI,IJ,0.085 TO 0.125 (III),59500,65450
DIAMRQVS_SIIJMIX,Diamond,Marquise,VS_SI,IJ,Mix,59500,65450
DIAMRQVSFG  0.075 TO 0.08 (II),Diamond,Marquise,VS,FG,  0.075 TO 0.08 (II),59500,65450
DIAMRQVSFGH  0.23 TO 0.29 (VI),Diamond,Marquise,VS,FGH,  0.23 TO 0.29 (VI),59500,65450
DIAMRQVSFGH0.000 TO 0.056,Diamond,Marquise,VS,FGH,0.000 TO 0.056,59500,65450
DIAMRQVSFGH0.075 TO 0.08 (II),Diamond,Marquise,VS,FGH,0.075 TO 0.08 (II),59500,65450
DIAMRQVSIIJ0.000 TO 0.056,Diamond,Marquise,VS_SI,IJ,0.000 TO 0.056,59500,65450
DIAMRQVSSIHI0.001 TO 0.056,Diamond,Marquise,VS,HI,0.001 TO 0.056,59500,65450
DIAMRQVSSIHI0.085 TO 0.0134 (III),Diamond,Marquise,VS,HI,0.085 TO 0.0134 (III),59500,65450
DIAMRQVSSIIJ  0.075 TO 0.08 (II),Diamond,Marquise,VS,IJ,0.075 TO 0.08 (II),59500,65450
DIAMRQVSSIIJ  0.085 TO 0.125 (III),Diamond,Marquise,VS,IJ,0.085 TO 0.125 (III),59500,65450
DIAMRQVSSIIJ0.000 TO 0.056,Diamond,Marquise,VS,IJ,0.000 TO 0.056,59500,65450
DIAMRQVSSIIJ0.001 TO 0.056,Diamond,Marquise,VS,IJ,0.001 TO 0.056,59500,65450
DIAMRQVSSIIJ0.075 TO 0.08 (II),Diamond,Marquise,VS,IJ,0.075 TO 0.08 (II),59500,65450
DIAMRQVSSIIJ0.075 TO 0.084 (II),Diamond,Marquise,VS,IJ,0.075 TO 0.084 (II),59500,65450
DIAMRQVSSIIJ0.085 TO 0.125 (III),Diamond,Marquise,VS,IJ,0.085 TO 0.125 (III),59500,65450
DIAMRQVSSIIJMIX,Diamond,Marquise,VS,IJ,Mix,59500,65450
DIAMRQVVS  VSFG0.085 TO 0.125,Diamond,Marquise,VVS,FG,0.085 TO 0.125,59500,65450
DIAMRQVVS  VSFGH0.000 TO 0.056 (I),Diamond,Marquise,VVS,GH,0.000 TO 0.056 (I),59500,65450
DIAMRQVVS  VSGH  0.085 TO 0.125 (III),Diamond,Marquise,VVS,GH,0.085 TO 0.125 (III),59500,65450
DIAMRQVVS  VSGH  0.18 TO 0.22 (V),Diamond,Marquise,VVS,GH,0.18 TO 0.22 (V),59500,65450
DIAMRQVVS  VSGH0.000 TO 0.056,Diamond,Marquise,VVS,GH,0.000 TO 0.056,59500,65450
DIAMRQVVS  VSGH0.000 TO 0.056 (I),Diamond,Marquise,VVS,GH,0.000 TO 0.056 (I),59500,65450
DIAMRQVVS  VSGH0.075 TO 0.08,Diamond,Marquise,VVS,GH,0.075 TO 0.08,59500,65450
DIAMRQVVS  VSGH0.085 TO 0.125,Diamond,Marquise,VVS,GH,0.085 TO 0.125,59500,65450
DIAMRQVVS  VSGH0.085 TO 0.125 (III),Diamond,Marquise,VVS,GH,0.085 TO 0.125 (III),59500,65450
DIAMRQVVS  VSGH0.13 TO 0.175,Diamond,Marquise,VVS,GH,0.13 TO 0.175,59500,65450
DIAMRQVVS  VSGH0.13 TO 0.175 (IV),Diamond,Marquise,VVS,GH,0.13 TO 0.175,59500,65450
DIAMRQVVS  VSGH0.18 TO 0.22,Diamond,Marquise,VVS,GH,0.18 TO 0.22,59500,65450
DIAMRQVVS  VSGH0.23 TO 0.29,Diamond,Marquise,VVS,GH,0.23 TO 0.29,59500,65450
DIAMRQVVS  VSGH0.30 TO 0.39 (VII),Diamond,Marquise,VVS,GH,0.30 TO 0.39 (VII),59500,65450
DIAMRQVVS  VSHI0.085 TO 0.125 (III),Diamond,Marquise,VVS,HI,0.085 TO 0.125 (III),59500,65450
DIAMRQVVS  VSIJ  0.075 TO 0.08 (II),Diamond,Marquise,VVS,IJ,0.075 TO 0.08 (II),59500,65450
DIAMRQVVS  VSIJ0.085 TO 0.125 (III),Diamond,Marquise,VVS,IJ,0.085 TO 0.125 (III),59500,65450
DIAMRQVVS  VSIJ0.13 TO 0.175 (IV),Diamond,Marquise,VVS,IJ,0.13 TO 0.175,59500,65450
DIAMRQVVS  VSIJMIX,Diamond,Marquise,VVS,IJ,Mix,59500,65450
DIAMRQVVS _ VSGH  0.085 TO 0.125 (III),Diamond,Marquise,VVS _ VS,GH,  0.085 TO 0.125 (III),59500,65450
DIAMRQVVS _ VSGH0.000 TO 0.056,Diamond,Marquise,VVS _ VS,GH,0.000 TO 0.056,59500,65450
DIAMRQVVS _ VSGH0.000 TO 0.056 (I),Diamond,Marquise,VVS _ VS,GH,0.000 TO 0.056 (I),59500,65450
DIAMRQVVS _ VSGH0.075 TO 0.08,Diamond,Marquise,VVS _ VS,GH,0.075 TO 0.08,59500,65450
DIAMRQVVS _ VSGH0.13 TO 0.175 (IV),Diamond,Marquise,VVS _ VS,GH,0.13 TO 0.175 (IV),59500,65450
DIAMRQVVS _ VSIJ  0.075 TO 0.08 (II),Diamond,Marquise,VVS _ VS,IJ,  0.075 TO 0.08 (II),59500,65450
DIAMRQVVS _ VSIJ0.085 TO 0.125 (III),Diamond,Marquise,VVS _ VS,IJ,0.085 TO 0.125 (III),59500,65450
DIAMRQVVS _ VSIJ0.13 TO 0.175 (IV),Diamond,Marquise,VVS _ VS,IJ,0.13 TO 0.175 (IV),59500,65450
DIAMRQVVS _ VSIJMIX,Diamond,Marquise,VVS _ VS,IJ,Mix,59500,65450
DIAMRQVVS_SIIJ0.000 TO 0.056,Diamond,Marquise,VVS_SI,IJ,0.000 TO 0.056,59500,65450
DIAMRQVVS_VSFG0.075 TO 0.086 (II),Diamond,Marquise,VVS_VS,FG,0.075 TO 0.086 (II),59500,65450
DIAMRQVVS_VSIJ  0.085 TO 0.125 (III),Diamond,Marquise,VVS_VS,IJ,  0.085 TO 0.125 (III),59500,65450
DIAMRQVVS_VSIJ  0.13 TO 0.175 (IV),Diamond,Marquise,VVS_VS,IJ,  0.13 TO 0.175 (IV),59500,65450
DIAMRQVVS_VSIJ  0.18 TO 0.22 (V),Diamond,Marquise,VVS_VS,IJ,  0.18 TO 0.22 (V),59500,65450
DIAMRQVVS_VSIJ0.000 TO 0.056 (I),Diamond,Marquise,VVS_VS,IJ,0.000 TO 0.056 (I),59500,65450
DIAMRQVVSFG0.000 TO 0.056,Diamond,Marquise,VVS,FG,0.000 TO 0.056,59500,65450
DIAMRQVVSGH  0.075 TO 0.08 (II),Diamond,Marquise,VVS,GH,  0.075 TO 0.08 (II),59500,65450
DIAMRQVVSGH0.000 TO 0.056 (I),Diamond,Marquise,VVS,GH,0.000 TO 0.056 (I),59500,65450
DIAMRQVVSGH0.075 TO 0.08,Diamond,Marquise,VVS,GH,0.075 TO 0.08,59500,65450
DIAMRQVVSSIIJ0.000 TO 0.056,Diamond,Marquise,VVS,IJ,0.000 TO 0.056,59500,65450
DIAMRQVVSVSFG0.075 TO 0.086 (II),Diamond,Marquise,VVS,FG,0.075 TO 0.08,59500,65450
DIAMRQVVSVSGH0.075 TO 0.08 (II),Diamond,Marquise,VVS,GH,0.075 TO 0.08 (II),59500,65450
DIAMRQVVSVSIJ  0.085 TO 0.125 (III),Diamond,Marquise,VVS,IJ,0.085 TO 0.125 (III),59500,65450
DIAMRQVVSVSIJ  0.13 TO 0.175 (IV),Diamond,Marquise,VVS,IJ,0.13 TO 0.175,59500,65450
DIAMRQVVSVSIJ  0.18 TO 0.22 (V),Diamond,Marquise,VVS,IJ,0.18 TO 0.22 (V),59500,65450
DIAMRQVVSVSIJ0.000 TO 0.056 (I),Diamond,Marquise,VVS,IJ,0.000 TO 0.056 (I),59500,65450
DIAMUTVVS  VSFGMIX,Diamond,Mutual Cut,VVS,FG,Mix,59500,65450
DIAMUTVVSEF0.000 TO 0.056(I),Diamond,Mutual Cut,VVS,EF,0.000 TO 0.056(I),59500,65450
DIAMUTVVSEF0.13 TO 0.179,Diamond,Mutual Cut,VVS,EF,0.13 TO 0.179,59500,65450
DIAMUTVVSEF0.18 TO 0.229,Diamond,Mutual Cut,VVS,EF,0.18 TO 0.229,59500,65450
DIAOVLIJ_VSSI0.000 to 0.056 (I),Diamond,Oval,VS_SI,IJ,0.000 TO 0.056 (I),59500,65450
DIAOVLIJ_VSSI0.075 TO 0.08 (II),Diamond,Oval,VS_SI,IJ,0.075 TO 0.08 (II),59500,65450
DIAOVLIJ_VSSI0.085 TO 0.125 (III),Diamond,Oval,VS_SI,IJ,0.085 TO 0.125 (III),59500,65450
DIAOVLIJVSSI0.000 to 0.056 (I),Diamond,Oval,VS,IJ,0.000 TO 0.056 (I),59500,65450
DIAOVLIJVSSI0.075 TO 0.08 (II),Diamond,Oval,VS,IJ,0.075 TO 0.08 (II),59500,65450
DIAOVLIJVSSI0.085 TO 0.125 (III),Diamond,Oval,VS,IJ,0.085 TO 0.125 (III),59500,65450
DIAOVLVS_SIIJ0.000 to 0.056 (I),Diamond,Oval,VS_SI,IJ,0.000 TO 0.056 (I),59500,65450
DIAOVLVS_SIIJ0.085 TO 0.125 (III),Diamond,Oval,VS_SI,IJ,0.085 TO 0.125 (III),59500,65450
DIAOVLVS_SIIJ0.13 TO 0.175 (IV),Diamond,Oval,VS_SI,IJ,0.13 TO 0.175 (IV),59500,65450
DIAOVLVSSIIJ0.000 to 0.056 (I),Diamond,Oval,VS,IJ,0.000 TO 0.056 (I),59500,65450
DIAOVLVSSIIJ0.085 TO 0.125 (III),Diamond,Oval,VS,IJ,0.085 TO 0.125 (III),59500,65450
DIAOVLVSSIIJ0.13 TO 0.175 (IV),Diamond,Oval,VS,IJ,0.13 TO 0.175,59500,65450
DIAPEAIJ_VSEF0.000 TO 0.056 (I),Diamond,Pear,Mix,EF,0.000 TO 0.056 (I),59500,65450
DIAPEAIJ_VSIJ0.000 TO 0.056 (I),Diamond,Pear,VS,IJ,0.000 TO 0.056 (I),59500,65450
DIAPEAIJ_VSSI0.000 to 0.056 (I),Diamond,Pear,VS,IJ,0.000 TO 0.056 (I),59500,65450
DIAPEAIJ_VSSI0.085 TO 0.125 (III),Diamond,Pear,VS,IJ,0.085 TO 0.125 (III),59500,65450
DIAPEAIJ_VSSI0.13 TO 0.175 (IV),Diamond,Pear,VS,IJ,0.13 TO 0.175 (IV),59500,65450
DIAPEAIJVSEF0.000 TO 0.056 (I),Diamond,Pear,VS,EF,0.000 TO 0.056 (I),59500,65450
DIAPEAIJVSIJ0.000 TO 0.056 (I),Diamond,Pear,VS,IJ,0.000 TO 0.056 (I),59500,65450
DIAPEAIJVSIJ0.085 TO 0.125 (III),Diamond,Pear,VS,IJ,0.085 TO 0.125 (III),59500,65450
DIAPEAIJVSIJ0.13 TO 0.175 (IV),Diamond,Pear,VS,IJ,0.13 TO 0.175,59500,65450
DIAPEAIJVSSI0.000 to 0.056 (I),Diamond,Pear,VS,IJ,0.000 TO 0.056 (I),59500,65450
DIAPEAIJVSSI0.085 TO 0.125 (III),Diamond,Pear,VS,IJ,0.085 TO 0.125 (III),59500,65450
DIAPEAIJVSSI0.13 TO 0.175 (IV),Diamond,Pear,VS,IJ,0.13 TO 0.175,59500,65450
DIAPEAMIXEF  0.23 TO 0.29 (VI),Diamond,Pear,Mix,EF,  0.23 TO 0.29 (VI),59500,65450
DIAPEAMIXFG0.13 TO 0.175(IV),Diamond,Pear,Mix,FG,0.13 TO 0.175(IV),59500,65450
DIAPEAMIXFGH  0.13 TO 0.175(IV),Diamond,Pear,Mix,FGH,  0.13 TO 0.175(IV),59500,65450
DIAPEAMIXFGH  0.18 TO 0.22 (V),Diamond,Pear,Mix,FGH,  0.18 TO 0.22 (V),59500,65450
DIAPEAMIXFGH0.075 TO 0.08 (II),Diamond,Pear,Mix,FGH,0.075 TO 0.08 (II),59500,65450
DIAPEAMIXFGHMIX,Diamond,Pear,Mix,FGH,Mix,59500,65450
DIAPEAMIXGH0.085 TO 0.125(III),Diamond,Pear,Mix,GH,0.085 TO 0.125(III),59500,65450
DIAPEAMIXGHMIX,Diamond,Pear,Mix,GH,Mix,59500,65450
DIAPEAMIXIJ  0.18 TO 0.22 (V),Diamond,Pear,Mix,IJ,  0.18 TO 0.22 (V),59500,65450
DIAPEAMIXIJ0.075 TO 0.08 (II),Diamond,Pear,Mix,IJ,0.075 TO 0.08 (II),59500,65450
DIAPEAMIXMIX  0.13 TO 0.175(IV),Diamond,Pear,Mix,Mix,0.13 TO 0.175(IV),59500,65450
DIAPEASI3FGH0.085 to 0.13,Diamond,Pear,SI3,FGH,0.085 TO 0.13,59500,65450
DIAPEASI3IJ0.000 TO 0.056,Diamond,Pear,SI3,IJ,0.000 TO 0.056,59500,65450
DIAPEASIFGH0.075 to 0.084,Diamond,Pear,SI,FGH,0.075 TO 0.084,59500,65450
DIAPEASIHI0.000 TO 0.056,Diamond,Pear,SI,HI,0.000 TO 0.056,59500,65450
DIAPEASIHI0.085 TO 0.0125,Diamond,Pear,SI,HI,0.085 TO 0.0125,59500,65450
