stone_bom_variant,stone_type,stone_shape,stone_quality,stone_color,wt_range,indian_rate_carat,usa_rate_carat
DIAPEASIHI0.085 TO 0.125(III),Diamond,Pear,SI,HI,0.085 TO 0.125(III),59500,65450
DIAPEASIHI0.13 TO 0.175,Diamond,Pear,SI,HI,0.13 TO 0.175,59500,65450
DIAPEASIHI0.18 TO 0.22 (V),Diamond,Pear,SI,HI,0.18 TO 0.22 (V),59500,65450
DIAPEASIJK0.000 TO 0.056,Diamond,Pear,SI,JK,0.000 TO 0.056,59500,65450
DIAPEAVS  SIEF0.075 TO 0.08 (II),Diamond,Pear,VS,EF,0.075 TO 0.08 (II),59500,65450
DIAPEAVS  SIEF0.085 TO 0.125(III),Diamond,Pear,VS,EF,0.085 TO 0.125,59500,65450
DIAPEAVS  SIEF0.13 TO 0.175(IV),Diamond,Pear,VS,EF,0.13 TO 0.175(IV),59500,65450
DIAPEAVS  SIEF0.18 TO 0.22 (V),Diamond,Pear,VS,EF,0.18 TO 0.22 (V),59500,65450
DIAPEAVS  SIEF0.30 TO 0.39(VII),Diamond,Pear,VS,EF,0.30 TO 0.39(VII),59500,65450
DIAPEAVS  SIEF01.01 2 CT,Diamond,Pear,VS,EF,01.01 2 CT,59500,65450
DIAPEAVS  SIEF01.01_ 2 CT,Diamond,Pear,VS  SI,EF,01.01_ 2 CT,59500,65450
DIAPEAVS  SIEF01.012CT,Diamond,Pear,VS,EF,01.012CT,59500,65450
DIAPEAVS  SIEF02.013CT,Diamond,Pear,VS,EF,02.013CT,59500,65450
DIAPEAVS  SIFG0.085 TO 0.125,Diamond,Pear,VS,FG,0.085 TO 0.125,59500,65450
DIAPEAVS  SIIJ  0.13 TO 0.175(IV),Diamond,Pear,VS,IJ,0.13 TO 0.175(IV),59500,65450
DIAPEAVS  SIIJ0.000 TO 0.056,Diamond,Pear,VS  SI,IJ,0.000 TO 0.056,59500,65450
DIAPEAVS  SIIJ0.075 TO 0.08 (II),Diamond,Pear,VS  SI,IJ,0.075 TO 0.08 (II),50000,55000
DIAPEAVS  SIIJ0.075 TO 0.084,Diamond,Pear,VS,IJ,0.075 TO 0.084,59500,65450
DIAPEAVS  SIIJ0.135 TO 0.175(IV),Diamond,Pear,VS,IJ,0.135 TO 0.175(IV),59500,65450
DIAPEAVS  SIIJ0.18 TO 0.22 (V),Diamond,Pear,VS,IJ,0.18 TO 0.22 (V),59500,65450
DIAPEAVS _ SIEF02.01_3CT,Diamond,Pear,VS _ SI,EF,02.01_3CT,59500,65450
DIAPEAVS _ SIIJ0.000 TO 0.056,Diamond,Pear,VS _ SI,IJ,0.000 TO 0.056,59500,65450
DIAPEAVS _ SIIJ0.075 TO 0.08 (II),Diamond,Pear,VS _ SI,IJ,0.075 TO 0.08 (II),59500,65450
DIAPEAVS _ SIIJ0.075 TO 0.084,Diamond,Pear,VS _ SI,IJ,0.075 TO 0.084,59500,65450
DIAPEAVS _ SIIJ0.085 TO 0.125 (III),Diamond,Pear,VS _ SI,IJ,0.085 TO 0.125 (III),59500,65450
DIAPEAVS _ SIIJ0.13 TO 0.175 (IV),Diamond,Pear,VS _ SI,IJ,0.13 TO 0.175 (IV),59500,65450
DIAPEAVS _ SIIJ0.13 TO 0.175(IV),Diamond,Pear,VS _ SI,IJ,0.13 TO 0.175(IV),59500,65450
DIAPEAVS _ SIIJ0.18 TO 0.22 (V),Diamond,Pear,VS _ SI,IJ,0.18 TO 0.22 (V),59500,65450
DIAPEAVS _ SIIJMIX,Diamond,Pear,VS _ SI,IJ,Mix,59500,65450
DIAPEAVS_SIFG0.000 TO 0.056,Diamond,Pear,VS_SI,FG,0.000 TO 0.056,59500,65450
DIAPEAVS_SIFG0.085 TO 0.125,Diamond,Pear,VS_SI,FG,0.085 TO 0.125,59500,65450
DIAPEAVS_SIFG0.13 TO 0.175,Diamond,Pear,VS_SI,FG,0.13 TO 0.175,59500,65450
DIAPEAVS_SIFG0.18 TO 0.22,Diamond,Pear,VS_SI,FG, 0.18 TO 0.22,59500,65450
DIAPEAVS_SIFG0.23 TO 0.29,Diamond,Pear,VS_SI,FG,0.23 TO 0.29,59500,65450
DIAPEAVS_SIFGH0.085 TO 0.125(III),Diamond,Pear,VS_SI,FGH,0.085 TO 0.125(III),59500,65450
DIAPEAVS_SIFGH0.13 TO 0.175(IV),Diamond,Pear,VS_SI,FGH,0.13 TO 0.175(IV),59500,65450
DIAPEAVS_SIFGH0.135 TO 0.175 (IV),Diamond,Pear,VS_SI,FGH,0.135 TO 0.175 (IV),59500,65450
DIAPEAVS_SIFGH0.23 TO 0.29 (VI),Diamond,Pear,VS_SI,FGH,0.23 TO 0.29 (VI),59500,65450
DIAPEAVS_SIFGH0.230 TO 0.290,Diamond,Pear,VS_SI,FGH,0.230 TO 0.290,59500,65450
DIAPEAVS_SIFGHMIX,Diamond,Pear,VS_SI,FGH,Mix,59500,65450
DIAPEAVS_SIGH  0.085 TO 0.125(III),Diamond,Pear,VS_SI,GH,  0.085 TO 0.125(III),59500,65450
DIAPEAVS_SIGH0.000 TO 0.056,Diamond,Pear,VS_SI,GH,0.000 TO 0.056,59500,65450
DIAPEAVS_SIGH0.075 TO 0.08,Diamond,Pear,VS_SI,GH,0.075 TO 0.08,59500,65450
DIAPEAVS_SIGH0.085 TO 0.125,Diamond,Pear,VS_SI,GH,0.085 TO 0.125,59500,65450
DIAPEAVS_SIGH0.13 TO 0.175,Diamond,Pear,VS_SI,GH,0.13 TO 0.175,59500,65450
DIAPEAVS_SIGH0.18 TO 0.22,Diamond,Pear,VS_SI,GH, 0.18 TO 0.22,59500,65450
DIAPEAVS_SIHI0.000 TO 0.056,Diamond,Pear,VS_SI,HI,0.000 TO 0.056,59500,65450
DIAPEAVS_SIHI0.085 TO 0.0134 (III),Diamond,Pear,VS_SI,HI,0.085 TO 0.0134 (III),59500,65450
DIAPEAVS_SIHI0.085 TO 0.125,Diamond,Pear,VS_SI,HI,0.085 TO 0.125,59500,65450
DIAPEAVS_SIHI0.13 TO 0.175,Diamond,Pear,VS_SI,HI,0.13 TO 0.175,59500,65450
DIAPEAVS_SIHIMIX,Diamond,Pear,VS_SI,HI,Mix,59500,65450
DIAPEAVS_SIIJ  0.23 TO 0.29 (VI),Diamond,Pear,VS_SI,IJ,  0.23 TO 0.29 (VI),59500,65450
DIAPEAVS_SIIJ0.000 TO 0.056,Diamond,Pear,VS_SI,IJ,0.000 TO 0.056,59500,65450
DIAPEAVS_SIIJ0.075 _ 0.084 (II),Diamond,Pear,VS_SI,IJ,0.075 _ 0.084 (II),59500,65450
DIAPEAVS_SIIJ0.075 TO 0.08,Diamond,Pear,VS_SI,IJ,0.075 TO 0.08,59500,65450
DIAPEAVS_SIIJ0.075 to 0.08 (II),Diamond,Pear,VS_SI,IJ,0.075 TO 0.08 (II),59500,65450
DIAPEAVS_SIIJ0.075 TO 0.084,Diamond,Pear,VS_SI,IJ,0.075 TO 0.084,59500,65450
DIAPEAVS_SIIJ0.085 to 0.125,Diamond,Pear,VS_SI,IJ,0.085 TO 0.125,59500,65450
DIAPEAVS_SIIJ0.085 TO 0.125 (III),Diamond,Pear,VS_SI,IJ,0.085 TO 0.125 (III),59500,65450
DIAPEAVS_SIIJ0.085 TO 0.134 (III),Diamond,Pear,VS_SI,IJ,0.085 TO 0.134 (III),59500,65450
DIAPEAVS_SIIJ0.230 to 0.290,Diamond,Pear,VS_SI,IJ,0.230 TO 0.290,59500,65450
DIAPEAVSEF0.135 TO 0.175,Diamond,Pear,VS,EF,0.135 TO 0.175,59500,65450
DIAPEAVSEF01.01_2CT,Diamond,Pear,VS,EF,01.01_2CT,59500,65450
DIAPEAVSEF01.012CT,Diamond,Pear,VS,EF,01.012CT,59500,65450
DIAPEAVSEF02.013CT,Diamond,Pear,VS,EF,02.013CT,59500,65450
DIAPEAVSFG0.18 TO 0.22,Diamond,Pear,VS,FG, 0.18 TO 0.22,59500,65450
DIAPEAVSFGH0.075  0.084 (II),Diamond,Pear,VS,GH,0.075  0.084 (II),59500,65450
DIAPEAVSFGH0.085  0.125(III),Diamond,Pear,VS,GH,0.085  0.125(III),59500,65450
DIAPEAVSFGH0.18 TO 0.22,Diamond,Pear,VS,FGH, 0.18 TO 0.22,59500,65450
DIAPEAVSGH0.075  0.084 (II),Diamond,Pear,VS,GH,0.075  0.084 (II),59500,65450
DIAPEAVSGH0.085  0.125(III),Diamond,Pear,VS,GH,0.085  0.125(III),59500,65450
DIAPEAVSGH0.085 _ 0.125(III),Diamond,Pear,VS,GH,0.085 _ 0.125(III),59500,65450
DIAPEAVSGH0.085 TO 0.129,Diamond,Pear,VS,GH,0.085 TO 0.129,59500,65450
DIAPEAVSGH0.13 TO 0.179,Diamond,Pear,VS,GH,0.13 TO 0.179,59500,65450
DIAPEAVSGH0.18 TO 0.22,Diamond,Pear,VS,GH, 0.18 TO 0.22,59500,65450
DIAPEAVSGH0.23 TO 0.29,Diamond,Pear,VS,GH,0.23 TO 0.29,59500,65450
DIAPEAVSGHI0.000 to 0.056,Diamond,Pear,VS,GHI,0.000 TO 0.056,59500,65450
DIAPEAVSGHI0.085 to 0.13,Diamond,Pear,VS,GHI,0.085 TO 0.13,59500,65450
DIAPEAVSGHI0.13 to 0.175,Diamond,Pear,VS,GHI,0.13 TO 0.175,59500,65450
DIAPEAVSHIJ0.23 TO 0.29,Diamond,Pear,VS,HIJ,0.23 TO 0.29,59500,65450
DIAPEAVSIIJ0.000 TO 0.056,Diamond,Pear,VS_SI,IJ,0.000 TO 0.056,59500,65450
DIAPEAVSIIJ0.085 TO 0.125(III),Diamond,Pear,VS_SI,IJ,0.085 TO 0.125(III),59500,65450
DIAPEAVSIIJ0.13 TO 0.175(IV),Diamond,Pear,VS_SI,IJ,0.13 TO 0.175(IV),59500,65450
DIAPEAVSIJ0.000 TO 0.056,Diamond,Pear,VS,IJ,0.000 TO 0.056,59500,65450
DIAPEAVSIJ0.075 to 0.08,Diamond,Pear,VS,IJ,0.075 TO 0.08,59500,65450
DIAPEAVSIJ0.085 TO 0.125,Diamond,Pear,VS,IJ,0.085 TO 0.125,59500,65450
DIAPEAVSIJ0.18 TO 0.22,Diamond,Pear,VS,IJ, 0.18 TO 0.22,59500,65450
DIAPEAVSSIFG0.000 TO 0.056,Diamond,Pear,VS,FG,0.000 TO 0.056,59500,65450
DIAPEAVSSIFG0.085 TO 0.125,Diamond,Pear,VS,FG,0.085 TO 0.125,59500,65450
DIAPEAVSSIFG0.13 TO 0.175,Diamond,Pear,VS,FG,0.13 TO 0.175,59500,65450
DIAPEAVSSIFG0.18 TO 0.22,Diamond,Pear,VS,FG,0.18 TO 0.22,59500,65450
DIAPEAVSSIFG0.23 TO 0.29,Diamond,Pear,VS,FG,0.23 TO 0.29,59500,65450
DIAPEAVSSIFGH   0.075 to 0.08 (II),Diamond,Pear,VS,GH,0.075 TO 0.08 (II),59500,65450
DIAPEAVSSIFGH  0.085 TO 0.125(III),Diamond,Pear,VS,GH,0.085 TO 0.125,59500,65450
DIAPEAVSSIFGH  0.13 TO 0.175(IV),Diamond,Pear,VS,GH,0.13 TO 0.175(IV),59500,65450
DIAPEAVSSIFGH  0.18 TO 0.22 (V),Diamond,Pear,VS,GH,0.18 TO 0.22 (V),59500,65450
DIAPEAVSSIFGH 0.18 TO 0.22,Diamond,Pear,VS,GH,0.18 TO 0.22,59500,65450
DIAPEAVSSIFGH0.000 TO 0.056,Diamond,Pear,VS,GH,0.000 TO 0.056,59500,65450
DIAPEAVSSIFGH0.000 TO 0.056 (I),Diamond,Pear,VS,GH,0.000 TO 0.056 (I),59500,65450
DIAPEAVSSIFGH0.075 TO 0.08,Diamond,Pear,VS,GH,0.075 TO 0.08,59500,65450
DIAPEAVSSIFGH0.075 to 0.08 (II),Diamond,Pear,VS,GH,0.075 TO 0.08 (II),59500,65450
DIAPEAVSSIFGH0.075 to 0.084,Diamond,Pear,VS,GH,0.075 TO 0.084,59500,65450
DIAPEAVSSIFGH0.085 TO 0.125,Diamond,Pear,VS,GH,0.085 TO 0.125,59500,65450
DIAPEAVSSIFGH0.085 TO 0.125 (III),Diamond,Pear,VS,GH,0.085 TO 0.125 (III),59500,65450
DIAPEAVSSIFGH0.085 TO 0.125(III),Diamond,Pear,VS,GH,0.085 TO 0.125,59500,65450
DIAPEAVSSIFGH0.085 TO 0.129,Diamond,Pear,VS,GH,0.085 TO 0.129,59500,65450
DIAPEAVSSIFGH0.085 to 0.13,Diamond,Pear,VS,GH,0.085 to 0.13,59500,65450
DIAPEAVSSIFGH0.085 TO 0.134 (III),Diamond,Pear,VS,GH,0.085 to 0.13,59500,65450
DIAPEAVSSIFGH0.13 TO 0.175,Diamond,Pear,VS,GH,0.13 TO 0.175,59500,65450
DIAPEAVSSIFGH0.13 TO 0.175 (IV),Diamond,Pear,VS,GH,0.13 TO 0.175,59500,65450
DIAPEAVSSIFGH0.13 TO 0.175(IV),Diamond,Pear,VS,GH,0.13 TO 0.175(IV),59500,65450
DIAPEAVSSIFGH0.13 TO 0.179,Diamond,Pear,VS,GH,0.13 TO 0.179,59500,65450
DIAPEAVSSIFGH0.135 TO 0.175 (IV),Diamond,Pear,VS,GH,0.135 TO 0.175 (IV),59500,65450
DIAPEAVSSIFGH0.18 TO 0.22 (V),Diamond,Pear,VS,GH,0.18 TO 0.22 (V),59500,65450
DIAPEAVSSIFGH0.18 TO 0.229,Diamond,Pear,VS,GH,0.18 TO 0.22,59500,65450
DIAPEAVSSIFGH0.23 TO 0.29,Diamond,Pear,VS,GH,0.23 TO 0.29,59500,65450
DIAPEAVSSIFGH0.23 TO 0.29 (VI),Diamond,Pear,VS,GH,0.23 TO 0.29,59500,65450
DIAPEAVSSIFGH0.230 TO 0.290,Diamond,Pear,VS,GH,0.230 TO 0.290,59500,65450
DIAPEAVSSIFGH0.30 TO 0.39,Diamond,Pear,VS,GH,0.30 TO 0.39,59500,65450
DIAPEAVSSIFGHMIX,Diamond,Pear,VS,GH,Mix,59500,65450
DIAPEAVSSIG0.075 TO 0.08 (II),Diamond,Pear,VS,IG,0.075 TO 0.08 (II),59500,65450
DIAPEAVSSIG0.085 TO 0.125 (III),Diamond,Pear,VS,IG,0.085 TO 0.125 (III),59500,65450
DIAPEAVSSIG0.13 TO 0.175 (IV),Diamond,Pear,VS,IG,0.13 TO 0.175,59500,65450
DIAPEAVSSIGH  0.085 TO 0.125(III),Diamond,Pear,VS,GH,0.085 TO 0.125,59500,65450
DIAPEAVSSIGH0.000 TO 0.056,Diamond,Pear,VS,GH,0.000 TO 0.056,59500,65450
DIAPEAVSSIGH0.075 TO 0.08,Diamond,Pear,VS,GH,0.075 TO 0.08,59500,65450
DIAPEAVSSIGH0.085 TO 0.125,Diamond,Pear,VS,GH,0.085 TO 0.125,59500,65450
DIAPEAVSSIGH0.13 TO 0.175,Diamond,Pear,VS,GH,0.13 TO 0.175,59500,65450
DIAPEAVSSIGH0.18 TO 0.22,Diamond,Pear,VS,GH,0.18 TO 0.22,59500,65450
DIAPEAVSSIHI  0.23 TO 0.29 (VI),Diamond,Pear,VS,HI,0.23 TO 0.29,59500,65450
DIAPEAVSSIHI0.000 TO 0.056,Diamond,Pear,VS,HI,0.000 TO 0.056,59500,65450
DIAPEAVSSIHI0.000 TO 0.056 (I),Diamond,Pear,VS,HI,0.000 TO 0.056 (I),59500,65450
DIAPEAVSSIHI0.085 TO 0.0134 (III),Diamond,Pear,VS,HI,0.085 TO 0.0134 (III),59500,65450
DIAPEAVSSIHI0.085 TO 0.125,Diamond,Pear,VS,HI,0.085 TO 0.125,59500,65450
DIAPEAVSSIHI0.13 TO 0.175,Diamond,Pear,VS,HI,0.13 TO 0.175,59500,65450
DIAPEAVSSIHIMIX,Diamond,Pear,VS,HI,Mix,59500,65450
DIAPEAVSSIIJ  0.13 TO 0.175(IV),Diamond,Pear,VS,IJ,0.13 TO 0.175(IV),59500,65450
DIAPEAVSSIIJ  0.23 TO 0.29 (VI),Diamond,Pear,VS,IJ,0.23 TO 0.29,59500,65450
DIAPEAVSSIIJ0.000 TO 0.056,Diamond,Pear,VS,IJ,0.000 TO 0.056,59500,65450
DIAPEAVSSIIJ0.000 TO 0.056 (I),Diamond,Pear,VS,IJ,0.000 TO 0.056 (I),59500,65450
DIAPEAVSSIIJ0.075  0.084 (II),Diamond,Pear,VS,IJ,0.075  0.084 (II),59500,65450
DIAPEAVSSIIJ0.075 TO 0.08,Diamond,Pear,VS,IJ,0.075 TO 0.08,59500,65450
DIAPEAVSSIIJ0.075 to 0.08 (II),Diamond,Pear,VS,IJ,0.075 TO 0.08 (II),59500,65450
DIAPEAVSSIIJ0.075 TO 0.084,Diamond,Pear,VS,IJ,0.075 TO 0.084,59500,65450
DIAPEAVSSIIJ0.075 TO 0.084 (II),Diamond,Pear,VS,IJ,0.075 TO 0.084 (II),59500,65450
DIAPEAVSSIIJ0.085 TO 0.0134 (III),Diamond,Pear,VS,IJ,0.085 TO 0.0134 (III),59500,65450
DIAPEAVSSIIJ0.085 to 0.125,Diamond,Pear,VS,IJ,0.085 TO 0.125,59500,65450
DIAPEAVSSIIJ0.085 TO 0.125 (III),Diamond,Pear,VS,IJ,0.085 TO 0.125 (III),59500,65450
DIAPEAVSSIIJ0.085 TO 0.125(III),Diamond,Pear,VS,IJ,0.085 TO 0.125,59500,65450
DIAPEAVSSIIJ0.085 TO 0.129,Diamond,Pear,VS,IJ,0.085 TO 0.129,59500,65450
DIAPEAVSSIIJ0.085 to 0.13,Diamond,Pear,VS,IJ,0.085 to 0.13,59500,65450
DIAPEAVSSIIJ0.085 TO 0.134 (III),Diamond,Pear,VS,IJ,0.085 to 0.13,59500,65450
DIAPEAVSSIIJ0.13 to 0.175,Diamond,Pear,VS,IJ,0.13 TO 0.175,59500,65450
DIAPEAVSSIIJ0.13 TO 0.175 (IV),Diamond,Pear,VS,IJ,0.13 TO 0.175,59500,65450
DIAPEAVSSIIJ0.13 TO 0.175(IV),Diamond,Pear,VS,IJ,0.13 TO 0.175(IV),59500,65450
DIAPEAVSSIIJ0.13 TO 0.179,Diamond,Pear,VS,IJ,0.13 TO 0.179,59500,65450
DIAPEAVSSIIJ0.135 TO 0.175 (IV),Diamond,Pear,VS,IJ,0.135 TO 0.175 (IV),59500,65450
DIAPEAVSSIIJ0.135 TO 0.175(IV),Diamond,Pear,VS,IJ,0.135 TO 0.175(IV),59500,65450
DIAPEAVSSIIJ0.18 TO 0.22,Diamond,Pear,VS,IJ,0.18 TO 0.22,59500,65450
DIAPEAVSSIIJ0.18 TO 0.22 (V),Diamond,Pear,VS,IJ,0.18 TO 0.22 (V),59500,65450
DIAPEAVSSIIJ0.18 TO 0.229,Diamond,Pear,VS,IJ,0.18 TO 0.22,59500,65450
DIAPEAVSSIIJ0.23 TO 0.29,Diamond,Pear,VS,IJ,0.23 TO 0.29,59500,65450
DIAPEAVSSIIJ0.23 TO 0.29 (VI),Diamond,Pear,VS,IJ,0.23 TO 0.29,59500,65450
DIAPEAVSSIIJ0.230 to 0.290,Diamond,Pear,VS,IJ,0.230 TO 0.290,59500,65450
DIAPEAVSSIIJ0.30 TO 0.39 (VII),Diamond,Pear,VS,IJ,0.30 TO 0.39 (VII),59500,65450
DIAPEAVVS  VSEF0.075 TO 0.08 (II),Diamond,Pear,VVS,EF,0.075 TO 0.08 (II),59500,65450
DIAPEAVVS  VSEF0.085 TO 0.125(III),Diamond,Pear,VVS,EF,0.085 TO 0.125,59500,65450
DIAPEAVVS  VSEF0.13 TO 0.175(IV),Diamond,Pear,VVS,EF,0.13 TO 0.175(IV),59500,65450
DIAPEAVVS  VSEF0.18 TO 0.22 (V),Diamond,Pear,VVS,EF,0.18 TO 0.22 (V),59500,65450
DIAPEAVVS  VSEF0.23 TO 0.29 (VI),Diamond,Pear,VVS,EF,0.23 TO 0.29,59500,65450
DIAPEAVVS  VSEF0.30 TO 0.39(VII),Diamond,Pear,VVS,EF,0.30 TO 0.39(VII),59500,65450
DIAPEAVVS  VSEF0.40 TO 0.49(VIII),Diamond,Pear,VVS,EF,0.40 TO 0.49(VIII),59500,65450
DIAPEAVVS  VSEF01.012CT,Diamond,Pear,VVS,EF,01.012CT,59500,65450
DIAPEAVVS  VSEF02.01  3 CT,Diamond,Pear,VVS,EF,02.01  3 CT,59500,65450
DIAPEAVVS  VSEF02.01 _ 3 CT,Diamond,Pear,VVS  VS,EF,02.01 _ 3 CT,59500,65450
DIAPEAVVS  VSEF02.013CT,Diamond,Pear,VVS,EF,02.013CT,59500,65450
DIAPEAVVS  VSEF05.01  6 CT,Diamond,Pear,VVS,EF,05.01  6 CT,59500,65450
DIAPEAVVS  VSEF05.01 _ 6 CT,Diamond,Pear,VVS  VS,EF,05.01 _ 6 CT,59500,65450
DIAPEAVVS  VSEF1.00 ABOVE(XI),Diamond,Pear,VVS,EF,1.00 ABOVE(XI),59500,65450
DIAPEAVVS  VSEFBELOW01CT,Diamond,Pear,VVS,EF,BELOW01CT,59500,65450
DIAPEAVVS  VSFG0.000 TO 0.056,Diamond,Pear,VVS,FG,0.000 TO 0.056,59500,65450
DIAPEAVVS  VSFG0.000 TO 0.056 (I),Diamond,Pear,VVS,FG,0.000 TO 0.056 (I),59500,65450
DIAPEAVVS  VSFG0.075 TO 0.08,Diamond,Pear,VVS,FG,0.075 TO 0.08,59500,65450
DIAPEAVVS  VSFG0.085 TO 0.125,Diamond,Pear,VVS,FG,0.085 TO 0.125,59500,65450
DIAPEAVVS  VSFG0.085 TO 0.125(III),Diamond,Pear,VVS,FG,0.085 TO 0.125,59500,65450
DIAPEAVVS  VSFG0.13 TO 0.175,Diamond,Pear,VVS,FG,0.13 TO 0.175,59500,65450
DIAPEAVVS  VSFG0.13 TO 0.175(IV),Diamond,Pear,VVS,FG,0.13 TO 0.175(IV),59500,65450
DIAPEAVVS  VSFG0.18 TO 0.22 (V),Diamond,Pear,VVS,FG,0.18 TO 0.22 (V),59500,65450
DIAPEAVVS  VSFG0.23 TO 0.29,Diamond,Pear,VVS,FG,0.23 TO 0.29,59500,65450
DIAPEAVVS  VSFG0.23 TO 0.29(VI),Diamond,Pear,VVS,FG,0.23 TO 0.29,59500,65450
DIAPEAVVS  VSFGH  0.18 TO 0.22 (V),Diamond,Pear,VVS,GH,0.18 TO 0.22 (V),59500,65450
DIAPEAVVS  VSFGH  0.23 TO 0.29 (VI),Diamond,Pear,VVS,GH,0.23 TO 0.29,59500,65450
DIAPEAVVS  VSFGH0.000 TO 0.056,Diamond,Pear,VVS,GH,0.000 TO 0.056,59500,65450
DIAPEAVVS  VSFGH0.000 TO 0.056 (I),Diamond,Pear,VVS,GH,0.000 TO 0.056 (I),59500,65450
DIAPEAVVS  VSFGH0.085 TO 0.125(III),Diamond,Pear,VVS,GH,0.085 TO 0.125,59500,65450
DIAPEAVVS  VSFGH0.13 TO 0.175(IV),Diamond,Pear,VVS,GH,0.13 TO 0.175(IV),59500,65450
DIAPEAVVS  VSFGMIX,Diamond,Pear,VVS,FG,Mix,59500,65450
DIAPEAVVS  VSGH  0.13 TO 0.175(IV),Diamond,Pear,VVS,GH,0.13 TO 0.175(IV),59500,65450
DIAPEAVVS  VSGH  0.18 TO 0.22 (V),Diamond,Pear,VVS,GH,0.18 TO 0.22 (V),59500,65450
DIAPEAVVS  VSGH  0.23 TO 0.29 (VI),Diamond,Pear,VVS,GH,0.23 TO 0.29,59500,65450
DIAPEAVVS  VSGH 0.18 TO 0.22,Diamond,Pear,VVS,GH,0.18 TO 0.22,59500,65450
DIAPEAVVS  VSGH0.000 TO 0.056,Diamond,Pear,VVS,GH,0.000 TO 0.056,59500,65450
DIAPEAVVS  VSGH0.000 TO 0.056 (I),Diamond,Pear,VVS,GH,0.000 TO 0.056 (I),59500,65450
DIAPEAVVS  VSGH0.075 TO 0.08,Diamond,Pear,VVS,GH,0.075 TO 0.08,59500,65450
DIAPEAVVS  VSGH0.085 TO 0.125,Diamond,Pear,VVS,GH,0.085 TO 0.125,59500,65450
DIAPEAVVS  VSGH0.085 TO 0.125(III),Diamond,Pear,VVS,GH,0.085 TO 0.125,59500,65450
DIAPEAVVS  VSGH0.13 TO 0.175,Diamond,Pear,VVS,GH,0.13 TO 0.175,59500,65450
DIAPEAVVS  VSGH0.13 TO 0.175(IV),Diamond,Pear,VVS,GH,0.13 TO 0.175(IV),59500,65450
DIAPEAVVS  VSGH0.18 TO 0.22 (V),Diamond,Pear,VVS,GH,0.18 TO 0.22 (V),59500,65450
DIAPEAVVS  VSGH0.23 TO 0.29,Diamond,Pear,VVS,GH,0.23 TO 0.29,59500,65450
DIAPEAVVS  VSGHI0.075 TO 0.08 (II),Diamond,Pear,VVS,GH,0.075 TO 0.08 (II),59500,65450
DIAPEAVVS  VSGHI0.085 TO 0.125 (III),Diamond,Pear,VVS,GH,0.085 TO 0.125 (III),59500,65450
DIAPEAVVS  VSGHI0.18 TO 0.22(V),Diamond,Pear,VVS,GH,0.18 TO 0.22,59500,65450
DIAPEAVVS  VSGHI0.30 TO 0.39 (VII),Diamond,Pear,VVS,GH,0.30 TO 0.39 (VII),59500,65450
DIAPEAVVS  VSGHIMIX,Diamond,Pear,VVS,GH,Mix,59500,65450
DIAPEAVVS  VSHI0.085 TO 0.125 (III),Diamond,Pear,VVS,HI,0.085 TO 0.125 (III),59500,65450
DIAPEAVVS  VSIJ  0.13 TO 0.175(IV),Diamond,Pear,VVS,IJ,0.13 TO 0.175(IV),59500,65450
DIAPEAVVS  VSIJ  0.23 TO 0.29 (VI),Diamond,Pear,VVS,IJ,0.23 TO 0.29,59500,65450
DIAPEAVVS  VSIJ0.075 TO 0.08 (II),Diamond,Pear,VVS,IJ,0.075 TO 0.08 (II),59500,65450
DIAPEAVVS  VSIJ0.13 TO 0.175(IV),Diamond,Pear,VVS,IJ,0.13 TO 0.175(IV),59500,65450
DIAPEAVVS  VSIJMIX,Diamond,Pear,VVS,IJ,Mix,59500,65450
DIAPEAVVS _ VSEF02.01_3CT,Diamond,Pear,VVS _ VS,EF,02.01_3CT,59500,65450
DIAPEAVVS _ VSEF1.00 ABOVE(XI),Diamond,Pear,VVS _ VS,EF,1.00 ABOVE(XI),59500,65450
DIAPEAVVS _ VSEFBELOW01CT,Diamond,Pear,VVS _ VS,EF,BELOW01CT,59500,65450
DIAPEAVVS _ VSFG0.000 TO 0.056,Diamond,Pear,VVS _ VS,FG,0.000 TO 0.056,59500,65450
DIAPEAVVS _ VSFG0.075 TO 0.08,Diamond,Pear,VVS _ VS,FG,0.075 TO 0.08,59500,65450
DIAPEAVVS _ VSFG0.085 TO 0.125,Diamond,Pear,VVS _ VS,FG,0.085 TO 0.125,59500,65450
DIAPEAVVS _ VSFG0.13 TO 0.175,Diamond,Pear,VVS _ VS,FG,0.13 TO 0.175,59500,65450
DIAPEAVVS _ VSFG0.23 TO 0.29,Diamond,Pear,VVS _ VS,FG,0.23 TO 0.29,59500,65450
DIAPEAVVS _ VSFG0.23 TO 0.29(VI),Diamond,Pear,VVS _ VS,FG,0.23 TO 0.29(VI),59500,65450
DIAPEAVVS _ VSFGH  0.18 TO 0.22 (V),Diamond,Pear,VVS _ VS,FGH,  0.18 TO 0.22 (V),59500,65450
DIAPEAVVS _ VSFGH  0.23 TO 0.29 (VI),Diamond,Pear,VVS _ VS,FGH,  0.23 TO 0.29 (VI),59500,65450
DIAPEAVVS _ VSFGH0.000 TO 0.056,Diamond,Pear,VVS _ VS,FGH,0.000 TO 0.056,59500,65450
DIAPEAVVS _ VSFGH0.085 TO 0.125(III),Diamond,Pear,VVS _ VS,FGH,0.085 TO 0.125(III),59500,65450
DIAPEAVVS _ VSFGH0.13 TO 0.175(IV),Diamond,Pear,VVS _ VS,FGH,0.13 TO 0.175(IV),59500,65450
